Serial No.,ID,Province,Province PCode,District,District PCode,Tehsil,Tehsil PCode,Health Facility Name,Health Facility Code,Health Facility Type
4660,10880,Sindh,2,Jacobabad,231,Jacobabad,23102,GD Adam Khan Panhwer,231034,GD
4661,10879,Sindh,2,Jacobabad,231,Garhi Khairo,23101,BHU Punhoo Bhatti,231033,BHU
4662,10878,Sindh,2,Jacobabad,231,Jacobabad,23102,BHU Mouladad,231032,BHU
4663,10877,Sindh,2,Jacobabad,231,Jacobabad,23102,BHU Dadpur,231031,BHU
4664,10876,Sindh,2,Jacobabad,231,Thull,23103,BHU Mubarakpur,231030,BHU
4665,10875,Sindh,2,Jacobabad,231,Garhi Khairo,23101,GD Mohammad Rahim Jakhrani,231029,GD
4666,10874,Sindh,2,Jacobabad,231,Garhi Khairo,23101,BHU Mohammadpur,231028,BHU
4667,10873,Sindh,2,Jacobabad,231,Garhi Khairo,23101,BHU Sheranpur,231027,BHU
4668,10872,Sindh,2,Jacobabad,231,Thull,23103,BHU Piyaro Khoso,231026,BHU
4669,10871,Sindh,2,Jacobabad,231,Thull,23103,RHC Mirpur,231025,RHC
4670,10870,Sindh,2,Jacobabad,231,Garhi Khairo,23101,GD Meeranpur,231024,GD
4671,10869,Sindh,2,Jacobabad,231,Thull,23103,BHU GM Jakhrani,231023,BHU
4672,10868,Sindh,2,Jacobabad,231,Garhi Khairo,23101,BHU Dodapur,231022,BHU
4673,10867,Sindh,2,Jacobabad,231,Thull,23103,BHU Karim Bux,231021,BHU
4674,10866,Sindh,2,Jacobabad,231,Thull,23103,BHU Bahadurpur,231020,BHU
4675,10865,Sindh,2,Jacobabad,231,Thull,23103,BHU Joungal,231019,BHU
4676,10864,Sindh,2,Jacobabad,231,Jacobabad,23102,GD Police Dispensary,231018,GD
4677,10863,Sindh,2,Jacobabad,231,Jacobabad,23102,MCH Jaffarabad,231017,MCH
4678,10862,Sindh,2,Jacobabad,231,Garhi Khairo,23101,THQ Garhi Khairo,231016,THQ
4679,10861,Sindh,2,Jacobabad,231,Thull,23103,RHC Garhi Hassan,231015,RHC
4680,10860,Sindh,2,Jacobabad,231,Thull,23103,GD Naseer Bhangar,231014,GD
4681,10859,Sindh,2,Jacobabad,231,Jacobabad,23102,BHU Bunglow Sydan,231013,BHU
4682,10858,Sindh,2,Jacobabad,231,Jacobabad,23102,GD Abad,231012,GD
4683,10857,Sindh,2,Jacobabad,231,Jacobabad,23102,BHU Khairo Wago,231011,BHU
4684,10856,Sindh,2,Jacobabad,231,Jacobabad,23102,DHQ Jacobabad,231010,DHQ
4685,10855,Sindh,2,Jacobabad,231,Thull,23103,BHU Madadpur,231009,BHU
4686,10854,Sindh,2,Jacobabad,231,Thull,23103,GD Imam Bux Kehar,231008,GD
4687,10088,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,DHQ Hospital,325001,DHQH
4688,10089,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,TBC,325002,TBC
4689,10090,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,MCH,325003,MCH 
4690,10091,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Argashori,325005,BHU
4691,10092,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Kharari,325006,BHU
4692,10093,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Bandigo,325007,CD
4693,10094,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Bhattian,325008,BHU
4694,10095,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Battamori,325009,BHU
4695,10096,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Joz,325010,BHU
4696,10097,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Gijbori,325011,CD
4697,10098,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Kuza Banda,325012,RHC
4698,10099,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Kuza Banda,325013,CD
4699,10100,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Khair abad,325014,BHU
4700,10101,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Shungli Payeen,325015,BHU
4701,10102,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Pomang,325016,BHU
4702,10103,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Paimal,325017,BHU
4703,10104,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Phagora,325018,BHU
4704,10105,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Kathora,325019,BHU
4705,10106,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Phagora,325020,CD
4706,10107,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Nelishang,325021,CD
4707,10108,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Shamlai,325022,BHU
4708,10109,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Charbagh,325023,BHU
4709,10110,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,SB Kot,325024,BHU
4710,10111,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001, GN said,325025,BHU
4711,10112,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Machai,325026,CD
4712,10113,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Thakot,325027,RHC
4713,10114,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Batlay,325028,BHU
4714,10115,Khyber Pakhtunkhwa,3,Batagram,25,Batagram,325001,Chanjal,325029,CD
4715,10116,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Banna,325030,RHC
4716,10117,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Teloos,325031,BHU
4717,10118,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Koshgram,325032,CD
4718,10119,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,LC Banna,325033,Leprosy Clinic
4719,10120,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Bateela,325034,BHU
4720,10121,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Huttal Batkool,325035,BHU
4721,10122,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,kanai,325036,BHU
4722,10123,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Biari,325037,BHU
4723,10124,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Jambaira,325038,BHU
4724,10125,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Pashto,325039,BHU
4725,10126,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Brachar,325040,BHU
4726,10127,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Brachar,325041,CD
4727,10128,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Rashang,325042,BHU
4728,10129,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Roop Kani,325043,BHU
4729,10130,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,sakargah,325044,BHU
4730,10131,Khyber Pakhtunkhwa,3,Batagram,25,Allai,325002,Kuz Tandool,325045,BHU
4731,10175,FATA,8,Mohmand,802,Ekkaghund,802001,BHU Dabkor,802003,BHU
4732,10176,FATA,8,Mohmand,802,Ekkaghund,802001,BHU Sapari,802004,BHU
4733,10177,FATA,8,Mohmand,802,Ekkaghund,802001,BHU Aqrab Dag,802005,BHU
4734,10178,FATA,8,Mohmand,802,Ekkaghund,802001,CHC Banglow NO1,802006,CHC
4735,10179,FATA,8,Mohmand,802,Ekkaghund,802001,CHC Rawal Kor,802007,CHC
4736,10180,FATA,8,Mohmand,802,Ekkaghund,802001,CHC Shal kor,802008,CHC
4737,10181,FATA,8,Mohmand,802,Ekkaghund,802001,CD Shalam sillay,802009,CD
4738,10182,FATA,8,Mohmand,802,Prang Ghar,802002,BHU Nawa Killy,802010,BHU
4739,10183,FATA,8,Mohmand,802,Prang Ghar,802002,BHU Prang Ghar,802011,BHU
4740,10184,FATA,8,Mohmand,802,Prang Ghar,802002,CHC Karkana,802012,CHC
4741,10185,FATA,8,Mohmand,802,Prang Ghar,802002,CHC Nao,802013,CHC
4742,10186,FATA,8,Mohmand,802,Prang Ghar,802002,CHC Manai,802014,CHC
4743,10187,FATA,8,Mohmand,802,Pandilay,802003,BHU Pandilay,802015,BHU
4744,10188,FATA,8,Mohmand,802,Pandilay,802003,BHU Laghum Ghundai,802016,BHU
4745,10189,FATA,8,Mohmand,802,Pandilay,802003,BHU Danish Kool,802017,BHU
4746,10190,FATA,8,Mohmand,802,Pandilay,802003,CHC Dawezai,802018,CHC
4747,10191,FATA,8,Mohmand,802,Pandilay,802003,CHC Yakh Dand,802019,CHC
4748,10192,FATA,8,Mohmand,802,Ambar,802004,BHU Had Kor,802020,BHU
4749,10193,FATA,8,Mohmand,802,Ambar,802004,CHC Chargulai,802021,CHC
4750,10194,FATA,8,Mohmand,802,Ambar,802004,CHC Olayshah,802022,CHC
4751,10195,FATA,8,Mohmand,802,Ambar,802004,CHC Darro Bazar,802023,CHC
4752,10196,FATA,8,Mohmand,802,Halimzai,802005,AHQ Ghalanai,802024,AHQ
4753,10197,FATA,8,Mohmand,802,Halimzai,802005,CH Nawan Killy,802025,CH
4754,10198,FATA,8,Mohmand,802,Halimzai,802005,BHU Ghazi Kor,802026,BHU
4755,10199,FATA,8,Mohmand,802,Halimzai,802005,BHU Sangar,802027,BHU
4756,10200,FATA,8,Mohmand,802,Halimzai,802005,BHU Kassai,802028,BHU
4757,10201,FATA,8,Mohmand,802,Halimzai,802005,BHU Sultan Khel,802029,BHU
4758,10202,FATA,8,Mohmand,802,Halimzai,802005,BHU Yousaf Khel,802030,BHU
4759,10203,FATA,8,Mohmand,802,Halimzai,802005,BHU Baro Khel,802031,BHU
4760,10204,FATA,8,Mohmand,802,Halimzai,802005,BHU Babi Khel,802032,BHU
4761,10205,FATA,8,Mohmand,802,Halimzai,802005,BHU Hamza Khel,802033,BHU
4762,10206,FATA,8,Mohmand,802,Halimzai,802005,BHU Atto Khel,802034,BHU
4763,10207,FATA,8,Mohmand,802,Halimzai,802005,CD Shah Baig,802035,CD
4764,10208,FATA,8,Mohmand,802,Halimzai,802005,CD Akhunzadgan,802036,CD
4765,10209,FATA,8,Mohmand,802,Halimzai,802005,CD Badisiya,802037,CD
4766,10210,FATA,8,Mohmand,802,Halimzai,802005,CD Hamid Khan,802038,CD
4767,10211,FATA,8,Mohmand,802,Halimzai,802005,CD Nasapai,802040,CD
4768,10212,FATA,8,Mohmand,802,Halimzai,802005,CD Miangan,802041,CD
4769,10213,FATA,8,Mohmand,802,Halimzai,802005,CD Kashmir kor,802042,CD
4770,10214,FATA,8,Mohmand,802,Safi,802006,BHU Lakaro,802043,BHU
4771,10215,FATA,8,Mohmand,802,Safi,802006,BHU Sheikh baba,802044,BHU
4772,10216,FATA,8,Mohmand,802,Safi,802006,BHU Mamad Gut,802045,BHU
4773,10217,FATA,8,Mohmand,802,Safi,802006,BHU Chamar Kand,802046,BHU
4774,10218,FATA,8,Mohmand,802,Safi,802006,BHU Qandari,802047,BHU
4775,10219,FATA,8,Mohmand,802,Safi,802006,CD Masood Botha,802048,CD
4776,10220,FATA,8,Mohmand,802,Safi,802006,CD Janda Masood,802049,CD
4777,10221,FATA,8,Mohmand,802,Safi,802006,CHC Bar SaGI,802050,CHC
4778,10222,FATA,8,Mohmand,802,Khwazai Baizi,802007,RHC Bhai Dag,802051,RHC
4779,10223,FATA,8,Mohmand,802,Khwazai Baizi,802007,RHC Khwazai,802052,RHC
4780,10224,FATA,8,Mohmand,802,Khwazai Baizi,802007,BHU Ghanam Shah,802053,BHU
4781,10225,FATA,8,Mohmand,802,Khwazai Baizi,802007,CHC Khan baig,802054,CHC
4782,10226,FATA,8,Mohmand,802,Khwazai Baizi,802007,CHC Sumghakhai,802055,CHC
4783,10227,FATA,8,Mohmand,802,Khwazai Baizi,802007,CHC Qung,802056,CHC
4784,10228,FATA,8,Mohmand,802,Khwazai Baizi,802007,CHC Bobuk Kore,802057,CHC
4785,10229,FATA,8,Mohmand,802,Khwazai Baizi,802007,CHC Mazreena,802058,CHC
4786,10230,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,BHU Banjute,346009,BHU
4787,10231,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,BHU Bishband,346010,BHU
4788,10232,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,BHU Islampur,346011,BHU
4789,10233,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,BHU Mairagai,346012,BHU
4790,10234,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,BHU Qamber,346013,BHU
4791,10235,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,BHU Odigram,346014,BHU
4792,10236,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,CD Amankot,346064,CD
4793,10237,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,CD Chitawar,346065,CD
4794,10238,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,CD Kokarai,346066,CD
4795,10239,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,CD Rang Mohallah,346067,CD
4796,10240,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,CH Manglore,346086,CH
4797,10241,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,MCH Centre Mingora,346102,MCH
4798,10242,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,MCH Centre Manglore,346103,MCH
4799,10243,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,TBC Saidu Sharif,346124,TBC
4800,10244,Khyber Pakhtunkhwa,3,Swat ,346,Babuzai ,346002,CD Shahdara,346125,CD
4801,10245,Khyber Pakhtunkhwa,3,Swat ,346,Barikot,346003,BHU Chungai,346015,BHU
4802,10246,Khyber Pakhtunkhwa,3,Swat ,346,Barikot,346003,BHU Manyar,346016,BHU
4803,10247,Khyber Pakhtunkhwa,3,Swat ,346,Barikot,346003,BHU Talang,346017,BHU
4804,10248,Khyber Pakhtunkhwa,3,Swat ,346,Barikot,346003,CD Ghalegay,346068,CD
4805,10249,Khyber Pakhtunkhwa,3,Swat ,346,Barikot,346003,CD Nawakalay,346069,CD
4806,10250,Khyber Pakhtunkhwa,3,Swat ,346,Barikot,346003,CD Parrari,346070,CD
4807,10251,Khyber Pakhtunkhwa,3,Swat ,346,Barikot,346003,CH Barikot,346088,CH
4808,10252,Khyber Pakhtunkhwa,3,Swat ,346,Barikot,346003,RHC Khazana,346110,RHC 
4809,10253,Khyber Pakhtunkhwa,3,Swat ,346,Behrain,346004,BHU Bahrain,346018,BHU
4810,10254,Khyber Pakhtunkhwa,3,Swat ,346,Behrain,346004,BHU Chail,346019,BHU
4811,10255,Khyber Pakhtunkhwa,3,Swat ,346,Behrain,346004,BHU Liakot,346020,BHU
4812,10256,Khyber Pakhtunkhwa,3,Swat ,346,Behrain,346004,BHU Tirath,346021,BHU
4813,10257,Khyber Pakhtunkhwa,3,Swat ,346,Behrain,346004,CD Cham,346071,CD
4814,10258,Khyber Pakhtunkhwa,3,Swat ,346,Behrain,346004,CH Madyan,346089,CH
4815,10259,Khyber Pakhtunkhwa,3,Swat ,346,Charbagh,346006,BHU Charbagh,346024,BHU
4816,10260,Khyber Pakhtunkhwa,3,Swat ,346,Charbagh,346006,BHU Gulibagh,346025,BHU
4817,10261,Khyber Pakhtunkhwa,3,Swat ,346,Charbagh,346006,BHU Kishawara,346026,BHU
4818,10262,Khyber Pakhtunkhwa,3,Swat ,346,Charbagh,346006,CD Soodier,346073,CD
4819,10263,Khyber Pakhtunkhwa,3,Swat ,346,Charbagh,346006,CD Talegram,346074,CD
4820,10264,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,BHU Bandai,346029,BHU
4821,10265,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,BHU Bara Samai,346030,BHU
4822,10266,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,RHC Devlai,346031,RHC 
4823,10267,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,BHU Dherai,346032,BHU
4824,10268,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,BHU Koza Samai,346033,BHU
4825,10269,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,BHU Kotlai,346034,BHU
4826,10270,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,BHU Qalagey,346035,BHU
4827,10271,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,BHU Sigram,346036,BHU
4828,10272,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,BHU Taghma,346037,BHU
4829,10273,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,CD Dadahara,346075,CD
4830,10274,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,CD Totano Bandai,346076,CD
4831,10275,Khyber Pakhtunkhwa,3,Swat ,346,Kabal  ,346008,CH Kabal,346092,CH
4832,10276,Khyber Pakhtunkhwa,3,Swat ,346,Kalam,346009,BHU Gabral,346038,BHU
4833,10277,Khyber Pakhtunkhwa,3,Swat ,346,Kalam,346009,CD Usho,346077,CD
4834,10278,Khyber Pakhtunkhwa,3,Swat ,346,Kalam,346009,CD Utroor,346078,CD
4835,10279,Khyber Pakhtunkhwa,3,Swat ,346,Kalam,346009,CH Kalam,346093,CH
4836,10280,Khyber Pakhtunkhwa,3,Swat ,346,Khawazakhela,346010,BHU Fatehpur,346039,BHU
4837,10281,Khyber Pakhtunkhwa,3,Swat ,346,Khawazakhela,346010,BHU Kotanai,346040,BHU
4838,10282,Khyber Pakhtunkhwa,3,Swat ,346,Khawazakhela,346010,BHU Miandam,346041,BHU
4839,10283,Khyber Pakhtunkhwa,3,Swat ,346,Khawazakhela,346010,BHU Mashkomai,346042,BHU
4840,10284,Khyber Pakhtunkhwa,3,Swat ,346,Khawazakhela,346010,BHU Shalpin,346043,BHU
4841,10285,Khyber Pakhtunkhwa,3,Swat ,346,Khawazakhela,346010,CH Khawazakhela,346094,CH
4842,10286,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Baidara,346044,BHU
4843,10287,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Bar Shawar,346045,BHU
4844,10288,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Darmai,346046,BHU
4845,10289,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Drushkhela,346047,BHU
4846,10290,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Gwalerai,346048,BHU
4847,10291,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Koz Shawar,346049,BHU
4848,10292,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Mian Kalay,346050,BHU
4849,10293,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Nazar Abad,346051,BHU
4850,10294,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Rahatkot,346052,BHU
4851,10295,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Ronyal,346053,BHU
4852,10296,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,BHU Sherpalam,346054,BHU
4853,10297,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,CD Parrow,346079,CD
4854,10298,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,CD Sakhra,346080,CD
4855,10299,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,Zakir Khan Shaheed ,346095,BHU
4856,10300,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,Memorial Hospital ,346095,BHU
4857,10301,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,Matta/THQ Matta,346095,THQ
4858,10302,Khyber Pakhtunkhwa,3,Swat ,346,Matta ,346011,RHC Chuprial,346111,RHC 
4859,10303,Balochistan,4,Harnai,455,Harnai,45501,DHQ Harnai,454048,DHQ 
4860,10304,Balochistan,4,Harnai,455,Harnai,45501,MCH Center,454046,MCH 
4861,10305,Balochistan,4,Harnai,455,Harnai,45501,Sunnari,454039,CD 
4862,10306,Balochistan,4,Harnai,455,Harnai,45501,Khidrani,454027,BHU 
4863,10307,Balochistan,4,Harnai,455,Harnai,45501,Ghurmai,454026,BHU 
4864,10308,Balochistan,4,Harnai,455,Harnai,45501,Spintangi,454038,CD 
4865,10309,Balochistan,4,Harnai,455,Harnai,45501,Mian kach,455002,CD 
4866,10310,Balochistan,4,Harnai,455,Harnai,45501,Tuka,454041,CD 
4867,10311,Balochistan,4,Harnai,455,Harnai,45501,Peir sher,454045,CD 
4868,10312,Balochistan,4,Harnai,455,Harnai,45501,Belli,454025,BHU 
4869,10313,Balochistan,4,Harnai,455,Harnai,45501,Nakus,454035,CD 
4870,10314,Balochistan,4,Harnai,455,Harnai,45501,Killi Sazoo,454028,BHU 
4871,12971,Khyber Pakhtunkhwa,3,Nowshera,364,Nowshera,36401,Jalozai-2M,364302,IDP 
4872,10316,Balochistan,4,Harnai,455,Shahrig,45502,Shahrig,454022,RHC 
4873,10317,Balochistan,4,Harnai,455,Shahrig,45502,Shore,454024,CD 
4874,10318,Balochistan,4,Harnai,455,Shahrig,45502,Zardaloo,454042,BHU 
4875,10319,Balochistan,5,Harnai,455,Shahrig,45502,Khost,454034,CD 
4876,10320,Balochistan,4,Ziarat,454,Ziarat,45401,DHQ Ziarat,454018,DHQ 
4877,10321,Balochistan,4,Ziarat,454,Ziarat,45401,TB Clinic,454049,TB Clinic 
4878,10322,Balochistan,4,Ziarat,454,Ziarat,45401,Mobile clinic,454050,Mobile 
4879,10323,Balochistan,4,Ziarat,454,Ziarat,45401,Kawas,454014,RHC 
4880,10324,Balochistan,4,Ziarat,454,Ziarat,45401,Zargai,454005,BHU 
4881,10325,Balochistan,4,Ziarat,454,Ziarat,45401,Kawas Gharbi,454021,BHU 
4882,10326,Balochistan,4,Ziarat,454,Ziarat,45401,Paichi karaiz,454004,BHU 
4883,10327,Balochistan,4,Ziarat,454,Ziarat,45401,Cheena,454015,BHU 
4884,10328,Balochistan,4,Ziarat,454,Ziarat,45401,Zindara,454006,BHU 
4885,10329,Balochistan,4,Ziarat,454,Ziarat,45401,Mana,454010,BHU 
4886,10330,Balochistan,4,Ziarat,454,Ziarat,45401,Ahmadon,454013,RHC 
4887,10331,Balochistan,4,Ziarat,454,Ziarat,45401,Kan banglow,454017,BHU 
4888,10332,Balochistan,4,Ziarat,454,Ziarat,45401,Kach,454003,BHU 
4889,10333,Balochistan,4,Ziarat,454,Ziarat,45401,Gogai,454016,BHU 
4890,10334,Balochistan,4,Ziarat,454,Ziarat,45401,Wam,454020,CD 
4891,10335,Balochistan,4,Ziarat,454,Ziarat,45401,Sarri,454011,CD 
4892,10336,Balochistan,4,Ziarat,454,Ziarat,45401,Jungle bandat,454008,CD 
4893,10337,Balochistan,4,Ziarat,454,Ziarat,45401,Mangi,454009,CD 
4894,10338,Balochistan,4,Ziarat,454,Ziarat,45401,Baba Kharwari,454007,CD 
4895,10339,Balochistan,4,Ziarat,454,Sinjavi,45402,Sinjawi,454023,RHC 
4896,10340,Balochistan,4,Ziarat,454,Sinjavi,45402,MCH,454047,RHC 
4897,10341,Balochistan,4,Ziarat,454,Sinjavi,45402,Chutair,454043,BHU 
4898,10342,Balochistan,4,Ziarat,454,Sinjavi,45402,Tandwani,454033,BHU 
4899,10343,Balochistan,4,Ziarat,454,Sinjavi,45402,Poi,454031,BHU 
4900,10344,Balochistan,4,Ziarat,454,Sinjavi,45402,Aghbargh,454029,BHU 
4901,10345,Balochistan,4,Ziarat,454,Sinjavi,45402,Kanobi aghbarg,454051,CD 
4902,10346,Balochistan,4,Ziarat,454,Sinjavi,45402,Baghaw,454030,BHU 
4903,10347,Balochistan,4,Ziarat,454,Sinjavi,45402,Shinlez,454032,BHU 
4904,10348,Balochistan,4,Ziarat,454,Sinjavi,45402,Regura,454044,CD 
4905,10349,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,STC 1,332201,BHU  
4906,10350,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,STC 2,332202,BHU  
4907,10351,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,STC 3,332203,BHU  
4908,10352,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,STC 4,332204,BHU  
4909,10353,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,STC 5,332205,BHU  
4910,10354,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,STC 6,332206,BHU  
4911,10355,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,STC Kallinger,332207,RHC 
4912,10356,Khyber Pakhtunkhwa,3,Haripur,322,Haripur,322001,DHQ Haripur,332208,DHQ 
4913,10357,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,Civil Branch Disp:,312047,CD 
4914,10358,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,Police Hospital DIK,312117,CH 
4915,10359,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,MCH Center Islamia Colony,312096,MCH 
4916,10360,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,CD Khidmat Gara Wala,312119,CD 
4917,10361,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,DHQ Teaching Hospital DIKhan,312001,DHQ 
4918,10362,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,CD Din pur,312061,CD 
4919,10363,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Muryali,312021,BHU 
4920,10364,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,MMM Teaching Hospital DIKhan,312002,DHQ 
4921,10365,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,CD Arra,312121,CD 
4922,10366,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Saggu,312027,BHU 
4923,10367,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,CD Dayyal,312124,CD 
4924,10368,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Budhani,312008,BHU 
4925,10369,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Jabar Wala,312013,BHU 
4926,10370,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Jock Kanara,312014,BHU 
4927,10371,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,CD Mandra kalan,312058,CD 
4928,10372,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Budh,312007,BHU 
4929,10373,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,CD YARIK,312065,CD 
4930,10374,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Giloty,312011,BHU 
4931,10375,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,CD Bahadri,312118,CD 
4932,10376,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,CD Muazam,312122,CD 
4933,10377,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Shore Kot,312029,BHU 
4934,10378,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,CD Ratta kulachi,312062,CD 
4935,10379,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Zafar Abad,312031,BHU 
4936,10380,Khyber Pakhtunkhwa,3,DI Khan,312,DI Khan,312001,BHU Pota,312023,BHU 
