Serial No.,ID,Province,Province PCode,District,District PCode,Tehsil,Tehsil PCode,Health Facility Name,Health Facility Code,Health Facility Type
827,1529,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Kotta,352035,BHU
828,1530,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Check Noda,352036,BHU
829,1531,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Punjpir,352037,BHU
830,1532,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Salim Khan,352038,BHU
831,1533,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Shewa,352039,BHU
832,1534,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Tand Kohi,352040,BHU
833,1535,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Utla,352050,CD
834,1536,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Kallu Khan,352055,CH
835,1537,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,DHQ Hospital,352064,DHQ
836,1538,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Gabassni,352069,BHU
837,1539,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Pehur Hemlet,352048,CD
838,1540,Khyber Pakhtunkhwa,3,Swabi,52,Topi,,CD Bada,352044,CD
839,1541,Khyber Pakhtunkhwa,3,Swabi,52,Topi,,ChH Topi,352056,CH
840,1542,Khyber Pakhtunkhwa,3,Swabi,52,Razar,,Dagai,352001,BHU
841,1543,Khyber Pakhtunkhwa,3,Swabi,52,Razar,,Sadri Jadid,352027,BHU
842,4985,Balochistan,4,DERA BUGTI,451,PHELLAWAGH,4510002,BHU KILLI GUL MUHAMMAD,451006,
843,4984,Balochistan,4,DERA BUGTI,451,PHELLAWAGH,4510002,BHU KILLI BASHKAN,451005,
844,8366,Balochistan,4,DERA BUGTI,451,PHELLAWAGH,4510002,BHU KHAND GARANI KILLI GOURAN,451062,
845,8367,Gilgit Baltistan,6,Astore,60,Astore,0,CH Eidgah Astore,606040,CH
846,8450,Punjab,1,Mianwali,830,Mianwali,2,GHUNDI,183019,BHU 
847,12634,Khyber Pakhtunkhwa,3,Buner,42,Gagra,4203,BHU Cheena,342029,BHU 
848,8449,Punjab,1,Mianwali,830,Mianwali,2,PAI KHEL,183028,BHU 
849,10174,FATA,8,Mohmand,802,Ekkaghund,802001,BHU Michni,802002,BHU
850,4978,Balochistan,4,DERA BUGTI,451,DERA BUGTI,4510001,BHU KILLI SHAIQ KHAN PITOKH,451049,
851,4977,Balochistan,4,DERA BUGTI,451,DERA BUGTI,4510001,BHU KILLI PIARA KHAN,451061,
852,4976,Balochistan,4,DERA BUGTI,451,DERA BUGTI,4510001,BHU HABIB RAHI,451003,
853,4975,Balochistan,4,ZHOB,465,ZHOB,465001,TB CLINIC DHQ HOSPITAL ZHOB,465056,
854,4974,Balochistan,4,ZHOB,465,ZHOB,465001,SHS UNIT ZHOB,465058,
855,4973,Balochistan,4,ZHOB,465,ZHOB,465001,RHC OMZA,465106,
856,4972,Balochistan,4,ZHOB,465,ZHOB,465001,RHC MURGHA KIBZAI,465005,
857,4971,Balochistan,4,ZHOB,465,ZHOB,465001,RHC MEENA BAZAR,465126,
858,4970,Balochistan,4,ZHOB,465,QAMAR DIN KAREZ,465002,RHC QAMARDIN KAREZKAKAR KHURASAN,465042,
859,4969,Balochistan,4,ZHOB,465,ZHOB,465001,MOBILE DISPENSARY ZHOB,465117,
860,4968,Balochistan,4,ZHOB,465,ZHOB,465001,MCH CENTRE ZHOB,465020,
861,4967,Balochistan,4,ZHOB,465,ZHOB,465001,MCH CENTRE BABAR,465021,
862,4966,Balochistan,4,ZHOB,465,ZHOB,465001,MCH CENTRE ALI KHAN ZAI,465124,
863,4965,Balochistan,4,ZHOB,465,ZHOB,465001,DHQ HOSPITAL ZHOB,465054,
864,4964,Balochistan,4,ZHOB,465,ZHOB,465001,TD VAN ZHOB2,465120,
865,4963,Balochistan,4,ZHOB,465,ZHOB,465001,CD WALA AKRAM,465028,
866,4962,Balochistan,4,ZHOB,465,ZHOB,465001,CD TAKKI,465062,
867,4961,Balochistan,4,ZHOB,465,ZHOB,465001,CD SUR QAMAR,465027,
868,4960,Balochistan,4,ZHOB,465,ZHOB,465001,CD SAMBAZA,465026,
869,4959,Balochistan,4,ZHOB,465,ZHOB,465001,CD PINDA WALA,465032,
870,4958,Balochistan,4,ZHOB,465,ZHOB,465001,CD MEENA BAZAR,465029,
871,4957,Balochistan,4,ZHOB,465,ZHOB,465001,CD MARUF ZAI,465031,
872,4956,Balochistan,4,ZHOB,465,ZHOB,465001,CD KILLI NASRULLAH,465089,
873,4955,Balochistan,4,ZHOB,465,ZHOB,465001,CD KILLI MOHAMMAD AFZAL MANDOKHEL,465086,
874,4954,Balochistan,4,ZHOB,465,ZHOB,465001,CD HAIR TAKRIWAR,465111,
875,4953,Balochistan,4,ZHOB,465,ZHOB,465001,CD GOSTOI,465037,
876,4952,Balochistan,4,ZHOB,465,ZHOB,465001,CD CHINA NANAZAI,465048,
877,4951,Balochistan,4,ZHOB,465,ZHOB,465001,CD BRUNG,465034,
878,4950,Balochistan,4,ZHOB,465,ZHOB,465001,CD BARAK WALA,465033,
879,4949,Balochistan,4,ZHOB,465,ZHOB,465001,CD BADANZAI,465030,
880,4948,Balochistan,4,ZHOB,465,ZHOB,465001,CD AKOZAI,465036,
881,4947,Balochistan,4,ZHOB,465,QAMAR DIN KAREZ,465002,CD SHAGHALOO,465041,
882,4946,Balochistan,4,ZHOB,465,QAMAR DIN KAREZ,465002,CD KHAZOBAI,465044,
883,4945,Balochistan,4,ZHOB,465,QAMAR DIN KAREZ,465002,CD K MULLA SHAMAK MARDANZAI,465043,
884,4944,Balochistan,4,ZHOB,465,ZHOB,465001,BHU SUR KATCH,465010,
885,4943,Balochistan,4,ZHOB,465,ZHOB,465001,BHU SAILANA,465014,
886,4942,Balochistan,4,ZHOB,465,ZHOB,465001,BHU RAKH PUR,465007,
887,4941,Balochistan,4,ZHOB,465,ZHOB,465001,BHU LAKA BAND,465012,
888,4940,Balochistan,4,ZHOB,465,ZHOB,465001,BHU KILLI SHEIKHAN,465009,
889,4939,Balochistan,4,ZHOB,465,ZHOB,465001,BHU KAZA GHARA YASIN ZAI,465008,
890,4938,Balochistan,4,ZHOB,465,ZHOB,465001,BHU KAKHAW,465013,
891,4937,Balochistan,4,ZHOB,465,ZHOB,465001,BHU GUL KATCH,465024,
892,4936,Balochistan,4,ZHOB,465,ZHOB,465001,BHU BOBI IRABZAI,465011,
893,4935,Balochistan,4,ZHOB,465,ZHOB,465001,BHU BAGH SAQI KHAIL,465108,
894,4934,Balochistan,4,ZHOB,465,ZHOB,465001,BHU BABAR,465023,
895,4933,Balochistan,4,ZHOB,465,ZHOB,465001,BHU ALI KHAN ZAI,465006,
896,4932,Balochistan,4,ZHOB,465,QAMAR DIN KAREZ,465002,BHU TORAMAY,465018,
897,4931,Balochistan,4,ZHOB,465,QAMAR DIN KAREZ,465002,BHU MANZAKI,465017,
898,4930,Balochistan,4,ZHOB,465,QAMAR DIN KAREZ,465002,BHU KANOKAI,465019,
899,4929,Balochistan,4,KOHLU,452,KOHLU,45201,TB CLINIC DHQ HOSPITAL KOHLU,452054,
900,4928,Balochistan,4,KOHLU,452,MEWAND,45203,RHC MEWAND,452071,
901,4927,Balochistan,4,KOHLU,452,KAHAN,45202,RHC KAHAN,452077,
902,4926,Balochistan,4,KOHLU,452,KOHLU,45201,MCH CENTRE KOHLU,452053,
903,4925,Balochistan,4,KOHLU,452,KOHLU,45201,MCH CENTRE KAHA,452052,
904,4924,Balochistan,4,KOHLU,452,KOHLU,45201,DHQ HOSPITAL KOHLU,452051,
905,4923,Balochistan,4,KOHLU,452,MEWAND,45203,TD VAN MEWAND,452079,
906,4922,Balochistan,4,KOHLU,452,MEWAND,45203,CD KILLI THADRI MIR HAZAR KHAN,452073,
907,4921,Balochistan,4,KOHLU,452,MEWAND,45203,CD KILLI JAMIL ABAD,452034,
908,4920,Balochistan,4,KOHLU,452,MEWAND,45203,CD GHARIB ABAD,452029,
909,4919,Balochistan,4,KOHLU,452,MEWAND,45203,CD DARYALOO,452028,
910,4918,Balochistan,4,KOHLU,452,MEWAND,45203,CD BIJER WADH,452026,
911,4917,Balochistan,4,KOHLU,452,KOHLU,45201,TD VAN KOHLU,452078,
912,4916,Balochistan,4,KOHLU,452,KOHLU,45201,CD M MIR KHAN ZARKHOON,452082,
913,4915,Balochistan,4,KOHLU,452,KOHLU,45201,CD WAZIRAN SHEHR,452041,
914,4914,Balochistan,4,KOHLU,452,KOHLU,45201,CD SHAHDAD TAMBOO,452075,
915,4913,Balochistan,4,KOHLU,452,KOHLU,45201,CD RAHZAN SHER,452074,
916,4912,Balochistan,4,KOHLU,452,KOHLU,45201,CD QADIR MAZARANI,452062,
917,4911,Balochistan,4,KOHLU,452,KOHLU,45201,CD MIRHAN MAZARANI,452069,
918,4910,Balochistan,4,KOHLU,452,KOHLU,45201,CD MIR KARAM KHAN,452080,
919,4909,Balochistan,4,KOHLU,452,KOHLU,45201,CD MAST TOWKLI DERBAR,452065,
920,4908,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI WALI MOHAMMAD,452033,
921,4907,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI WADERA ALI GUL,452035,
922,4906,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI SHAHBAZ KHAN,452061,
923,4905,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI NEHAL KHAN,452057,
924,4904,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI MOHAMMAD HASHIM,452072,
925,4903,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI MISRI KHAN,452032,
926,4902,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI MIR NADIR KHAN BEJRANI,452058,
927,4901,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI MIR HASSAN,452056,
928,4900,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI HAJI ABDUL GHAFOOR,452066,
929,4899,Balochistan,4,KOHLU,452,KOHLU,45201,CD KILLI BALOCHABAD,452055,
930,4898,Balochistan,4,KOHLU,452,KOHLU,45201,CD BALOCH TINGIANI,452064,
931,4897,Balochistan,4,KOHLU,452,KOHLU,45201,CD BAL DAKA,452025,
932,4896,Balochistan,4,KOHLU,452,KOHLU,45201,CD AZAM JAN ZING,452063,
933,4895,Balochistan,4,KOHLU,452,KAHAN,45202,CD SOH ROD,452039,
934,4894,Balochistan,4,KOHLU,452,KAHAN,45202,CD PENGORA,452037,
935,4893,Balochistan,4,KOHLU,452,KAHAN,45202,CD KILLI ZARKHAN,452042,
936,4892,Balochistan,4,KOHLU,452,KAHAN,45202,CD KILLI MURAD ALI NISAU,452036,
937,4891,Balochistan,4,KOHLU,452,KAHAN,45202,CD KILLI MOHAMMAD AZEEM SHERANI,452030,
938,4890,Balochistan,4,KOHLU,452,KAHAN,45202,CD DAMAN BIJARANI,452027,
939,4889,Balochistan,4,KOHLU,452,MEWAND,45203,BHU SUFAID,452021,
940,4888,Balochistan,4,KOHLU,452,MEWAND,45203,BHU SHALWAR,452020,
941,4887,Balochistan,4,KOHLU,452,MEWAND,45203,BHU PAZZA,452019,
942,4886,Balochistan,4,KOHLU,452,MEWAND,45203,BHU MAKHMAR,452015,
943,4885,Balochistan,4,KOHLU,452,MEWAND,45203,BHU KUNNAL,452013,
944,4884,Balochistan,4,KOHLU,452,KOHLU,45201,BHU URYANI,452024,
945,4883,Balochistan,4,KOHLU,452,KOHLU,45201,BHU TAMBOO,452023,
946,4882,Balochistan,4,KOHLU,452,KOHLU,45201,BHU TAKROW,452022,
947,4881,Balochistan,4,KOHLU,452,KOHLU,45201,BHU PATTI SHAHJAW,452018,
948,4880,Balochistan,4,KOHLU,452,KOHLU,45201,BHU NIHLAN GANJ ALI,452016,
949,4879,Balochistan,4,KOHLU,452,KOHLU,45201,BHU LASEZAI,452014,
950,4878,Balochistan,4,KOHLU,452,KOHLU,45201,BHU KILLI NECHLAN QALANDRANI,452007,
951,4877,Balochistan,4,KOHLU,452,KOHLU,45201,BHU KILLI KATAL,452010,
952,4876,Balochistan,4,KOHLU,452,KOHLU,45201,BHU KILLI GRISNI,452009,
953,4875,Balochistan,4,KOHLU,452,KOHLU,45201,BHU KILLI FAIZ MOHAMMAD BORI,452006,
954,4874,Balochistan,4,KOHLU,452,KOHLU,45201,BHU KARAM KHAN SHER,452008,
955,4873,Balochistan,4,KOHLU,452,KOHLU,45201,BHU JAMALAN CHATI,452012,
956,4872,Balochistan,4,KOHLU,452,KOHLU,45201,BHU FAZIL CHEL,452003,
957,4871,Balochistan,4,KOHLU,452,KOHLU,45201,BHU MUTHO NOSSE,452085,
958,4869,Balochistan,4,KOHLU,452,KAHAN,45202,BHU NISAU,452017,
959,4870,Balochistan,4,KOHLU,452,KOHLU,45201,BHU MAZAR KHAN,452083,
960,4868,Balochistan,4,KOHLU,452,KAHAN,45202,BHU JANAT ALI,452005,
961,4867,Balochistan,4,KOHLU,452,KAHAN,45202,BHU CHAPI KACH,452002,
962,4866,Balochistan,4,KOHLU,452,KAHAN,45202,BHU MIR KHUDAEDAD,452081,
963,4865,Balochistan,4,BARKHAN,461,BARKHAN,46101,MCH CENTRE RAKHNI,461017,
964,4864,Balochistan,4,BARKHAN,461,BARKHAN,46101,MCH CENTRE BARKHAN,461016,
965,4863,Balochistan,4,BARKHAN,461,BARKHAN,46101,LEPROSY CLINIC BARKHAN,461031,
966,4862,Balochistan,4,BARKHAN,461,BARKHAN,46101,CIVIL HOSPITAL BARKHAN,461015,
967,4861,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD WATA KARI,461007,
968,4860,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD RARKHAN,461009,
969,4859,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD RAJE,461033,
970,4858,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD NOOR KHAN,461023,
971,4857,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD MALLIANI BASTI MALIK SALEH,461022,
972,4856,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD HAJI AMIR MOHAMMAD,461005,
973,4855,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD DUBBA,461030,
974,4854,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD BASTI REHMATAN,461010,
975,4853,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD BASTI AZIM KHAN,461024,
976,4852,Balochistan,4,BARKHAN,461,BARKHAN,46101,CD BAGHOO DAMAN,461011,
977,4851,Balochistan,4,BARKHAN,461,BARKHAN,46101,BHU TAGHAOO,461003,
978,4850,Balochistan,4,BARKHAN,461,BARKHAN,46101,BHU RAKHNI,461008,
979,4849,Balochistan,4,BARKHAN,461,BARKHAN,46101,BHU MIANI,461001,
980,4848,Balochistan,4,BARKHAN,461,BARKHAN,46101,BHU KILLI TAMNI,461004,
981,4847,Balochistan,4,BARKHAN,461,BARKHAN,46101,BHU EASHNI,461002,
982,4846,Balochistan,4,BARKHAN,461,BARKHAN,46101,BHU CHAPPAR,461020,
983,12299,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Bakhshali  ,351013,BHU
984,12298,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,CD Babuzai  ,351052,CD
985,12297,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,BHU Babuzai  ,351002,BHU
986,12296,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Charbanda  ,351005,BHU
987,12295,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,BHU Babaini  ,351107,BHU
988,12294,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,BHU Alo  ,351035,BHU
989,12293,Sindh,2,Umerkot,254,Umerkot,25404,Hurabad,254802,CD
990,12292,Sindh,2,Umerkot,254,Umerkot,25404,New Chhor,254801,MTD
991,12291,Sindh,2,Umerkot,254,Umerkot,25404,Faqir Ameen Mangrio,254979,RHC
992,12290,Sindh,2,Umerkot,254,Umerkot,25404,Shewani Mohalla,254095,MCH
993,12289,Sindh,2,Umerkot,254,Umerkot,25404,Khan Sahib Atta MohdPalli,254090,CD
994,12288,Sindh,2,Umerkot,254,Umerkot,25404,Dhoronaro,254078,RHC
995,12287,Sindh,2,Umerkot,254,Umerkot,25404,Chhor,254077,RHC
996,12286,Sindh,2,Umerkot,254,Umerkot,25404,DHQ Hospital Umerkot,254065,DHQ
997,12285,Sindh,2,Umerkot,254,Umerkot,25404,Okraro Chanhia,254058,BHU
998,12284,Sindh,2,Umerkot,254,Umerkot,25404,Manhendro jo par,254057,BHU
999,12283,Sindh,2,Umerkot,254,Umerkot,25404,Moula bux Rajar,254056,BHU
1000,12282,Sindh,2,Umerkot,254,Umerkot,25404,Rana Jagir,254055,BHU
1001,12281,Sindh,2,Umerkot,254,Umerkot,25404,Khokhrapar,254053,RHC
1002,12280,Sindh,2,Umerkot,254,Umerkot,25404,Hyder Farm,254051,RHC
1003,12279,Sindh,2,Umerkot,254,Umerkot,25404,Faqir Ali Bux Halepoto,254048,BHU
1004,12278,Sindh,2,Umerkot,254,Umerkot,25404,Faqir Abdullah @Janhero,254047,BHU
1005,12277,Sindh,2,Umerkot,254,Umerkot,25404,Mir Digu,254046,BHU
1006,12276,Sindh,2,Umerkot,254,Umerkot,25404,Ahori Farm,254045,BHU
1007,12275,Sindh,2,Umerkot,254,Umerkot,25404,Kerllo,254015,CD
1008,12274,Sindh,2,Umerkot,254,Umerkot,25404,Noor Mohd Mangrio,254010,BHU
1009,12272,Sindh,2,Umerkot,254,Umerkot,25404,Ismail Nohri,254007,CD
1010,12273,Sindh,2,Umerkot,254,Umerkot,25404,Muzafer Hussain Shah @ Dhanasar,254009,CD
1011,10846,Balochistan,4,KILLA SAIFULLAH,462,Killa Saifullah,462001,BHU Urgas,462007,BHU
1012,10845,Balochistan,4,KILLA SAIFULLAH,462,Killa Saifullah,462001,BHU Nalisar,462003,BHU
1013,4803,Balochistan,4,CHAGAI,441,NOKUNDI,44102,RHC NOKUNDI,441051,
1014,4801,Balochistan,4,CHAGAI,441,DALBANDIN,44101,RHC CHAGAI VILLAGE,441029,
1015,4802,Balochistan,4,CHAGAI,441,DALBANDIN,44101,RHC DALBANDIN,441050,
1016,4799,Balochistan,4,CHAGAI,441,DALBANDIN,44101,MCH CENTRE DALBANDIN,441047,
1017,4800,Balochistan,4,CHAGAI,441,NOKUNDI,44102,MCH CENTRE NOKUNDI,441048,
1018,4797,Balochistan,4,CHAGAI,441,DALBANDIN,44101,DHQ HOSPITALRHR PRINCE FAHAD,441045,
1019,4798,Balochistan,4,CHAGAI,441,DALBANDIN,44101,MCH CENTRE CHAGAI VILLAGE,441046,
1020,4796,Balochistan,4,CHAGAI,441,TAFTAN,44103,CD RDC CAMP SANDAK    ,441042,
1021,4794,Balochistan,4,CHAGAI,441,NOKUNDI,44102,CD KACHOW,441034,
1022,4795,Balochistan,4,CHAGAI,441,TAFTAN,44103,CD PAK RAILWAY NUSHKI,441041,
1023,4792,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD PAK RAILWAY DALBANDIN,441040,
1024,4793,Balochistan,4,CHAGAI,441,NOKUNDI,44102,CD JULLI,441033,
1025,4791,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD LASHKERAP,441023,
1026,4790,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD KUNRACK HAJI DAD KHUDA,441053,
1027,4789,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD KNADIR KHAN,441056,
1028,4788,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD DISPENSARY HAJI M ANWAR BARAB,441064,
1029,4787,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD DISPENSARY AFZAL GOT MIR KHAN,441063,
1030,4786,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD DISPENSARY MALIK KHUDA NAZAR,441062,
1031,4785,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD DIL MURAD,431052,
1032,4784,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD AMINABAD,441025,
1033,4782,Balochistan,4,CHAGAI,441,NOKUNDI,44102,BHU TAFTAN,441022,
1034,4783,Balochistan,4,CHAGAI,441,DALBANDIN,44101,CD AMARI,441026,
1035,4781,Balochistan,4,CHAGAI,441,NOKUNDI,44102,BHU RAJEY,441019,
1036,4780,Balochistan,4,CHAGAI,441,NOKUNDI,44102,BHU KIRTAKA,441011,
1037,4779,Balochistan,4,CHAGAI,441,DALBANDIN,44101,BHU YEK MACH,441038,
1038,4777,Balochistan,4,CHAGAI,441,DALBANDIN,44101,BHU POSTI,441018,
1039,4778,Balochistan,4,CHAGAI,441,DALBANDIN,44101,BHU SER GESHAH,441021,
1040,4776,Balochistan,4,CHAGAI,441,DALBANDIN,44101,BHU PATE GHNOCO,441017,
1041,4775,Balochistan,4,CHAGAI,441,DALBANDIN,44101,BHU PADAG,441016,
1042,4774,Balochistan,4,CHAGAI,441,DALBANDIN,44101,BHU KANI,441010,
1043,4773,Balochistan,4,CHAGAI,441,DALBANDIN,44101,BHU CHIATER,441006,
1044,4772,Balochistan,4,CHAGAI,441,DALBANDIN,44101,BHU CHAR SAR,441005,
1045,4771,Balochistan,4,CHAGAI,441,DALBANDIN,44101,BHU BASLANI,441003,
1046,4770,Balochistan,4,KHARAN,412,KHARAN ,41201,TB CLINIC DHQ HOSPITAL KHARAN,412080,
1047,4769,Balochistan,4,KHARAN,412,KHARAN ,41201,MCH CENTRE PATKIN,412047,
1048,4768,Balochistan,4,KHARAN,412,KHARAN ,41201,MCH CENTRE KHARAN,412046,
1049,4767,Balochistan,4,KHARAN,412,KHARAN ,41201,412045  DHQ HOSPITAL KHARAN,412083,
1050,4766,Balochistan,4,KHARAN,412,KHARAN ,41201,CD ZOORABAD,412059,
1051,4765,Balochistan,4,KHARAN,412,KHARAN ,41201,CD TUMP VILLAGE,412055,
1052,4763,Balochistan,4,KHARAN,412,KHARAN ,41201,CD TAGAP,412038,
1053,4764,Balochistan,4,KHARAN,412,KHARAN ,41201,CD TOHMULK,412067,
1054,4762,Balochistan,4,KHARAN,412,KHARAN ,41201,CD SIBI VILLAGE,412054,
1055,4760,Balochistan,4,KHARAN,412,KHARAN ,41201,CD NOROZ KALAT,412032,
1056,4761,Balochistan,4,KHARAN,412,KHARAN ,41201,CD PURPATE,412057,
1057,4759,Balochistan,4,KHARAN,412,KHARAN ,41201,CD KOOTAN,412030,
1058,4758,Balochistan,4,KHARAN,412,KHARAN ,41201,CD KOOTAM,412084,
1059,4757,Balochistan,4,KHARAN,412,KHARAN ,41201,CD GWAZAGAI,412053,
1060,4756,Balochistan,4,KHARAN,412,KHARAN ,41201,CD GARUK,412027,
1061,4754,Balochistan,4,KHARAN,412,KHARAN ,41201,CD BEDI,412024,
1062,4755,Balochistan,4,KHARAN,412,KHARAN ,41201,CD BUDDO KUBDANI,412056,
1063,4753,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU ULMARGE,412022,
1064,4752,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU SARAWAN,412051,
1065,4751,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU SARAGAI,412017,
1066,4750,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU PATKIN,412033,
1067,4749,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU LIJJI,412050,
1068,4748,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU KOHAK,412012,
1069,4747,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU JUNGLE,412006,
1070,4746,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU JODA KALAT,412049,
1071,4745,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU JAMAK,412009,
1072,4744,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU HURRAO,412007,
1073,4743,Balochistan,4,KHARAN,412,KHARAN ,41201,BHU ERRI KALAG,412026,
1074,4742,Balochistan,4,NUSHKI,445,NUSHKI,44501,TB CLINIC DHQ HOSPITAL NUSHKI,441060,
1075,4741,Balochistan,4,NUSHKI,445,NUSHKI,44501,SHS UNIT NUSHKI,441043,
1076,4740,Balochistan,4,NUSHKI,445,NUSHKI,44501,RHC KISHINGI,441012,
1077,4739,Balochistan,4,NUSHKI,445,NUSHKI,44501,RHC AHMED WAL,445007,
1078,4738,Balochistan,4,NUSHKI,445,NUSHKI,44501,MOBILE DISPENSARY NUSHKI,441044,
1079,4735,Balochistan,4,NUSHKI,445,NUSHKI,44501,DHQ HOSPITAL NUSHKI,441049,
1080,4736,Balochistan,4,NUSHKI,445,NUSHKI,44501,MCH CTR KILLI SHARIF KHAN,445003,
1081,4737,Balochistan,4,NUSHKI,445,NUSHKI,44501,MCH CTR NUSHKI,445002,
1082,4734,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD KILLI SARDAR ABDUL SAMAD,445012,
1083,4733,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD SHAKERAB,445011,
1084,4731,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD NOOK JOO,445009,
1085,4732,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD KOCHAKI CHAH,445010,
1086,4730,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD UMER SHAH,445008,
1087,4729,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD ZANGI NAWAR,441039,
1088,4728,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD QABOOL,445004,
1089,4727,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD KILLI LANDI MEHMOODZAI,441035,
1090,4725,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD GALANGOOR,441008,
1091,4726,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD KILLI HAJI MUHAMMAD NOOR,441057,
1092,4724,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD ESSA CHAH,441032,
1093,4722,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD BADAL KAREEZ,441028,
1094,4723,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD DARZI CHAH,441030,
1095,4721,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD AZAD KHAN KISHINGI,445005,
1096,4720,Balochistan,4,NUSHKI,445,NUSHKI,44501,CD ANAM BOSTAN,441027,
1097,4719,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU ZARO CHAH,441024,
1098,4718,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU REKO,441020,
1099,4717,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU MENGLE I,441037,
1100,4716,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU MENGAL II,441002,
1101,4715,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU MAL,441015,
1102,4714,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU KOCHAL MAL,441013,
1103,4713,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU JAMALDINI,441009,
1104,4712,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU HAZAR JUFT,441058,
1105,4711,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU DEDAR MAL,441007,
1106,4710,Balochistan,4,NUSHKI,445,NUSHKI,44501,BHU BATTO,441004,
1107,4709,Balochistan,4,Mastung,415,Mastung,0,ASHIKHAN PARKANI,415039,CD
1108,4707,Balochistan,4,Mastung,415,Mastung,0,SHAPCH,415037,CD
1109,4708,Balochistan,4,Mastung,415,Mastung,0,TB CLINIC DHQ HOSPITAL,415038,OTH
1110,4706,Balochistan,4,Mastung,415,Mastung,0,KHAD KOOCHA,415036,CD
