Admin 1,Admin 2,Admin 3,Facility,HF_Type,Catchment,Latitude,Longitude
Khyber Pakhtunkhwa,Peshawar,Peshawar,BAZID KHEL-BHU,BHU,"4,200",33.94925,71.538556
Khyber Pakhtunkhwa,Peshawar,Peshawar,GULSHAN-E-REHMAN-BHU,BHU,"24,851",33.975778,71.561833
Khyber Pakhtunkhwa,Peshawar,Peshawar,MATERNITY HOSP PESHAWAR,Hospital, -   ,34.011111,71.560944
Khyber Pakhtunkhwa,Peshawar,Peshawar,TARAI PAYAN(SHAQI H.K)-BHU,BHU,"6,000",34.044611,71.539222
Khyber Pakhtunkhwa,Peshawar,Peshawar,SHAGIBALS BHO,BHU,"2,800",34.163964,71.488479
Khyber Pakhtunkhwa,Peshawar,Peshawar Town 4,MASHOGAGAV BHO,BHU,"36,145",33.879861,71.560194
Khyber Pakhtunkhwa,Peshawar,Peshawar,WADPAGGA-CIVIL DISP.,BHU,"18,216",34.038917,71.64075
Khyber Pakhtunkhwa,Peshawar,Peshawar Town 4,SOGANI BHU,BHU,"1,600",0,0
Khyber Pakhtunkhwa,Peshawar,Peshawar Town 2,BHU BHUDHRI,BHU,"11,763",0,0
Khyber Pakhtunkhwa,Peshawar,Peshawar 2,BUDHAI-BHU,BHU,"10,997",34.025556,71.660278
Khyber Pakhtunkhwa,Peshawar,Peshawar 2,BHU LALAKILLA,BHU,"24,939",34.021556,71.692639
Khyber Pakhtunkhwa,Peshawar,Peshawar 2,DATA0AK BHU,BHU,"29,879",0,0
Khyber Pakhtunkhwa,Peshawar,Peshawar 2,BHU JHAGRA,BHU,"38,640",34.008735,71.670288
Khyber Pakhtunkhwa,Peshawar,Peshawar,NASIR BAGH-BHU,BHU,"34,584",34.039583,71.433111
Khyber Pakhtunkhwa,Peshawar,Peshawar,TARAI PAYAN(SHAQI H.K)-BHU,BHU,"35,372",34.046693,71.536374
Khyber Pakhtunkhwa,Peshawar,Peshawar,URMAR MIANA-BHU,BHU,"2,900",33.947944,71.703889
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCH CIVIL  QUARTER,BHU, -   ,33.999667,71.552778
Khyber Pakhtunkhwa,Peshawar,Peshawar,HAZAR KHAWANI-BHU,BHU,"40,980",33.993111,71.607361
Khyber Pakhtunkhwa,Peshawar,Peshawar,HAZAR KHAWANI-BHU,BHU,"54,245",0,0
Khyber Pakhtunkhwa,Peshawar,Peshawar,PHANDOO PAYAN-BHU,BHU,"26,353",33.991361,71.634278
Khyber Pakhtunkhwa,Peshawar,Peshawar,CHAMKANI-BHU,BHU,"31,722",34.0135,71.651639
Khyber Pakhtunkhwa,Peshawar,,PAKHA GHALUM,BHU,"4,000",34.038174,71.604621
Khyber Pakhtunkhwa,Peshawar,Peshawar,BHU SUSAID DHERI,BHU,"42,093",33.984028,71.49425
Khyber Pakhtunkhwa,Peshawar,Peshawar,PUTWAR BALLA-BHU,BHU, -   ,34.07525,71.480361
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCHC unigation,MCHC/CHC,"15,200",0,0
Khyber Pakhtunkhwa,Peshawar,Peshawar,MATHRA-BHU,BHU,"22,500",34.104361,71.4775
Khyber Pakhtunkhwa,Peshawar,Peshawar,RHE Gara Tarik,RHC, -   ,34.131472,71.460194
Khyber Pakhtunkhwa,Peshawar,Peshawar,PALOSAI-BHU,BHU,"37,246",34.036361,71.487833
Khyber Pakhtunkhwa,Peshawar,Peshawar,REGAI-BHU,RHC,"35,000",34.039583,71.465361
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCHC Masthra,MCHC/CHC, -   ,34.098021,71.48657
Khyber Pakhtunkhwa,Peshawar,Peshawar,GUL BELLA-BHU,BHU,"33,642",34.11975,71.651444
Khyber Pakhtunkhwa,Peshawar,Peshawar,SAEED ABAD-BHU,BHU,"241,491",34.139582,71.607408
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCHC Cluk Colony,MCHC/CHC, -   ,0,0
Khyber Pakhtunkhwa,Peshawar,Peshawar,RNC Takhta bad,RHC, -   ,34.111278,71.559556
Khyber Pakhtunkhwa,Peshawar,Peshawar,DARMANGI-BHU,BHU,"15,200",34.056361,71.513806
Khyber Pakhtunkhwa,Peshawar,Peshawar,MANDRA KHEL(PAJAGI)-BHU,BHU,"35,895",34.063806,71.547417
Khyber Pakhtunkhwa,Peshawar,Peshawar,CHAGHAR MATTI-BHU,BHU,"14,093",34.134233,71.509633
Khyber Pakhtunkhwa,Peshawar,Peshawar,FAQIR KILLAY-BHU,BHU,"35,895",34.051833,71.5425
Khyber Pakhtunkhwa,Peshawar,Peshawar,RHC Badbar,RHC,"49,529",33.920389,71.552611
Khyber Pakhtunkhwa,Peshawar,Peshawar,BARBARA UPAZAI-BHU,BHU,"14,093",34.117848,71.502886
Khyber Pakhtunkhwa,Peshawar,Peshawar,KHAZANA-BHU,BHU,"35,580",34.073944,71.602333
Khyber Pakhtunkhwa,Peshawar,Peshawar,RHC Nahaqi,RHC,"24,014",34.105286,71.606636
Khyber Pakhtunkhwa,Peshawar,Peshawar,CHARPERIZA-BHU,BHU,"28,873",34.089271,71.529673
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCH Dabgari,MCHC/CHC,"31,011",0,0
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCH Mattani,MCHC/CHC, -   ,33.801111,71.56
Khyber Pakhtunkhwa,Shangla,Puran,#NAME?,BHU,"12,300",34.6994,72.659817
Khyber Pakhtunkhwa,Shangla,Alpuri,#NAME?,BHU,"28,415",34.990483,72.643
Khyber Pakhtunkhwa,Shangla,Chakesar,#NAME?,BHU, -   ,34.788583,72.713667
Khyber Pakhtunkhwa,Shangla,Chakesar,#NAME?,BHU,"15,000",34.77106,72.84911
Khyber Pakhtunkhwa,Shangla,Kabalgram,BHU KABALGRAM,BHU,"22,500",34.649067,72.796983
Khyber Pakhtunkhwa,Shangla,Alpuri,#NAME?,BHU,"15,418",34.92,72.782317
Khyber Pakhtunkhwa,Shangla,Alpuri,#NAME?,BHU,"38,938",34.026917,72.765933
Khyber Pakhtunkhwa,Shangla,Alpuri,#NAME?,BHU,"11,656",34.818203,72.606749
Khyber Pakhtunkhwa,Shangla,Alpuri,BHU MIARA,BHU,"52,500",34.837383,72.990467
Khyber Pakhtunkhwa,Shangla,Alpuri,BHU MIARA,BHU,"52,500",0,0
Khyber Pakhtunkhwa,Shangla,Alpuri,#NAME?,BHU,"13,000",34.925533,72.752367
Khyber Pakhtunkhwa,Shangla,Alpuri,RHC CHAKERAR,RHC,"40,000",34.787167,72.77037
Khyber Pakhtunkhwa,Shangla,Alpuri,BHU DAMAMI,BHU,"18,501",34.999427,72.750882
Khyber Pakhtunkhwa,Shangla,Martung,MARTUNG,BHU,"23,909",34.681167,72.749867
Khyber Pakhtunkhwa,Shangla,Alpuri,ALPURI,RHC,"25,000",0,0
Khyber Pakhtunkhwa,Shangla,Alpuri,#NAME?,BHU,"1,500",34.865002,72.816352
Khyber Pakhtunkhwa,Shangla,Puran,#NAME?,BHU,"7,000",34.79575,72.67995
Khyber Pakhtunkhwa,Shangla,Puran,#NAME?,RHC,"4,000",34.877598,72.464487
Khyber Pakhtunkhwa,Shangla,Puran,BHU-TITWAZAN,BHU,"18,000",34.85434,72.457058
Khyber Pakhtunkhwa,Swabi,Lahore,Gagubi,BHU,"21,500",0,0
Khyber Pakhtunkhwa,Swabi,Lahore,SARD CHINA-BHU,BHU,"29,850",34.099583,72.239111
Khyber Pakhtunkhwa,Swabi,Swabi,SHAH MANSOOR-BHU,BHU,"19,200",34.070639,72.454028
Khyber Pakhtunkhwa,Swabi,Swabi,KALABAT-BHU,BHU,"20,340",34.07075,72.55025
Khyber Pakhtunkhwa,Swabi,Swabi,TANDO KOHI-BHU,BHU,"28,700",34.061889,72.51175
Khyber Pakhtunkhwa,Swabi,Swabi,ZAROBI-BHU,BHU,"17,000",34.02375,72.553139
Khyber Pakhtunkhwa,Swabi,Swabi,BETA KARA-BHU,BHU,"21,800",34.031333,72.608806
Khyber Pakhtunkhwa,Swabi,Swabi,Marghuz,RHC,"36,700",34.069444,72.530778
Khyber Pakhtunkhwa,Swabi,Lahore,FAZAL ABAD-BHU,BHU,"23,786",34.103667,72.315944
Khyber Pakhtunkhwa,Swabi,Swabi,JANDA-BHU,BHU,"18,228",34.144051,72.632081
Khyber Pakhtunkhwa,Swabi,Swabi,MIAN KILLI-BHU,BHU,"19,638",34.161333,72.379667
Khyber Pakhtunkhwa,Swabi,Swabi,BACHAI-BHU,BHU,"19,907",34.141917,72.374472
Khyber Pakhtunkhwa,Swabi,Lahore,SADRI JADID-BHU,BHU,"19,000",34.126361,72.341694
Khyber Pakhtunkhwa,Swabi,Razar,ADINA-BHU,BHU,"18,500",34.219,72.264222
Khyber Pakhtunkhwa,Swabi,Razar,CHECK NODEH-BHU,BHU,"30,322",34.196056,72.375556
Khyber Pakhtunkhwa,Swabi,Razar,ISMAILA-BHU,BHU,"30,182",34.230139,72.223694
Khyber Pakhtunkhwa,Swabi,Topi,MANGOLCHAI-BHU,BHU,"10,000",34.218278,72.745222
Khyber Pakhtunkhwa,Swabi,Topi,TOPI-CIVIL HOSPITAL,MCHC/CHC,"18,000",34.069111,72.638694
Khyber Pakhtunkhwa,Swabi,Topi,KOTTA-BHU,BHU,"32,000",34.072278,72.586361
Khyber Pakhtunkhwa,Swabi,Topi,GANDAF-BHU,BHU,"14,710",34.129639,72.678333
Khyber Pakhtunkhwa,Swabi,Swabi,Pabani,MCHC/CHC,"10,636",0,0
Khyber Pakhtunkhwa,Swabi,Lahore,MANKAI-BHU,BHU,"21,250",34.026083,72.324639
Khyber Pakhtunkhwa,Swabi,Lahore,JALSAI-BHU,BHU,"18,842",34.043863,72.328238
Khyber Pakhtunkhwa,Swabi,Lahore,TORDHER-BHU,BHU,"38,270",33.9915,72.271333
Khyber Pakhtunkhwa,Swabi,Lahore,JALBAI-BHU,BHU,"34,000",34.014926,72.272867
Khyber Pakhtunkhwa,Swabi,Lahore,JEHANGIRA-BHU,BHU,"24,000",33.964083,72.220917
Khyber Pakhtunkhwa,Swabi,Swabi,TARAKAI-BHU,BHU,"25,215",34.180028,72.337528
Khyber Pakhtunkhwa,Swabi,Swabi,Dagai,BHU,"31,766",34.16513,72.301002
Khyber Pakhtunkhwa,Swabi,Swabi,QADRA-BHU,BHU,"4,500",34.114389,72.636167
Khyber Pakhtunkhwa,Swabi,Swabi,SALIM KHAN-BHU,BHU,"27,424",34.167417,72.443667
Khyber Pakhtunkhwa,Swabi,Swabi,BAHADAR ABAD-BHU,BHU,"32,000",34.295047,72.447593
Khyber Pakhtunkhwa,Swabi,Swabi,SHEIKH JANA-BHU,BHU,"26,861",34.223444,72.351361
Khyber Pakhtunkhwa,Swabi,Swabi,SHEWA-BHU,BHU,"38,700",34.245194,72.332972
Khyber Pakhtunkhwa,Swabi,Lahore,LAHORE PORAY-BHU,BHU,"17,500",34.045568,72.358851
Khyber Pakhtunkhwa,Swabi,Lahore,BEKA-BHU,BHU,"18,722",33.99613,72.346273
Khyber Pakhtunkhwa,Swabi,Lahore,LAHORE RAPORY-BHU,BHU,"17,300",34.047937,72.36617
Khyber Pakhtunkhwa,Swabi,Lahore,LAHORE-GOVT. MCH CTR,MCHC/CHC,"17,300",34.04532,72.358038
Khyber Pakhtunkhwa,Swabi,Lahore,DHERI ZAKRIA-BHU,BHU,"16,200",34.025955,72.377608
Khyber Pakhtunkhwa,Swabi,Lahore,AMBAR KUNDA-AMBAR KUNDA,RHC,"26,400",34.05575,72.427472
Khyber Pakhtunkhwa,Swabi,Swabi,ZAIDA-BHU,BHU,"45,055",34.062417,72.478861
Khyber Pakhtunkhwa,Swabi,Swabi,PUNJ PIR-BHU,BHU,"32,924",34.088194,72.471167
Khyber Pakhtunkhwa,Swabi,Swabi,MAINI-BHU,BHU,"25,000",34.114472,72.603306
Khyber Pakhtunkhwa,Swabi,Topi,GANI CHATRA-BHU,BHU,"17,900",34.251667,72.656583
Khyber Pakhtunkhwa,Swabi,Swabi,JANDA-BHU,BHU,"19,000",34.144051,72.632081
Khyber Pakhtunkhwa,Swabi,Swabi,Gabas Nai,BHU,"15,615",34.269167,72.707556
Khyber Pakhtunkhwa,Swabi,Lahore,R.C.H,RHC,"40,000",34.072028,72.655944
Khyber Pakhtunkhwa,Swabi,Lahore,DHOBIAN-BHU,BHU,"24,700",34.151833,72.227722
Khyber Pakhtunkhwa,Swat,Charbagh,GULI BAGH-BHU,BHU,"27,835",34.875296,72.436299
Khyber Pakhtunkhwa,Swat,Babuzai,BANJUT-BHU,BHU,"22,000",34.771324,72.47224
Khyber Pakhtunkhwa,Swat,Matta,RAHAT KOT-BHU,BHU,"15,700",35.077288,72.478076
Khyber Pakhtunkhwa,Swat,Kabal,TAGHMA-BHU,BHU,"18,459",34.894562,72.277302
Khyber Pakhtunkhwa,Swat,Kabal,BARA SAMAI-BHU,BHU,"22,665",34.938368,72.225993
Khyber Pakhtunkhwa,Swat,Kabal,BANDAI-BHU,BHU,"60,200",35.601145,72.418056
Khyber Pakhtunkhwa,Swat,Matta,NAZAR ABAD-BHU,BHU,"20,000",34.92985,72.38641
Khyber Pakhtunkhwa,Swat,Barikot,TALANG-BHU,BHU,"5,000",34.660408,72.143709
Khyber Pakhtunkhwa,Swat,Khawazakhela,MAINDAM-BHU,BHU,"25,000",34.957634,72.434474
Khyber Pakhtunkhwa,Swat,Behrain,BAHRAIN-BHU,BHU,"38,057",35.205392,72.546015
Khyber Pakhtunkhwa,Swat,Charbagh,KISHAWARA-BHU,BHU,"20,000",34.840773,72.555257
Khyber Pakhtunkhwa,Swat,Khawazakhela,KOTANAI-BHU,BHU,"25,500",34.988165,72.470152
Khyber Pakhtunkhwa,Swat,Kabal,DHERAI-BHU,BHU,"39,147",35.104463,72.517014
Khyber Pakhtunkhwa,Swat,Kalam,GABRAL-BHU,BHU,"11,166",35.518424,72.560212
Khyber Pakhtunkhwa,Swat,Kabal,SIGRAM-BHU,BHU,"18,000",34.86252,72.337331
Khyber Pakhtunkhwa,Swat,Babuzai,QAMBER-BHU,BHU,"32,111",34.765033,72.323762
Khyber Pakhtunkhwa,Swat,Babuzai,BISHBANR.-BHU,BHU,"14,000",34.796497,72.500094
Khyber Pakhtunkhwa,Swat,Babuzai,MERAGAI-BHU,BHU,"15,885",34.706821,72.45464
Khyber Pakhtunkhwa,Swat,Matta,KOZ SHAWAR-BHU,BHU,"16,494",34.97917,72.30972
Khyber Pakhtunkhwa,Swat,Matta,BAR SHAWAR-BHU,BHU,"20,500",34.9666,72.2833
Khyber Pakhtunkhwa,Swat,Behrain,LAIKOT-BHU,BHU,"24,400",35.39864,72.605826
Khyber Pakhtunkhwa,Swat,Babuzai,ISLAMPUR-BHU,BHU,"39,469",34.713904,72.343197
Khyber Pakhtunkhwa,Swat,Barikot,MANYAR-BHU,BHU,"33,994",34.719823,72.27484
Khyber Pakhtunkhwa,Swat,Behrain,CHAIL-BHU,BHU,"22,000",34.746451,72.576576
Khyber Pakhtunkhwa,Swat,Barikot,CHONGAI-BHU,BHU,"23,000",35.004481,72.352744
Khyber Pakhtunkhwa,Swat,Babuzai,MINGORA-MCH CTR,MCHC/CHC,"29,500",34.752509,72.356916
Khyber Pakhtunkhwa,Swat,Khawazakhela,SHALPIN-BHU,BHU,"35,628",34.977103,72.276085
Khyber Pakhtunkhwa,Swat,Kabal,DEVLAI-RHC,RHC,"28,910",35.211754,72.564297
Khyber Pakhtunkhwa,Swat,Kabal,QALAGAY-BHU,BHU,"20,980",35.15139,72.53667
Khyber Pakhtunkhwa,Swat,Matta,DARMAI-BHU,BHU,"16,500",35.08333,72.45
Khyber Pakhtunkhwa,Swat,Matta,DURASHKHELLA-BHU,BHU,"27,690",34.999008,72.452208
Khyber Pakhtunkhwa,Swat,Behrain,TIRATH-BHU,BHU,"18,945",35.118862,72.508091
Khyber Pakhtunkhwa,Swat,Babuzai,UDIGRAM-BHU,BHU,"37,924",34.750234,72.303047
Khyber Pakhtunkhwa,Swat,Matta,BAIDARA-BHU,BHU,"29,060",34.952878,72.437765
Khyber Pakhtunkhwa,Swat,Matta,RONYAL-BHU,BHU,"24,000",34.959865,72.359234
Khyber Pakhtunkhwa,Swat,Matta,MIAN KALLAY-BHU,BHU,"14,000",34.957228,72.355381
Khyber Pakhtunkhwa,Swat,Kabal,KABAL-MCH CTR,MCHC/CHC,"198,000",34.7833,72.2833
Khyber Pakhtunkhwa,Swat,Kabal,KOZA SAMAI-BHU,BHU,"24,377",34.93333,72.225
Khyber Pakhtunkhwa,Swat,Khawazakhela,MASHKOMAI-BHU,BHU,"28,715",35.100001,72.33003
Khyber Pakhtunkhwa,Swat,Khawazakhela,FATEHPUR-BHU,BHU,"38,000",35.056522,72.483171
Khyber Pakhtunkhwa,Swat,Matta,SHERPALAM-BHU,BHU,"22,000",34.902269,72.416627
Khyber Pakhtunkhwa,Swat,Matta,GAWALERAI-BHU,BHU,"48,000",34.807844,72.344582
Khyber Pakhtunkhwa,Swat,Barikot,KHAZANA-RHC,RHC,"17,762",34.650992,72.09812
Khyber Pakhtunkhwa,Swat,Kabal,KOTLAI-BHU,BHU,"19,294",34.787941,72.233013
Khyber Pakhtunkhwa,Swat,Babuzai,MANGLORE.-MCH,MCHC/CHC,"40,000",34.803354,72.426178
Khyber Pakhtunkhwa,Swat,Matta,CHUPRIAL-RHC,RHC,"35,000",34.980956,72.377283
Khyber Pakhtunkhwa,Swat,Charbagh,CHARBAGH-BHU,BHU,"35,499",34.835501,72.443571
Khyber Pakhtunkhwa,Tank,Tank,SHEIKH SULTAN-BHU,BHU,"47,000",32.116713,70.263649
Khyber Pakhtunkhwa,Tank,Tank,PAI-BHU,BHU,"5,000",32.356269,70.556669
Khyber Pakhtunkhwa,Tank,Tank,MUMREZ PATHAN-BHU,BHU,"2,400",32.106877,70.421026
Khyber Pakhtunkhwa,Tank,Tank,KOT HAKIM-BHU,BHU, -   ,32.138923,70.174807
Khyber Pakhtunkhwa,Tank,Tank,CHEENA-BHU,BHU,"2,500",32.155264,70.555717
Khyber Pakhtunkhwa,Tank,Tank,GARA BALOCH-BHU,BHU,"5,000",32.173,70.418
Khyber Pakhtunkhwa,Tank,Tank,RANWAL-BHU,BHU,"3,500",32.185883,70.442285
Khyber Pakhtunkhwa,Tank,Tank,KIRRI HAIDER-BHU,BHU,"4,000",32.31518,70.432766
Khyber Pakhtunkhwa,Tank,Tank,GUL IMAM-RHC,RHC,"4,500",32.2594,70.5319
Khyber Pakhtunkhwa,Tank,Tank,AMA KHEL-RHC,RHC,"30,000",32.387046,70.56127
Khyber Pakhtunkhwa,Tank,Tank,GOMAL BAZAR-RHC,RHC,"4,500",32.1158,70.1569
Khyber Pakhtunkhwa,Tank,Tank,TANK-THQ HOSPITAL,Hospital,"150,000",32.230938,70.390249
Khyber Pakhtunkhwa,Tank,Tank,DARBARA-BHU,BHU,"10,000",32.151139,70.251592
Khyber Pakhtunkhwa,Tank,Tank,KOT ALLAH DAD-BHU,BHU,"2,000",32.127818,70.458625
Khyber Pakhtunkhwa,Tank,Tank,Lal Khan Korona,BHU,"5,000",0,0
Khyber Pakhtunkhwa,Tank,Tank,MANI KHAN KORONA-BHU,BHU,"2,500",32.47097,70.484009
Khyber Pakhtunkhwa,Tank,Tank,Kot Musa,BHU,"15,000",0,0
Khyber Pakhtunkhwa,Tank,Tank,Shad Gave,BHU,"1,800",32.363725,70.65614
Khyber Pakhtunkhwa,Tank,Tank,Indari,BHU,"2,500",32.274566,70.625997
Khyber Pakhtunkhwa,Tank,Tank,Shah Alam,BHU,"4,000",32.255211,70.422137
Khyber Pakhtunkhwa,Tank,Tank,TANK-GOVT. MCH CTR,BHU,"3,000",32.199685,70.398816
Khyber Pakhtunkhwa,Tank,Tank,SHADI KHEL-BHU,BHU,"3,000",32.363725,70.65614
Khyber Pakhtunkhwa,Tank,Tank,CHADRAR-BHU,BHU,"4,000",32.153519,70.348842
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandi,R.H.C. BARAWAL,RHC,"24,500",35.1055,71.6983
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandai,R.H.C BARAWAL BANDI,MCHC/CHC,"24,500",34.89659,71.974727
Khyber Pakhtunkhwa,Upper Dir,Dir,BHU KHAIR DAWA,BHU,"3,500",35.1,71.9166
Khyber Pakhtunkhwa,Upper Dir,Dir,DOBANDO,BHU,"13,000",35.09168,71.696168
Khyber Pakhtunkhwa,Upper Dir,Kalkot,PATRAK,RHC,"23,000",35.197077,71.889639
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,BHU HATTAN DARA,BHU,"18,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Sheringal,BHU DOOG DARA,BHU,"10,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,#NAME?,BHU,"8,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Sheringal,BHU SAWNI,BHU,"4,000",35.111507,71.874612
Khyber Pakhtunkhwa,Upper Dir,Sheringal,BHU SHERINGAL,BHU,"22,450",35.28,72.008
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,BHU THARPATAR,BHU,"25,311",35.136552,71.809078
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,BHU BATTAL,BHU,"18,391",0,0
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,#NAME?,BHU,"35,000",35.229844,71.839341
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,#NAME?,BHU,"24,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Warri,#NAME?,RHC,"32,500",35.035329,71.90717
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,BHU DARORA,BHU,"20,000",34.926176,72.04443
Khyber Pakhtunkhwa,Upper Dir,Sheringal,BHU GANSHALL,BHU,"8,800",35.138639,71.87169
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandai,BHU JANBATT,BHU,"4,900",34.982944,71.94592
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandai,BHU BARAWAL,BHU,"4,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Barawal Bandai,BHU BIN PAYEEN,BHU,"14,000",35.153666,71.721421
Khyber Pakhtunkhwa,Upper Dir,Warri,#NAME?,BHU,"20,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Warri,BHU AKHGRAM,BHU,"12,000",35.008406,72.01375
Khyber Pakhtunkhwa,Upper Dir,Warri,#NAME?,BHU,"6,250",0,0
Khyber Pakhtunkhwa,Upper Dir,Warri,#NAME?,BHU, -   ,35.343798,72.103981
Khyber Pakhtunkhwa,Upper Dir,Warri,BHU YELLAR,BHU,"10,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Warri,BHU PASHTO,BHU,"22,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Warri,#NAME?,BHU,"6,000",35.086671,72.04756
Khyber Pakhtunkhwa,Upper Dir,Dir Khass,BHU MALAUGAH,BHU,"3,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Warri,#NAME?,BHU,"5,000",35.063087,72.123738
Khyber Pakhtunkhwa,Upper Dir,Warri,#NAME?,BHU,"7,025",35.287029,72.003802
Khyber Pakhtunkhwa,Upper Dir,Warri,#NAME?,BHU,"10,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Sheringal,BHU GOWALDAI,BHU,"5,000",35.4166,72.0666
Khyber Pakhtunkhwa,Upper Dir,Warri,#NAME?,BHU,"10,000",0,0
Khyber Pakhtunkhwa,Upper Dir,Kalkot,#NAME?,BHU,"10,000",34.939533,71.951973
Khyber Pakhtunkhwa,Upper Dir,Kalkot,#NAME?,BHU,"16,000",35.011954,72.086589
Khyber Pakhtunkhwa,Upper Dir,Kalkot,#NAME?,BHU,"12,520",35.158049,72.088467
Khyber Pakhtunkhwa,Upper Dir,Warri,MCH WARI,MCHC/CHC,"32,500",35.166919,72.120816
Sindh,Hyderabad,Latifabad,Urban H.  Centre Unit No.11,BHU,45047,25.35505,68.35828
Sindh,Hyderabad,Latifabad,G.D Haji Bagh Bhatti,CD/GD,15000,25.38873,68.39398
Sindh,Hyderabad,Hyderabad City,BHU Liaquat Colony,BHU,9500,25.40669,68.37722
Sindh,Hyderabad,Qasimabad,G.D Lefi Bank Barrage Colony Hyderabad,CD/GD,17856,25.40434,68.36166
Sindh,Hyderabad,Qasimabad,IDP Camp Mehran School,,1300,25.39468,68.32959
Sindh,Hyderabad,Rural Tandojam,RHC Tando Jam,RHC,300000,25.42336,68.53004
Sindh,Hyderabad,Hyderabad Rural,BHU Mir Allah Bux Talpur,BHU,9000,25.358,68.58784
Sindh,Hyderabad,Hyderabad Rural,G.D Arif Khatri,CD/GD,9000,0,0
Sindh,Hyderabad,Qasimabad,BHU AMI Kazi,BHU,10010,25.45404,68.33187
Sindh,Hyderabad,Hyderabad City,Govt. Noor Muhammad High School,,45,0,0
Sindh,Hyderabad,Qasimabad,GPGS Sherish Naghar,,400,25.38598,68.31904
Sindh,Hyderabad,City,G. English Primry School Garibabad,,42,25.40889,68.36257
Sindh,Hyderabad,Latifabad,Distt. Govt. Hosp. Kohsar,,700,25.3352,68.36214
Sindh,Hyderabad,Hyderabad,Camp at New Sabzi Mandi,,11000,25.41418,68.33944
Sindh,Hyderabad,Qasimabad,Muncipal Primary G. School,,300,25.37988,68.3368
Sindh,Hyderabad,Qasimabad,GPS New ellementry Wahdat Colony,,60,25.38882,68.33153
Sindh,Hyderabad,Latifabad,MD Latifabad No. 4,CD/GD,50000,25.3647,68.3352
Sindh,Hyderabad,Latifabad,G.D Hussainabad,CD/GD,30489,25.37289,68.32125
Sindh,Hyderabad,Cantoment,G.D Kotri Barraj,CD/GD,10000,25.38357,68.34603
Sindh,Hyderabad,Hyderabad Rural,MCH Centre Jhando Khoso,MCHC/CHC,11200,25.4406,68.43996
Sindh,Hyderabad,Latifabad,BHU Hali  Road,BHU,35700,25.37706,68.3763
Sindh,Hyderabad,Latifabad,G. Homeo. Disp.,CD/GD,11944,25.37119,68.36539
Sindh,Hyderabad,Hyderabad Rural,BHU Tando Fazal,BHU,1981,25.25104,68.54228
Sindh,Hyderabad,Hyderabad Rural,G.D Hussain Khan Khan Thoro,CD/GD,8000,25.34801,68.54301
Sindh,Hyderabad,Hyderabad Rural,BHU Norai Sharif,BHU,4201,25.18755,68.49147
Sindh,Hyderabad,Hyderabad Rural,BHU Sono Khan Almani,BHU,11817,25.22193,68.55916
Sindh,Hyderabad,Hyderabad Rural,BHU Moosa Khatyan,BHU,36456,25.457,68.523
Sindh,Hyderabad,Latifabad,Distt. Govt. Hazrat Khadija Hospital Unit No. 8,CD/GD,42258,25.36807,68.3631
Sindh,Hyderabad,Hyderabad Rural,BHU Maso Bhurgri,BHU,14871,25.5,68.457
Sindh,Hyderabad,Hyderabad Rural,G.D Wandki Wasi,CD/GD,14870,25.4748,68.44245
Sindh,Hyderabad,Qasimabad,BHU Shahrish Naghar,BHU,16600,25.38369,68.31633
Sindh,Hyderabad,Latifabad,BHU Unit # 10,BHU,27040,25.37859,68.34499
Sindh,Hyderabad,Hyderabad City,G.G Primary School Buldia Hyderabad,,150,25.41588,68.36278
Sindh,Hyderabad,Hyderabad City,IDP Camp Govt. College Kali Mori,,700,25.40716,68.3768
Sindh,Hyderabad,Latifabad,Labour Square Site,,1200,25.35727,68.38288
Sindh,Hyderabad,Latifabad,Govt.Latifabad  No.06,CD/GD,28400,25.3698,68.35081
Sindh,Hyderabad,Rural Hyderabad,BHU Tando Qaiser,BHU,35397,25.37983,68.51847
Sindh,Hyderabad,Hyderabad Rural,BHU Hatri,BHU,17000,25.47757,68.4073
Sindh,Hyderabad,Hyderabad Rural,BHU Darya Baig Mughal,BHU,4261,25.47063,68.31968
