Admin 1,Admin 2,Admin 3,Facility,Facility Type,Catchment,Latitude,Longitude,UID
Sindh,Shikarpur,Khanpur,Govt.Disp.Sardar Khadim Hussain Jatoi,Cd/Gd,"5,642",0,0,1993-fac1
Sindh,Shikarpur,Khanpur,Govt.Disp.Sardarpur,Cd/Gd,"12,060",0,0,1994-fac1
Sindh,Shikarpur,Khanpur,Govt.Disp.Haji Zangi Khanbrohi,Cd/Gd,"12,400",0,0,1995-fac1
Sindh,Shikarpur,Lakhi,D.C. Disp. Khabri,Cd/Gd,"1,000",0,0,1996-fac1
Sindh,Shikarpur,Lakhi,Bhirkan,Cd/Gd,"15,300",27.84105,68.7948,1997-fac1
Sindh,Shikarpur,Lakhi,Rajo Labano,Cd/Gd, -   ,27.85283,68.6986,1998-fac1
Sindh,Shikarpur,Lakhi,Budh Goth,Cd/Gd,"4,152",27.82819,68.79847,1999-fac1
Sindh,Shikarpur,Lakhi,Govt.Disp.Muhamamd Mithal,Cd/Gd,"3,000",0,0,2000-fac1
Sindh,Shikarpur,Lakhi,Borirri,Cd/Gd,"10,000",27.96711,68.78007,2001-fac1
Sindh,Shikarpur,Garhi Yasin,Dcd Nawab Pirzado,Cd/Gd, -   ,0,0,2002-fac1
Sindh,Shikarpur,Garhi Yasin,Ep: Disp. Dawood Ji Wandh,Cd/Gd,"5,725",0,0,2003-fac1
Sindh,Shikarpur,Shikarpur,Dcd Boojo Napar,Cd/Gd,"1,100",0,0,2004-fac1
Sindh,Shikarpur,Shikarpur,Dcd Wakro,Cd/Gd, -   ,0,0,2005-fac1
Sindh,Shikarpur,Shikarpur,Chodio Sodhayo,Cd/Gd, -   ,28.12871,68.52282,2006-fac1
Sindh,Shikarpur,Garhiyasin,G.D Aarejo Goth,Cd/Gd,"2,850",0,0,2007-fac1
Sindh,Shikarpur,Khanpur,Qadir Bux Pahore,Cd/Gd, -   ,0,0,2008-fac1
Sindh,Shikarpur,Shikarpur,Hayat Junejo,Cd/Gd,"13,000",28.00716,68.64455,2009-fac1
Sindh,Shikarpur,Shikarpur,Police Disp.,Cd/Gd, -   ,0,0,2010-fac1
Sindh,Shikarpur,Shikarpur,New Laliyoon,Cd/Gd,"21,383",27.98179,68.66761,2011-fac1
Sindh,Sukkur,New Sukkur,Arain,Mchc/Chc,7633,27.732,68.79967,2012-fac1
Sindh,Sukkur,Sukku,Army Free Medical Camp 28 Punjab,Fap,0,0,0,2013-fac1
Sindh,Sukkur,Sukku,Jafarabad,Cd/Gd,4800,27.75153,68.82102,2014-fac1
Sindh,Sukkur,Sukku,Azizabad,Bhu,24678,27.71623,68.86394,2015-fac1
Sindh,Sukkur,Sukku,Naserabad,Cd/Gd,15000,27.74369,68.82667,2016-fac1
Sindh,Sukkur,Pano Akil,Faiz Muhammad Jatoi,Cd/Gd,10000,0,0,2017-fac1
Sindh,Sukkur,Pano Akil,Samoo Chachar,Bhu,24000,27.85414,69.11227,2018-fac1
Sindh,Sukkur,Pano Akil,Qasimpur,Bhu,15434,27.76186,68.04411,2019-fac1
Sindh,Sukkur,Rohri,Kandri,Bhu,6268,27.53726,68.84025,2020-fac1
Sindh,Sukkur,Rohri,Kandrha,Rhc,42515,27.78616,68.85586,2021-fac1
Sindh,Sukkur,Rohri,Darawhan,Bhu,13500,27.51001,68.85875,2022-fac1
Sindh,Sukkur,Salhapat,Camp,Fap,245,27.34347,68.98585,2023-fac1
Sindh,Sukkur,Salhapat,Garo,Bhu,28275,27.39088,69.00371,2024-fac1
Sindh,Sukkur,Salhapat,Salhapat,Bhu,30313,27.5214,69.04812,2025-fac1
Sindh,Sukkur,Sukku,Bachal Shah Miani,Rhc,27297,27.6885,68.83808,2026-fac1
Sindh,Sukkur,New Sukkur,Camp,Mc,4000,0,0,2027-fac1
Sindh,Sukkur,Rohri,Trigatti,Rhc,28957,0,0,2028-fac1
Sindh,Sukkur,Rohri,Aror,Bhu,12735,27.644,68.93724,2029-fac1
Sindh,Sukkur,Rohri,Mobile,Mc,0,0,0,2030-fac1
Sindh,Sukkur,Rohri,Dodawko,Bhu,16040,27.58978,68.91775,2031-fac1
Sindh,Sukkur,Sukku,Tool Plaza,Mc,0,27.6944,68.85122,2032-fac1
Sindh,Sukkur,New Sukkur,Camp,Fap,1800,0,0,2033-fac1
Sindh,Sukkur,New Sukkur,Fiza,Mc,2305,27.72956,68.82256,2034-fac1
Sindh,Sukkur,New Sukkur,Mobile,Fap,150,0,0,2035-fac1
Sindh,Sukkur,Panoakil,Sultanpur,Bhu,60065,27.7804,69.18174,2036-fac1
Sindh,Sukkur,Pano Akil,Narch,Bhu,15803,27.7229,69.10547,2037-fac1
Sindh,Sukkur,New Sukkur,Behejarani,Fap,260,0,0,2038-fac1
Sindh,Sukkur,New Sukkur,Mobile,Fap,934,0,0,2039-fac1
Sindh,Sukkur,Pano Akil,G.D Mubarakpur,Cd/Gd,16880,27.70705,69.29324,2040-fac1
Sindh,Sukkur,Pano Akil,Thikratho,Bhu,25000,27.67058,69.24656,2041-fac1
Sindh,Sukkur,New Sukkur,By Pass - Pphi,Fap,260,27.69628,68.4556,2042-fac1
Sindh,Sukkur,New Sukkur,Mobile,Fap,1270,0,0,2043-fac1
Sindh,Sukkur,Sukku,A.D.C,Cd/Gd,45000,27.7112,68.86306,2044-fac1
Sindh,Sukkur,Rohri,Tando Thoti,Bhu,13650,27.663861,68.86027,2045-fac1
Sindh,Sukkur,Rohri,Thariri,Bhu,6995,27.59608,68.98142,2046-fac1
Sindh,Sukkur,New Sukkur,Mobile,Mc,106,0,0,2047-fac1
Sindh,Sukkur,Pano Akil,Chichro,Bhu,12735,27.81834,69.23,2048-fac1
Sindh,Sukkur,Pano Akil,Husain Kalwar,Bhu,31145,27.9088,69.11765,2049-fac1
Sindh,Sukkur,Pano Akil,Hingoro,Bhu,22824,27.79284,69.07813,2050-fac1
Sindh,Sukkur,Sukkur,Fatimatul Zohra,Mchc/Chc,2451,0,0,2051-fac1
Sindh,Sukkur,Sukkur,Iba,Fap,350,27.72956,68.81786,2052-fac1
Sindh,Sukkur,Sukkur,Bachal Shah,Fap,250,27.72735,68.82479,2053-fac1
Sindh,Sukkur,Rohi,Ali Wahan,Cd/Gd,2650,27.68305,68.92419,2054-fac1
Sindh,Sukkur,Rohi,Patni,Bhu,10780,27.6515,68.8851,2055-fac1
Sindh,Sukkur,Rohi,Adhi Takri,Fap,173,0,0,2056-fac1
Sindh,Sukkur,New Sukkur,Abad,Bhu,9400,27.70691,68.81754,2057-fac1
Sindh,Sukkur,Salhapat,Raizabad,Cd/Gd,10500,27.49659,69.02344,2058-fac1
Sindh,Sukkur,Sukkur,Zarb Hydri,Fap,0,27.18439,68.89087,2059-fac1
Sindh,Sukkur,Sukkur,Barage,Cd/Gd,26498,0,0,2060-fac1
Sindh,Sukkur,Sukkur,Kandowan,Bhu,3213,27.74679,68.78431,2061-fac1
Sindh,Sukkur,Taluka City,New Pind,Bhu,42850,27.70441,68.85772,2062-fac1
Sindh,Sukkur,Pano Akil,Haji Khna Chachar,Bhu,31367,27.88164,69.23983,2063-fac1
Sindh,Sukkur,Pano Akil,Dadlo,Bhu,30000,27.90912,69.17306,2064-fac1
Sindh,Sukkur,Pano Akil,Nauraja,Bhu,29400,27.63462,69.05553,2065-fac1
Sindh,Sukkur,Rohi,Dubar,Bhu,30599,27.69628,69.04506,2066-fac1
Sindh,Sukkur,Rohi,Fakirabad,Bhu,22401,27.66983,69.08756,2067-fac1
Sindh,Thatta,Jati,G.D Basrio Jat,Cd/Gd,"3,000",0,0,2068-fac1
Sindh,Thatta,Jati,Kothi,Bhu,"21,000",24.27648,68.13722,2069-fac1
Sindh,Thatta,Jati,Muhammad Khan Malkani,Cd/Gd,"4,000",24.36307,68.25293,2070-fac1
Sindh,Thatta,Sakro,Gharo,Rhc,"22,428",24.79827,67.82657,2071-fac1
Sindh,Thatta,Sakro,Dhabeji,Bhu,"29,816",24.81222,67.49558,2072-fac1
Sindh,Thatta,Sakro,Noor Mohd Thahim,Bhu,"5,809",24.74367,67.77008,2073-fac1
Sindh,Thatta,Mirpur Bathoro,Darro,Rhc,"15,973",24.79645,68.18278,2074-fac1
Sindh,Thatta,Mirpur Bathoro,Kandhra,Bhu,"14,000",24.77836,68.20123,2075-fac1
Sindh,Thatta,Mirpur Bathoro,Laik Pur,Bhu,"24,158",24.84956,68.19044,2076-fac1
Sindh,Thatta,Kharo Chan,Sajan Wari,Bhu,"8,000",24.20201,67.5568,2077-fac1
Sindh,Thatta,Keti Bandar,Keti Bunder,Rhc,"13,482",24.15377,67.48198,2078-fac1
Sindh,Thatta,Keti Bandar,Baghan,Rhc,"19,913",24.23822,67.60743,2079-fac1
Sindh,Thatta,Ghorabari,Gharo,Bhu,"27,778",24.30464,67.60447,2080-fac1
Sindh,Thatta,Jati,Misri Baran,Cd/Gd,"5,000",0,0,2081-fac1
Sindh,Thatta,Jati,Boohar,Bhu,"17,000",24.30464,67.60447,2082-fac1
Sindh,Thatta,Jati,Raj Malik,Bhu,"4,000",24.30464,67.60447,2083-fac1
Sindh,Thatta,Jati,Yaqoob Munaro,Cd/Gd,"10,000",24.61745,68.02854,2084-fac1
Sindh,Thatta,Jati,Raj Shaikh Bachal,Bhu,"10,560",24.41322,68.12662,2085-fac1
Sindh,Thatta,Jati,Tarr Khawaja,Cd/Gd,"7,000",24.4437,68.24047,2086-fac1
Sindh,Thatta,Jati,G.D Ahmed Khor,Cd/Gd,"11,131",0,0,2087-fac1
Sindh,Thatta,Thatta,Achar Jakhro,Bhu,"26,178",24.79829,67.8505,2088-fac1
Sindh,Thatta,Thatta,Ali Muhammad Guggoo,Bhu,"23,360",0,0,2089-fac1
Sindh,Thatta,Thatta,Ali Bahar,Bhu,"23,255",24.92755,68.10208,2090-fac1
Sindh,Thatta,Thatta,Tando Hafiz Shah,Bhu,"25,000",25.17564,68.30966,2091-fac1
Sindh,Thatta,Thatta,Mch Centre Jherruck,Mchc/Chc,"35,000",0,0,2092-fac1
Sindh,Thatta,Thatta,G.D New Raod,Cd/Gd,"24,000",25.15577,68.23645,2093-fac1
Sindh,Thatta,Thatta,Jherruck,Rhc,"35,000",25.05492,68.24854,2094-fac1
Sindh,Thatta,Thatta,Jungshahi,Rhc,"29,039",0,0,2095-fac1
Sindh,Thatta,Thatta,Muzafar Leghari,Bhu,"17,000",24.7108,68.16115,2096-fac1
Sindh,Thatta,Thatta,Syed Qadir Dino Shah,Bhu,"24,081",24.61921,68.0283,2097-fac1
Sindh,Thatta,Sujawal,Syed Ghulam Mustafa,Bhu,"14,627",24.5408,68.14008,2098-fac1
Sindh,Thatta,Shah Bunder,Jungo Jalbani,Bhu,"11,963",24.82741,67.92036,2099-fac1
Sindh,Thatta,Jati,Marho Bola Khan,Bhu,"5,200",24.45599,68.11644,2100-fac1
Sindh,Thatta,Thatta,G.D Baradabad,Cd/Gd,"3,700",0,0,2101-fac1
Sindh,Thatta,Thatta,G.D Helaya,Cd/Gd,"5,200",0,0,2102-fac1
Sindh,Thatta,Mirpur Sakro,H.M Sodho,Bhu,"5,500",24.55754,67.59498,2103-fac1
Sindh,Thatta,Thatta,Pirjo Goth,Bhu,"14,200",24.6091,67.95598,2104-fac1
Sindh,Thatta,Thatta,G.D Nagan,Cd/Gd,"11,342",24.59276,67.94697,2105-fac1
Sindh,Thatta,Thatta,G.D.Peer Bux Brohi,Cd/Gd,"6,000",24.77552,67.96156,2106-fac1
Sindh,Thatta,Mirpur Sakro,Ghullamullah,Bhu,"32,300",24.60297,67.81985,2107-fac1
Sindh,Thatta,Thatta,Chatto Chand,Bhu,"21,607",24.79402,67.96018,2108-fac1
Sindh,Thatta,Mirpur Sakro,Ghari Wah,Bhu,"25,662",24.56648,67.68774,2109-fac1
Sindh,Thatta,Sakro,Bohuro,Bhu,"25,404",24.30464,67.60447,2110-fac1
Sindh,Thatta,Thatta,G.D Ramzan Hajib,Cd/Gd,"5,000",24.83795,67.94461,2111-fac1
Sindh,Thatta,Ghorabari,G.D Muhammad Malook Lakho,Cd/Gd,"3,995",0,0,2112-fac1
Sindh,Thatta,Ghorabari,Dandhari,Bhu,"4,800",24.30355,67.60501,2113-fac1
Sindh,Thatta,Mirpur Bathoro,Jhoke Sharif,Bhu,"23,233",24.81105,68.31644,2114-fac1
Sindh,Thatta,Mirpur Bathoro,G.D Abdul Haie Palijo,Cd/Gd,"9,688",24.92266,68.25683,2115-fac1
Sindh,Thatta,Mirpur Bathoro,Rahooth,Bhu,"10,352",24.91276,68.23654,2116-fac1
Sindh,Thatta,Sujawal,Shah Nawaz Leghari,Bhu,"9,000",24.71685,68.158447,2117-fac1
Sindh,Thatta,Thatta,Mch Shaheed Azeem Unar,Mc,"25,953",0,0,2118-fac1
Sindh,Thatta,Sujawal,Kot Almo,Bhu,"25,500",0,0,2119-fac1
Sindh,Thatta,Thatta,Town Disp: Thatta,Cd/Gd,"6,000",24.75128,67.92513,2120-fac1
Sindh,Thatta,Shah Bunder,Chuhar Jamali,Rhc,"26,861",24.3901,67.9938,2121-fac1
Sindh,Thatta,Shah Bunder,Ladiyoon,Bhu,"25,946",24.32496,68.05745,2122-fac1
Sindh,Thatta,Jati,Murid Khoso,Bhu,"28,804",24.49706,68.03673,2123-fac1
Sindh,Thatta,Mirpur Bathoro,D.K Soho,Bhu,"24,434",24.67069,68.27876,2124-fac1
Sindh,Thatta,Sakro,Jokhio Village,Bhu,"22,752",24.62282,67.59678,2125-fac1
Sindh,Thatta,Sakro,Gujjo,Bhu,"24,318",24.72806,68.2576,2126-fac1
Sindh,Thatta,Sakro,D.R.Rind,Bhu,"23,734",24.61284,67.54039,2127-fac1
Sindh,Thatta,Mirpur Bathoro,Mureed Jarejo,Bhu,"23,734",24.68201,68.21349,2128-fac1
Sindh,Thatta,Thatta,G.D Aresar Hingorjo,Cd/Gd,"4,500",24.45604,68.24936,2129-fac1
Sindh,Thatta,Jati,Begna Mori,Bhu,"17,000",24.42075,68.25677,2130-fac1
Sindh,Thatta,Sujawal,Jaar,Bhu,"8,000",24.64606,68.19147,2131-fac1
Sindh,Thatta,Sujawal,Nodo Baran,Bhu,"29,254",24.58905,68.1435,2132-fac1
Sindh,Thatta,Sujawal,G.D Sher Ali Shah,Cd/Gd,"8,000",24.64114,68.11764,2133-fac1
Sindh,Thatta,Shah Bunder,G.D Qadir Dino Shah,Cd/Gd,"16,315",24.61921,68.0283,2134-fac1
Sindh,Thatta,Shah Bunder,Jiand Zangejo,Bhu,"24,700",24.26914,67.88744,2135-fac1
Sindh,Thatta,Mirpur Bathoro,Banoo,Bhu,"24,730",24.9395,68.2298,2136-fac1
Sindh,Thatta,Shah Bunder,Goongani,Bhu,"25,300",24.38744,67.92918,2137-fac1
Sindh,Thatta,Ghorabari,G.D Ali Muhammad Rind,Cd/Gd,"13,126",24.32732,67.66967,2138-fac1
Sindh,Thatta,Ghorabari,Ghorabari,Bhu,"25,090",24.39371,67.8275,2139-fac1
Sindh,Thatta,Ghorabari,G.D Abdullah Kehar,Cd/Gd,"5,213",24.36719,67.74568,2140-fac1
Sindh,Thatta,Ghorabari,Gail Mori,Bhu,"13,200",24.53972,67.91309,2141-fac1
Sindh,Thatta,Ghorabari,Var,Rhc,"17,401",24.55194,67.84382,2142-fac1
Sindh,Thatta,Sujawal,Beloo,Bhu,"28,900",24.7237,68.06713,2143-fac1
Sindh,Thatta,Sujawal,Khair Bux Leghari,Bhu,"2,000",24.75515,68.09871,2144-fac1
Sindh,Thatta,Sujawal,G.D Mal Mari,Cd/Gd,"1,000",0,0,2145-fac1
Sindh,Thatta,Thatta,Jhumpir,Bhu,"26,786",0,0,2146-fac1
Sindh,Thatta,Thatta,Jhangri,Bhu,"8,900",0,0,2147-fac1
Sindh,Thatta,Thatta,Govt.Disp.Looni Kot,Cd/Gd,"4,530",0,0,2148-fac1
Sindh,Thatta,Jati,Thq Jati,Shc,"25,948",24.75061,67.79317,2149-fac1
Sindh,Thatta,Sujawal,Thq Sujawal,Shc,"30,258",24.60783,68.7997,2150-fac1
Sindh,Thatta,Mirpur Bathoro,Thq Mirpur Bathoro,Shc,"24,725",24.74435,68.2609,2151-fac1
Sindh,Thatta,Thatta,Civil Hosp Thatta,Shc,"24,353",24.75064,67.89314,2152-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Saeed Matto,Bhu,20000,25.04641,68.42889,2153-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Ghulam Muhammad Jat,Bhu,10000,0,0,2154-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,D.C.D Soomar Leghari,Cd/Gd,2000,0,0,2155-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Bulri Shah Karim,Rhc,37013,0,0,2156-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Allahyar Turk,Cd/Gd,8000,24.99119,68.39907,2157-fac1
Sindh,Tando Muhammad Khan,Tando Ghulam Hyder,D.C.D  Hakimani Syed,Cd/Gd,3300,0,0,2158-fac1
Sindh,Tando Muhammad Khan,T.G Hyder,Dando,Rhc,11380,0,0,2159-fac1
Sindh,Tando Muhammad Khan,T.G Hyder,Sadiq Jagsi,Cd/Gd,2000,25.00161,68.67045,2160-fac1
Sindh,Tando Muhammad Khan,Tando Ghulam Hyder,Haji Karim Dino Syed,Cd/Gd,5000,24.93339,68.69668,2161-fac1
Sindh,Tando Muhammad Khan,T.G Hyder,G.D Kouro Khan Lashari,Cd/Gd,6000,0,0,2162-fac1
Sindh,Tando Muhammad Khan,T.G Hyder,Nazarpur,Bhu,20000,25.05182,68.61,2163-fac1
Sindh,Tando Muhammad Khan,T.G Hyder,Tando G. Hyder,Bhu,3200,0,0,2164-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Anwar Rind,Cd/Gd,1500,24.85833,68.35556,2165-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Abdul Rahim Katiar,Cd/Gd,3000,24.92367,68.34641,2166-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Saeed Khan Lund,Bhu,30000,24.96122,68.42176,2167-fac1
Sindh,Tando Muhammad Khan,Tando Ghulam Hyder,Ali G. Chandio,Cd/Gd,5000,24.893,68.52625,2168-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Khaw Muhammad Vag Mal,Bhu,2000,0,0,2169-fac1
Sindh,Tando Muhammad Khan,T.G Hyder,G. Shah Bagrani,Bhu,20000,24.92593,68.5606,2170-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Sain Bux Khoso,Cd/Gd,8000,25.02969,68.56919,2171-fac1
Sindh,Tando Muhammad Khan,T.G Hyder,Mir Muhammad Wares,Cd/Gd,5000,25.01589,68.59908,2172-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Nago Shah,Bhu,30000,25.00628,68.57188,2173-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Suleman Soomro,Cd/Gd,10000,25.13552,68.4016,2174-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Rajo Nizamani,Rhc,50000,0,0,2175-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Mulakatiar,Bhu,37000,25.13114,68.41833,2176-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Asgharabad,Cd/Gd,3000,25.13381,68.45142,2177-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Saeedpur Takar,Bhu,18000,0,0,2178-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Mohabat Burgri,Cd/Gd,5000,25.15967,68.55595,2179-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Baqir Nizamani,Cd/Gd,3000,25.17009,68.57874,2180-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Drigmori,Cd/Gd,10000,25.19385,68.62955,2181-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Saindad Wasan,Cd/Gd,20000,25.19386,68.62953,2182-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Shaikh Bhirkyo,Bhu,50000,25.26057,68.66301,2183-fac1
Sindh,Tando Muhammad Khan,T.M Khan,D.C.D Lakhat,Cd/Gd,4000,0,0,2184-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Muhammad Khan Magsi,Cd/Gd,15000,24.93866,68.43014,2185-fac1
Sindh,Tando Muhammad Khan,T.M Khan,Tando Saindad,Cd/Gd,20000,25.1411,68.50045,2186-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Jinhan Soomro,Bhu,30000,24.92109,68.30801,2187-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Dadoon,Bhu,20000,24.95281,68.34283,2188-fac1
Sindh,Tando Muhammad Khan,Bulri Shah Karim,Seehrani,Bhu,10000,24.91572,68.41535,2189-fac1
Sindh,Dadu,Johi,Tando Rahim Khan,Cd/Gd,"32,644",26.49689,67.43189,2190-fac1
Sindh,Dadu,Johi,Chhini,Cd/Gd,"12,755",0,0,2191-fac1
Sindh,Dadu,Johi,Murad Khan Jamali,Cd/Gd,"7,350",0,0,2192-fac1
Sindh,Dadu,Johi,Mondar Jamali,Cd/Gd,"9,000",0,0,2193-fac1
Sindh,Dadu,Johi,Wahi Pandhi,Bhu,"10,577",26.662098,67.372877,2194-fac1
Sindh,Dadu,Johi,Paryo Jamali,Cd/Gd,"20,000",0,0,2195-fac1
Sindh,Dadu,Mehar,Shah Panjo,Bhu,"28,972",27.12461,67.95647,2196-fac1
Sindh,Dadu,Mehar,Thallo,Bhu,"27,358",27.111539,67.787749,2197-fac1
Sindh,Dadu,Mehar,Esso Khan Thebo,Bhu,"28,136",27.126342,67.818861,2198-fac1
Sindh,Dadu,Mehar,Nau Goth,Bhu,"24,954",27.128642,68.015003,2199-fac1
Sindh,Dadu,Mehar,Thariri Muhbat,Bhu,"22,000",27.199528,67.929875,2200-fac1
Sindh,Dadu,Mehar,Qazi Arif,Bhu,"1,800",27.221447,67.786736,2201-fac1
Sindh,Dadu,K.N. Shah,Dhani Bux Bughio,Bhu,"20,500",27.058314,67.809975,2202-fac1
Sindh,Dadu,Mehar,Kolachi,Bhu,"23,406",27.141448,67.766981,2203-fac1
Sindh,Dadu,K.N. Shah,Sita Road,Rhc,"62,774",27.044265,67.847277,2204-fac1
Sindh,Dadu,Mehar,Gul Mohd Jatoi,Cd/Gd,"26,000",0,0,2205-fac1
Sindh,Dadu,Mehar,Nawab Jo Pat,Cd/Gd,"16,000",0,0,2206-fac1
Sindh,Dadu,Mehar,Ex.Disp Long Tunio,Cd/Gd,"17,000",0,0,2207-fac1
Sindh,Dadu,Mehar,Bali Shah,Bhu,"26,500",27.111722,67.907675,2208-fac1
Sindh,Dadu,Mehar,Aghamani,Bhu,"16,500",27.084417,67.923225,2209-fac1
Sindh,Dadu,Dadu,Khero,Bhu,"8,465",26.92,67.7,2210-fac1
Sindh,Dadu,Dadu,Jat Shahdad,Cd/Gd,"14,031",26.95888,67.75918,2211-fac1
Sindh,Dadu,Dadu,Mounder,Cd/Gd,"26,200",26.82,67.76,2212-fac1
Sindh,Dadu,Johi,Pir Gaji Shah,Cd/Gd,"31,721",0,0,2213-fac1
Sindh,Dadu,Johi,Phulji Village,Bhu,"10,333",26.881814,67.679722,2214-fac1
Sindh,Dadu,Dadu,Piaro Goth,Bhu,"26,217",26.925145,67.809132,2215-fac1
Sindh,Dadu,Dadu,Ibrahim Panhawer,Bhu,"24,000",26.90202,67.789848,2216-fac1
Sindh,Dadu,K.N. Shah,Gul Mohd Chandio,Cd/Gd,"3,000",0,0,2217-fac1
Sindh,Dadu,Dadu,Purano Dero,Cd/Gd,"14,000",26.68914,67.82435,2218-fac1
Sindh,Dadu,Dadu,Patt,Bhu,"153,045",26.95793,67.87259,2219-fac1
Sindh,Dadu,Johi,Sijawal Khan Alkhani,Cd/Gd,"20,000",0,0,2220-fac1
Sindh,Dadu,Johi,Bahawelpur,Bhu,"20,500",26.490539,67.425611,2221-fac1
Sindh,Dadu,Dadu,Makhdoom Bilawal,Bhu,"23,756",26.49266,67.44528,2222-fac1
Sindh,Dadu,Dadu,Phuji Station,Bhu,"29,050",26.858615,67.792805,2223-fac1
Sindh,Dadu,K.N  Shah,Burira,Bhu,"25,000",27.090072,67.561562,2224-fac1
Sindh,Dadu,K.N  Shah,Rawat Khan Laghari,Cd/Gd,"14,000",0,0,2225-fac1
Sindh,Dadu,K.N  Shah,Baid,Bhu,"16,000",27.206903,67.667753,2226-fac1
Sindh,Dadu,Dadu,Samtani,Bhu,"12,000",26.360506,67.421443,2227-fac1
Sindh,Dadu,Mehar,Faridabad,Bhu,"35,201",27.29,67.624507,2228-fac1
Sindh,Dadu,Mehar,Qadir Bux Rind,Cd/Gd,"7,500",0,0,2229-fac1
Sindh,Dadu,Mehar,Syedpur,Bhu,"25,000",27.281104,67.669174,2230-fac1
Sindh,Dadu,Mehar,Beto,Bhu,"20,900",27.16,67.87,2231-fac1
Sindh,Dadu,Khairpur Nathan Shah,Gozo,Bhu,"37,860",27.101747,67.666633,2232-fac1
Sindh,Dadu,K.N  Shah,Boriri,Bhu,"13,500",27.001097,67.769513,2233-fac1
Sindh,Dadu,Johi,Bahadur Khan Naich,Cd/Gd,"18,120",0,0,2234-fac1
Sindh,Dadu,Sehwan,Bubak,Bhu,"25,600",26.44212,67.70037,2235-fac1
Sindh,Dadu,K.N  Shah,Chhore,Bhu,"30,500",27.158175,67.651869,2236-fac1
Sindh,Dadu,K.N  Shah,Madho,Cd/Gd,"3,400",0,0,2237-fac1
Sindh,Dadu,K.N  Shah,Mitho Babar,Bhu,"12,800",26.991278,67.652034,2238-fac1
Sindh,Dadu,Dadu,Sita Village,Bhu,"15,296",27.023319,67.921207,2239-fac1
Sindh,Dadu,K.N  Shah,Khanpur,Bhu,"15,940",27.01,67.64,2240-fac1
Sindh,Dadu,K.N  Shah,Kakar,Cd/Gd,"14,935",26.96599,67.68928,2241-fac1
Sindh,Dadu,K.N  Shah,Chow Khandi,Bhu,"9,253",27.003018,67.723765,2242-fac1
Sindh,Dadu,Dadu,Phaka,Bhu,"19,345",26.39,67.424751,2243-fac1
Sindh,Dadu,Dadu,Pipri,Bhu,"21,721",26.433326,67.45178,2244-fac1
Sindh,Dadu,Johi,Allahyarani,Bhu,"14,500",26.749886,67.703801,2245-fac1
Sindh,Dadu,Dadu,Aminani,Bhu,"41,000",26.6333,67.8,2246-fac1
Sindh,Dadu,Dadu,Jhallo,Bhu,"17,000",26.670322,67.853239,2247-fac1
Sindh,Dadu,Johi,Haji Khan,Bhu,"10,000",26.755266,67.477936,2248-fac1
Sindh,Dadu,Johi,Chakar Khan Shahani,Cd/Gd,"12,000",0,0,2249-fac1
Sindh,Dadu,Johi,Drigh Bala,Rhc,"32,750",26.78,67.4,2250-fac1
Sindh,Dadu,Mehar,Radhan,Rhc,"27,829",27.176799,67.947532,2251-fac1
Sindh,Dadu,Mehar,Bathro,Cd/Gd,"20,000",0,0,2252-fac1
Sindh,Dadu,Mehar,Butt Sari,Bhu,"27,336",27.186644,67.890475,2253-fac1
Sindh,Dadu,Mehar,Faridabad,Mchc/Chc,"27,324",27.29,67.624507,2254-fac1
Sindh,Dadu,Johi,Pat Gul Muhmmad,Bhu,"6,000",0,0,2255-fac1
Sindh,Dadu,Johi,Qasbo,Bhu,"8,000",26.88689,67.41908,2256-fac1
Sindh,Dadu,Johi,Mureed Babar,Cd/Gd,"7,000",26.82,67.76,2257-fac1
Sindh,Dadu,K.N  Shah,K.N. Shah,Shc,"335,347",27.085613,67.733517,2258-fac1
Sindh,Dadu,Dadu,Drigh Bala,Shc,"139,972",0,0,2259-fac1
Sindh,Dadu,Mehar,Mehar,Shc,"197,234",27.183046,67.824618,2260-fac1
