Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type
Health Facility,Punjab,Gujranwala,4,Rhc Emanadad,6065,x
Health Facility,Punjab,Gujranwala,4,Rhc Ghakhar,6066,x
Health Facility,Punjab,Gujranwala,4,Rhc Jamke Chatha,6068,x
Health Facility,Punjab,Gujranwala,4,Rhc Qila Didar Singh,6069,x
Health Facility,Punjab,Gujranwala,4,Rhc Qila Didar Singh Urban1,6070,x
Health Facility,Punjab,Gujranwala,4,Rhc Rasool Nagar,6071,x
Health Facility,Punjab,Gujranwala,4,Rhc Sohdra,6072,x
Health Facility,Punjab,Gujranwala,4,Rhc Wahndo,6074,x
Health Facility,Punjab,Gujranwala,4,Saleem Colony,6075,x
Health Facility,Punjab,Gujranwala,4,Sardar Faimly Hosp,6077,x
Health Facility,Punjab,Gujranwala,4,Satlitetown Maternti Hosp,6078,x
Health Facility,Punjab,Gujranwala,4,Sultan Pura,6080,x
Health Facility,Punjab,Gujranwala,4,Tehsil Store Wazirabad,6081,x
Health Facility,Punjab,Gujranwala,4,Tehsil Vaccine Store Kamoke,6086,x
Health Facility,Punjab,Gujranwala,4,Thq Hosp Kamoke,6089,x
Health Facility,Punjab,Gujranwala,4,Thq Wazirrabad,6090,x
Health Facility,Punjab,Gujranwala,4,Uc Ghania,6091,x
Health Facility,Punjab,Gujranwala,4,Uc Office  Sharif Pura,6092,x
Health Facility,Punjab,Gujranwala,4,Urban Kamokee,6093,x
District,Punjab,Gujranwala,3,Gujranwala District Store,6094,x
Health Facility,Punjab,Gujrat,4,26441,6211,x
Health Facility,Punjab,Gujrat,4,Ajnala,6212,x
Health Facility,Punjab,Gujrat,4,Alam Garh,6213,x
Health Facility,Punjab,Gujrat,4,Amra Kalan,6214,x
Health Facility,Punjab,Gujrat,4,Audowal,6215,x
Health Facility,Punjab,Gujrat,4,Aziz Bhatti Shaheed Teacching Hosp,6216,x
Health Facility,Punjab,Gujrat,4,Baghowal Khurd,6220,x
Health Facility,Punjab,Gujrat,4,Bagrianwala,6221,x
Health Facility,Punjab,Gujrat,4,Barnali,6222,x
Health Facility,Punjab,Gujrat,4,Baroo,6223,x
Health Facility,Punjab,Gujrat,4,Behlpur,6224,x
Health Facility,Punjab,Gujrat,4,Behraj,6225,x
Health Facility,Punjab,Gujrat,4,Bhaddar,6226,x
Health Facility,Punjab,Gujrat,4,Bhagnagar,6227,x
Health Facility,Punjab,Gujrat,4,Bharoot,6228,x
Health Facility,Punjab,Gujrat,4,Bharwal,6229,x
Health Facility,Punjab,Gujrat,4,Bheelowal,6230,x
Health Facility,Punjab,Gujrat,4,Brila Sharif,6231,x
Health Facility,Punjab,Gujrat,4,Bulani,6233,x
Health Facility,Punjab,Gujrat,4,Cantt Disp,6234,x
Health Facility,Punjab,Gujrat,4,Chachian,6235,x
Health Facility,Punjab,Gujrat,4,Chak Kamala,6236,x
Health Facility,Punjab,Gujrat,4,Channan,6237,x
Health Facility,Punjab,Gujrat,4,Cheryawala,6238,x
Health Facility,Punjab,Gujrat,4,Chokhar,6239,x
Health Facility,Punjab,Gujrat,4,Chokori Shair Ghazi,6240,x
Health Facility,Punjab,Gujrat,4,Chopala,6241,x
Health Facility,Punjab,Gujrat,4,Civil Hosp Jalalpur Jattan,6246,x
Health Facility,Punjab,Gujrat,4,Dandi,6249,x
Health Facility,Punjab,Gujrat,4,Dhakranwali,6250,x
Health Facility,Punjab,Gujrat,4,Dhoria,6251,x
Health Facility,Punjab,Gujrat,4,Dilawar Pur,6252,x
Health Facility,Punjab,Gujrat,4,Dinga,6253,x
Health Facility,Punjab,Gujrat,4,Disp,6255,x
Health Facility,Punjab,Gujrat,4,Doulat Nagar,6256,x
Health Facility,Punjab,Gujrat,4,Dulanwala,6257,x
Health Facility,Punjab,Gujrat,4,Farakh Pur,6259,x
Health Facility,Punjab,Gujrat,4,Fateh Pur,6260,x
Health Facility,Punjab,Gujrat,4,Gakhra,6261,x
Health Facility,Punjab,Gujrat,4,Ganja,6262,x
Health Facility,Punjab,Gujrat,4,Golayke,6264,x
Health Facility,Punjab,Gujrat,4,Golera,6265,x
Health Facility,Punjab,Gujrat,4,Gorala,6266,x
Health Facility,Punjab,Gujrat,4,Gouch,6267,x
Health Facility,Punjab,Gujrat,4,Govt Maternity Hosp,6268,x
Health Facility,Punjab,Gujrat,4,Gulyana,6269,x
Health Facility,Punjab,Gujrat,4,Haji Mohammad,6270,x
Health Facility,Punjab,Gujrat,4,Hajiwal,6271,x
Health Facility,Punjab,Gujrat,4,Hariawala,6272,x
Health Facility,Punjab,Gujrat,4,Hazara Mughlan,6273,x
Health Facility,Punjab,Gujrat,4,Health Care Center,6275,x
Health Facility,Punjab,Gujrat,4,Jamal Pur  Syedan,6277,x
Health Facility,Punjab,Gujrat,4,Jamu Bola,6278,x
Health Facility,Punjab,Gujrat,4,Jheuranwali,6279,x
Health Facility,Punjab,Gujrat,4,Joura,6280,x
Health Facility,Punjab,Gujrat,4,Joura Jalal Pur,6281,x
Health Facility,Punjab,Gujrat,4,Karariwala,6283,x
Health Facility,Punjab,Gujrat,4,Karianwala,6284,x
Health Facility,Punjab,Gujrat,4,Karim Plaza,6285,x
Health Facility,Punjab,Gujrat,4,Karnana,6286,x
Health Facility,Punjab,Gujrat,4,Keeranwala,6287,x
Health Facility,Punjab,Gujrat,4,Khair Ghansar,6288,x
Health Facility,Punjab,Gujrat,4,Khohar,6289,x
Health Facility,Punjab,Gujrat,4,Khoja,6290,x
Health Facility,Punjab,Gujrat,4,Kot Bala,6291,x
Health Facility,Punjab,Gujrat,4,Kot Ranjha,6292,x
Health Facility,Punjab,Gujrat,4,Kunjah,6293,x
Health Facility,Punjab,Gujrat,4,Lakhanwal,6294,x
Health Facility,Punjab,Gujrat,4,Lalamusa,6296,x
Health Facility,Punjab,Gujrat,4,M Din Pur,6297,x
Health Facility,Punjab,Gujrat,4,Mahmoodabad,6298,x
Health Facility,Punjab,Gujrat,4,Makiana,6299,x
Health Facility,Punjab,Gujrat,4,Malka,6300,x
Health Facility,Punjab,Gujrat,4,Mandhar,6301,x
Health Facility,Punjab,Gujrat,4,Mandi Bhalwal,6302,x
Health Facility,Punjab,Gujrat,4,Mandiala,6303,x
Health Facility,Punjab,Gujrat,4,Mangowal,6304,x
Health Facility,Punjab,Gujrat,4,Matrnitity Hosp,6306,x
Health Facility,Punjab,Gujrat,4,Mch Centre, Banth Gujrat,x
Health Facility,Punjab,Gujrat,4,Mch Dinga,6308,x
Health Facility,Punjab,Gujrat,4,Mirza Tahir,6310,x
Health Facility,Punjab,Gujrat,4,Mohri Shrief,6311,x
Health Facility,Punjab,Gujrat,4,Murala,6312,x
Health Facility,Punjab,Gujrat,4,Nagrianwala,6313,x
Health Facility,Punjab,Gujrat,4,Nindowal,6314,x
Health Facility,Punjab,Gujrat,4,Noor Jammal,6316,x
Health Facility,Punjab,Gujrat,4,Panjan Kisana,6317,x
Health Facility,Punjab,Gujrat,4,Paswal,6318,x
Health Facility,Punjab,Gujrat,4,Peroshah,6319,x
Health Facility,Punjab,Gujrat,4,Pindi Sultan Pur,6320,x
Health Facility,Punjab,Gujrat,4,Rang Pur,6321,x
Health Facility,Punjab,Gujrat,4,Sad Wal,6322,x
Health Facility,Punjab,Gujrat,4,Sada,6323,x
Health Facility,Punjab,Gujrat,4,Saidery,6324,x
Health Facility,Punjab,Gujrat,4,Saman Pindi,6325,x
Health Facility,Punjab,Gujrat,4,Santal,6326,x
Health Facility,Punjab,Gujrat,4,Sarai Alamgir,6327,x
Health Facility,Punjab,Gujrat,4,Sardhok,6328,x
Health Facility,Punjab,Gujrat,4,Saroke,6329,x
Health Facility,Punjab,Gujrat,4,Seekerwali,6330,x
Health Facility,Punjab,Gujrat,4,Sehna,6332,x
Health Facility,Punjab,Gujrat,4,Shadiwal,6333,x
Health Facility,Punjab,Gujrat,4,Sheikh Chugani,6334,x
Health Facility,Punjab,Gujrat,4,Surkhpur,6335,x
Health Facility,Punjab,Gujrat,4,Tanda,6337,x
Health Facility,Punjab,Gujrat,4,Thatha Musa,6339,x
Health Facility,Punjab,Gujrat,4,Thq Hosp Kharian,6340,x
Health Facility,Punjab,Gujrat,4,Thutha Rai Bahadur,6345,x
District,Punjab,Gujrat,3,Gujrat District Store,6346,x
Health Facility,Punjab,Hafizabad,4,Bhu Bhobra,6444,x
Health Facility,Punjab,Hafizabad,4,Bhu Burj Dara,6445,x
Health Facility,Punjab,Hafizabad,4,Bhu Chak Bhatti,6446,x
Health Facility,Punjab,Hafizabad,4,Bhu Chak Chata,6448,x
Health Facility,Punjab,Hafizabad,4,Bhu Chuchak,6449,x
Health Facility,Punjab,Hafizabad,4,Bhu D Lalke,6450,x
Health Facility,Punjab,Hafizabad,4,Bhu Dahatta  Azmat,6451,x
Health Facility,Punjab,Hafizabad,4,Bhu Ghabrika,6452,x
Health Facility,Punjab,Hafizabad,4,Bhu Karyala,6453,x
Health Facility,Punjab,Hafizabad,4,Bhu Kasesay,6454,x
Health Facility,Punjab,Hafizabad,4,Bhu Khuram Churera,6455,x
Health Facility,Punjab,Hafizabad,4,Bhu Kot Nakka,6456,x
Health Facility,Punjab,Hafizabad,4,Bhu Kot Nawan,6457,x
Health Facility,Punjab,Hafizabad,4,Bhu Kot Serwer,6458,x
Health Facility,Punjab,Hafizabad,4,Bhu Lewairy,6460,x
Health Facility,Punjab,Hafizabad,4,Bhu Manghat Neecha,6461,x
Health Facility,Punjab,Hafizabad,4,Bhu Mian Raheem,6462,x
Health Facility,Punjab,Hafizabad,4,Bhu Mughki,6463,x
Health Facility,Punjab,Hafizabad,4,Bhu Murdian,6464,x
Health Facility,Punjab,Hafizabad,4,Bhu Mustfabad,6465,x
Health Facility,Punjab,Hafizabad,4,Bhu Muzafer Nau,6466,x
Health Facility,Punjab,Hafizabad,4,Bhu Nidala,6467,x
Health Facility,Punjab,Hafizabad,4,Bhu Ramke Chatha,6468,x
Health Facility,Punjab,Hafizabad,4,Bhu Rasool Pur Tarar,6469,x
Health Facility,Punjab,Hafizabad,4,Bhu Sadwan Tarar,6470,x
Health Facility,Punjab,Hafizabad,4,Bhu Seioke,6471,x
Health Facility,Punjab,Hafizabad,4,Bhu Sroopwala,6472,x
Health Facility,Punjab,Hafizabad,4,Bhu Thatha Khairan Matmal,6473,x
Health Facility,Punjab,Hafizabad,4,Cd Kot Ishaq,6474,x
Health Facility,Punjab,Hafizabad,4,Mch Center Hfd,6477,x
Health Facility,Punjab,Hafizabad,4,Mch Center Pindi Bhatian,6478,x
Health Facility,Punjab,Hafizabad,4,Mch Kolo Tarar,6479,x
Health Facility,Punjab,Hafizabad,4,Ort Urban 4,6480,x
Health Facility,Punjab,Hafizabad,4,Ort Urban 6,6482,x
Health Facility,Punjab,Hafizabad,4,Orturban 3,6483,x
Health Facility,Punjab,Hafizabad,4,Rhc  Kassoki,6484,x
Health Facility,Punjab,Hafizabad,4,Rhc Jalal Pur Bhatian,6486,x
Health Facility,Punjab,Hafizabad,4,Rhc Kaleke,6487,x
Health Facility,Punjab,Hafizabad,4,Rhc Kolo Tarar,6488,x
Health Facility,Punjab,Hafizabad,4,Rhc Sukhy Ki  Mandi,6489,x
Health Facility,Punjab,Hafizabad,4,Rhc Vanike Tarar,6490,x
Health Facility,Punjab,Hafizabad,4,Thq Hosp Pindi Bhatian,6491,x
District,Punjab,Hafizabad,3,Hafizabad District Store,6495,x
Health Facility,Punjab,Jhang,4,170,6541,x
Health Facility,Punjab,Jhang,4,165 Jb,6542,x
Health Facility,Punjab,Jhang,4,181Jb,6543,x
Health Facility,Punjab,Jhang,4,231 Jb,6544,x
Health Facility,Punjab,Jhang,4,254 Jb,6545,x
Health Facility,Punjab,Jhang,4,Abida Hosp,6546,x
Health Facility,Punjab,Jhang,4,Ahmad Pur Sial,6547,x
Health Facility,Punjab,Jhang,4,Alipur,6548,x
Health Facility,Punjab,Jhang,4,Ashaba,6549,x
Health Facility,Punjab,Jhang,4,Asllah Yar Joota,6550,x
Health Facility,Punjab,Jhang,4,Badh Rajbona,6551,x
Health Facility,Punjab,Jhang,4,Bagh,6553,x
Health Facility,Punjab,Jhang,4,Bhero,6555,x
Health Facility,Punjab,Jhang,4,Chah Jan Muhammad,6556,x
Health Facility,Punjab,Jhang,4,Chainwala,6557,x
Health Facility,Punjab,Jhang,4,Chak 482,6558,x
Health Facility,Punjab,Jhang,4,Chak No 220,6560,x
Health Facility,Punjab,Jhang,4,Chak No 446,6561,x
Health Facility,Punjab,Jhang,4,Chak No 497,6562,x
Health Facility,Punjab,Jhang,4,Chatta,6563,x
Health Facility,Punjab,Jhang,4,City Hosp Jhang,6564,x
Health Facility,Punjab,Jhang,4,Contonment Board,6565,x
Health Facility,Punjab,Jhang,4,Dabkalan,6566,x
Health Facility,Punjab,Jhang,4,Dhq Jhang,6599,x
Health Facility,Punjab,Jhang,4,Essay Wala,6602,x
Health Facility,Punjab,Jhang,4,Grarah,6603,x
Health Facility,Punjab,Jhang,4,Hassan Khan,6604,x
Health Facility,Punjab,Jhang,4,Hassu Balail,6606,x
Health Facility,Punjab,Jhang,4,Haveli Sheikh Raju,6607,x
Health Facility,Punjab,Jhang,4,Havely Bahadar Shah,6609,x
Health Facility,Punjab,Jhang,4,Havely Lal,6610,x
Health Facility,Punjab,Jhang,4,Hilal Ahmar,6611,x
Health Facility,Punjab,Jhang,4,Iqbal Nagar,6612,x
Health Facility,Punjab,Jhang,4,Jaboana,6613,x
Health Facility,Punjab,Jhang,4,Jaiwain,6615,x
Health Facility,Punjab,Jhang,4,Jajalpur,6617,x
Health Facility,Punjab,Jhang,4,Kakki Naw,6618,x
Health Facility,Punjab,Jhang,4,Kariwala,6619,x
Health Facility,Punjab,Jhang,4,Khaki Lakhi,6620,x
Health Facility,Punjab,Jhang,4,Khanuana,6621,x
Health Facility,Punjab,Jhang,4,Khumana Wala,6622,x
Health Facility,Punjab,Jhang,4,Kot Bahader,6623,x
Health Facility,Punjab,Jhang,4,Kot Lukhnana,6624,x
Health Facility,Punjab,Jhang,4,Kot Mirza,6626,x
Health Facility,Punjab,Jhang,4,Kot Shakn,6628,x
Health Facility,Punjab,Jhang,4,Kot Si Singh,6630,x
Health Facility,Punjab,Jhang,4,Machi Wal,6631,x
Health Facility,Punjab,Jhang,4,Mallnoana,6632,x
Health Facility,Punjab,Jhang,4,Mandi Shah Jawana,6633,x
Health Facility,Punjab,Jhang,4,Mari Shah,6634,x
Health Facility,Punjab,Jhang,4,Mochi Wala,6636,x
Health Facility,Punjab,Jhang,4,Monday Syed,6638,x
Health Facility,Punjab,Jhang,4,Muhhana,6639,x
Health Facility,Punjab,Jhang,4,Nadha Ghar,6640,x
Health Facility,Punjab,Jhang,4,Nikokar,6642,x
Health Facility,Punjab,Jhang,4,Pakkay Wala,6643,x
Health Facility,Punjab,Jhang,4,Peer Kot,6644,x
Health Facility,Punjab,Jhang,4,Pir A Rehman,6646,x
Health Facility,Punjab,Jhang,4,Pir Bhader Shah,6647,x
Health Facility,Punjab,Jhang,4,Qaim Bhrdana,6648,x
Health Facility,Punjab,Jhang,4,Rashid Pur,6649,x
Health Facility,Punjab,Jhang,4,Ratta Matta,6651,x
Health Facility,Punjab,Jhang,4,Rodu Sultan,6652,x
Health Facility,Punjab,Jhang,4,Saltana,6654,x
Health Facility,Punjab,Jhang,4,Samando Wana,6655,x
Health Facility,Punjab,Jhang,4,Shah Jewna,6656,x
Health Facility,Punjab,Jhang,4,Shah Joor,6658,x
Health Facility,Punjab,Jhang,4,Sharifabad,6659,x
Health Facility,Punjab,Jhang,4,Shorkot Urban,6660,x
Health Facility,Punjab,Jhang,4,Sultan Bahoo,6677,x
Health Facility,Punjab,Jhang,4,Sultan Pur,6678,x
Health Facility,Punjab,Jhang,4,Thq Shorkot,6679,x
Health Facility,Punjab,Jhang,4,Uc 108,6680,x
Health Facility,Punjab,Jhang,4,Uch Gul Imam,6681,x
Health Facility,Punjab,Jhang,4,Viglana,6682,x
Health Facility,Punjab,Jhang,4,Wasso,6683,x
District,Punjab,Jhang,3,Jhang District Store,6685,x
Health Facility,Punjab,Jhelum,4,Adrana,6710,x
Health Facility,Punjab,Jhelum,4,Ahmed Abad,6712,x
Health Facility,Punjab,Jhelum,4,Banth,6714,x
Health Facility,Punjab,Jhelum,4,Baragowah,6716,x
Health Facility,Punjab,Jhelum,4,Bhattia,6717,x
Health Facility,Punjab,Jhelum,4,Bhu Banshaheed,6718,x
Health Facility,Punjab,Jhelum,4,Bhu Sagri,6720,x
Health Facility,Punjab,Jhelum,4,Bhu Surghdan,6721,x
Health Facility,Punjab,Jhelum,4,Bishan Daur Dewan E Hazoori,6722,x
Health Facility,Punjab,Jhelum,4,Chak Daulat,6723,x
Health Facility,Punjab,Jhelum,4,Chak Jani,6724,x
Health Facility,Punjab,Jhelum,4,Chak Khasa,6725,x
Health Facility,Punjab,Jhelum,4,Chak Latifullah,6727,x
Health Facility,Punjab,Jhelum,4,Chak Shadi,6729,x
Health Facility,Punjab,Jhelum,4,Chotala,6730,x
Health Facility,Punjab,Jhelum,4,Civil Hosp Khewra,6731,x
Health Facility,Punjab,Jhelum,4,Darapur,6734,x
Health Facility,Punjab,Jhelum,4,Dharyala Jalip,6736,x
Health Facility,Punjab,Jhelum,4,Dhock Loona,6738,x
Health Facility,Punjab,Jhelum,4,Dhq Jehlum,6739,x
Health Facility,Punjab,Jhelum,4,Domeli,6742,x
Health Facility,Punjab,Jhelum,4,Gadari,6745,x
Health Facility,Punjab,Jhelum,4,Gol Pur,6746,x
Health Facility,Punjab,Jhelum,4,Gura Utam Singh,6747,x
Health Facility,Punjab,Jhelum,4,Haran Pur,6748,x
Health Facility,Punjab,Jhelum,4,Health Filter Clinic,6749,x
Health Facility,Punjab,Jhelum,4,Jalal Pur Sharif,6750,x
Health Facility,Punjab,Jhelum,4,Jallocheck,6753,x
Health Facility,Punjab,Jhelum,4,Jandala,6754,x
Health Facility,Punjab,Jhelum,4,Jango Raryala,6755,x
Health Facility,Punjab,Jhelum,4,Kala Gujran,6756,x
Health Facility,Punjab,Jhelum,4,Kalwant Pur,6759,x
Health Facility,Punjab,Jhelum,4,Karounta,6760,x
Health Facility,Punjab,Jhelum,4,Kashmir Colony,6762,x
Health Facility,Punjab,Jhelum,4,Khalas Pur,6763,x
Health Facility,Punjab,Jhelum,4,Khurd,6765,x
Health Facility,Punjab,Jhelum,4,Kohali,6766,x
Health Facility,Punjab,Jhelum,4,Kotla Faqir,6767,x
Health Facility,Punjab,Jhelum,4,Kotla Syedan,6768,x
Health Facility,Punjab,Jhelum,4,Kundwal,6770,x
Health Facility,Punjab,Jhelum,4,Lehri,6771,x
Health Facility,Punjab,Jhelum,4,Lilla,6772,x
Health Facility,Punjab,Jhelum,4,Mch Shandar Chowk,6775,x
Health Facility,Punjab,Jhelum,4,Motaghrbi,6777,x
Health Facility,Punjab,Jhelum,4,Nagial,6778,x
Health Facility,Punjab,Jhelum,4,Nogran,6779,x
Health Facility,Punjab,Jhelum,4,Pail Mirza,6780,x
Health Facility,Punjab,Jhelum,4,Pak Uk Hosp,6781,x
Health Facility,Punjab,Jhelum,4,Pandori,6782,x
Health Facility,Punjab,Jhelum,4,Pd Khan,6783,x
Health Facility,Punjab,Jhelum,4,Phulrey Saeedan,6784,x
Health Facility,Punjab,Jhelum,4,Pind Dadan Khan,6785,x
Health Facility,Punjab,Jhelum,4,Pind Swika,6787,x
Health Facility,Punjab,Jhelum,4,Pindi Said Pur,6788,x
Health Facility,Punjab,Jhelum,4,Pininwali,6789,x
Health Facility,Punjab,Jhelum,4,Pither Nadi,6790,x
Health Facility,Punjab,Jhelum,4,Punchor,6791,x
Health Facility,Punjab,Jhelum,4,Ramdial,6792,x
Health Facility,Punjab,Jhelum,4,Rhc Dina,6793,x
Health Facility,Punjab,Jhelum,4,Sauwal,6796,x
Health Facility,Punjab,Jhelum,4,Snatha,6797,x
Health Facility,Punjab,Jhelum,4,Sodi Gujjar,6798,x
Health Facility,Punjab,Jhelum,4,Sohan,6799,x
Health Facility,Punjab,Jhelum,4,Thq Sohawa,6806,x
Health Facility,Punjab,Jhelum,4,Toba,6809,x
Health Facility,Punjab,Jhelum,4,Wagh,6811,x
District,Punjab,Jhelum,3,Jhelum District Store,6812,x
Health Facility,Punjab,Kasur,4,Bhu Akber Abad,6838,x
Health Facility,Punjab,Kasur,4,Bhu Alpa Kalan,6839,x
Health Facility,Punjab,Kasur,4,Bhu Attari Virk,6840,x
Health Facility,Punjab,Kasur,4,Bhu Awan Chak 39,6841,x
Health Facility,Punjab,Kasur,4,Bhu Bahadar Pura,6842,x
Health Facility,Punjab,Kasur,4,Bhu Bauliana,6843,x
Health Facility,Punjab,Kasur,4,Bhu Bautt,6844,x
Health Facility,Punjab,Kasur,4,Bhu Behar Wal,6845,x
Health Facility,Punjab,Kasur,4,Bhu Beroon Raja Jang,6846,x
Health Facility,Punjab,Kasur,4,Bhu Bhagiana Kalan,6847,x
Health Facility,Punjab,Kasur,4,Bhu Bhaguar Maar,6848,x
Health Facility,Punjab,Kasur,4,Bhu Bhaidian Chak 35,6849,x
Health Facility,Punjab,Kasur,4,Bhu Bhambha Kalan,6850,x
Health Facility,Punjab,Kasur,4,Bhu Bhoay Asal,6851,x
Health Facility,Punjab,Kasur,4,Bhu Bhopay Wal Chak 23,6852,x
Health Facility,Punjab,Kasur,4,Bhu Bongi Kalian,6853,x
Health Facility,Punjab,Kasur,4,Bhu Burj,6854,x
Health Facility,Punjab,Kasur,4,Bhu Chak 18,6855,x
Health Facility,Punjab,Kasur,4,Bhu Chathian Wala,6856,x
Health Facility,Punjab,Kasur,4,Bhu Cheena Arla,6857,x
Health Facility,Punjab,Kasur,4,Bhu Daftoo,6858,x
Health Facility,Punjab,Kasur,4,Bhu Daokey Chak 9,6859,x
Health Facility,Punjab,Kasur,4,Bhu Deu Sial,6860,x
Health Facility,Punjab,Kasur,4,Bhu Dholan Hithar,6861,x
Health Facility,Punjab,Kasur,4,Bhu Dhuddian,6862,x
Health Facility,Punjab,Kasur,4,Bhu Dhuttay,6863,x
Health Facility,Punjab,Kasur,4,Bhu Doblian,6864,x
Health Facility,Punjab,Kasur,4,Bhu Fateh Pur,6865,x
Health Facility,Punjab,Kasur,4,Bhu Gagga Sarai,6866,x
Health Facility,Punjab,Kasur,4,Bhu Gaudi Roop Singh,6867,x
Health Facility,Punjab,Kasur,4,Bhu Gehlan Hithar,6868,x
Health Facility,Punjab,Kasur,4,Bhu Ghuman Key,6869,x
Health Facility,Punjab,Kasur,4,Bhu Green Kot,6870,x
Health Facility,Punjab,Kasur,4,Bhu Handal,6871,x
Health Facility,Punjab,Kasur,4,Bhu Harri Har,6872,x
Health Facility,Punjab,Kasur,4,Bhu Hunjrai Kalan,6873,x
Health Facility,Punjab,Kasur,4,Bhu Hussain,6874,x
Health Facility,Punjab,Kasur,4,Bhu Jumber Khurd,6876,x
Health Facility,Punjab,Kasur,4,Bhu Kacha Paka,6877,x
Health Facility,Punjab,Kasur,4,Bhu Kalas Gama,6878,x
Health Facility,Punjab,Kasur,4,Bhu Kandorangar,6879,x
Health Facility,Punjab,Kasur,4,Bhu Kawain Jhoke,6880,x
Health Facility,Punjab,Kasur,4,Bhu Khai Hithar,6881,x
Health Facility,Punjab,Kasur,4,Bhu Khan Key Morq,6882,x
Health Facility,Punjab,Kasur,4,Bhu Kharpar,6883,x
Health Facility,Punjab,Kasur,4,Bhu Kili Sokal,6884,x
Health Facility,Punjab,Kasur,4,Bhu Kot Mehtab Khan,6885,x
Health Facility,Punjab,Kasur,4,Bhu Kot Sandras,6886,x
Health Facility,Punjab,Kasur,4,Bhu Kotli Raiy Abou Baka,6888,x
Health Facility,Punjab,Kasur,4,Bhu Maddar Chak 26,6889,x
Health Facility,Punjab,Kasur,4,Bhu Matta,6890,x
Health Facility,Punjab,Kasur,4,Bhu Mojoki,6891,x
Health Facility,Punjab,Kasur,4,Bhu Mokal,6892,x
Health Facility,Punjab,Kasur,4,Bhu Mudkey Dhariwal,6893,x
Health Facility,Punjab,Kasur,4,Bhu Mundey Ki,6894,x
Health Facility,Punjab,Kasur,4,Bhu Nathey Khalsa,6895,x
Health Facility,Punjab,Kasur,4,Bhu Nathoki,6896,x
Health Facility,Punjab,Kasur,4,Bhu Nul Hittar,6897,x
Health Facility,Punjab,Kasur,4,Bhu Olakh Hithar,6898,x
Health Facility,Punjab,Kasur,4,Bhu Orara,6899,x
Health Facility,Punjab,Kasur,4,Bhu Pakohki,6900,x
Health Facility,Punjab,Kasur,4,Bhu Pial Kalan,6901,x
Health Facility,Punjab,Kasur,4,Bhu Qandi Wind,6902,x
Health Facility,Punjab,Kasur,4,Bhu Rajo Wal,6903,x
Health Facility,Punjab,Kasur,4,Bhu Ram Thaman,6904,x
Health Facility,Punjab,Kasur,4,Bhu Ramyana,6905,x
Health Facility,Punjab,Kasur,4,Bhu Rao Khan Wala,6906,x
Health Facility,Punjab,Kasur,4,Bhu Sarai Mughal,6907,x
Health Facility,Punjab,Kasur,4,Bhu Sattoki,6908,x
Health Facility,Punjab,Kasur,4,Bhu Sehjra,6909,x
Health Facility,Punjab,Kasur,4,Bhu Shekhum,6910,x
Health Facility,Punjab,Kasur,4,Bhu Tara Gharh,6911,x
Health Facility,Punjab,Kasur,4,Bhu Veerum Chak 4,6912,x
Health Facility,Punjab,Kasur,4,Bhu Wan Adhen,6913,x
Health Facility,Punjab,Kasur,4,Bhu Zafar Key,6914,x
Health Facility,Punjab,Kasur,4,Bhud Marlian Hittar,6915,x
Health Facility,Punjab,Kasur,4,Ddoh Office Patoki,6916,x
Health Facility,Punjab,Kasur,4,Dhq Kasur,6921,x
Health Facility,Punjab,Kasur,4,Disp Jamshair Kalan,6922,x
Health Facility,Punjab,Kasur,4,Disp Talwandi,6923,x
Health Facility,Punjab,Kasur,4,Grd Gulzar Jageer,6924,x
Health Facility,Punjab,Kasur,4,Private,6925,x
Health Facility,Punjab,Kasur,4,Rd Padhana,6926,x
Health Facility,Punjab,Kasur,4,Rhc C Gandah Sing,6927,x
Health Facility,Punjab,Kasur,4,Rhc Changa Manga,6929,x
Health Facility,Punjab,Kasur,4,Rhc Ellah Abad,6930,x
Health Facility,Punjab,Kasur,4,Rhc Habiba Abad,6931,x
Health Facility,Punjab,Kasur,4,Rhc Hallah,6932,x
Health Facility,Punjab,Kasur,4,Rhc Jora,6933,x
Health Facility,Punjab,Kasur,4,Rhc Kanganpur,6934,x
Health Facility,Punjab,Kasur,4,Rhc Khudian,6936,x
Health Facility,Punjab,Kasur,4,Rhc Khudian Khas Substore,6938,x
Health Facility,Punjab,Kasur,4,Rhc Kot Radha Kishen,6939,x
Health Facility,Punjab,Kasur,4,Rhc Krk,6940,x
Health Facility,Punjab,Kasur,4,Rhc Mustafaabad,6941,x
Health Facility,Punjab,Kasur,4,Rhc Phoolnagar,6943,x
Health Facility,Punjab,Kasur,4,Rhc Raja Jang,6945,x
Health Facility,Punjab,Kasur,4,Tb Clinic Pattoka,6948,x
Health Facility,Punjab,Kasur,4,Tehsil Epi Store,6949,x
Health Facility,Punjab,Kasur,4,Tehsil Vaccine Store Kasur,6952,x
Health Facility,Punjab,Kasur,4,Thq Chunian,6957,x
Health Facility,Punjab,Kasur,4,Thq Hosp Pattoki,6959,x
District,Punjab,Kasur,3,Kasur District Store,6960,x
Health Facility,Punjab,Khanewal,4,100 15L,7028,x
Health Facility,Punjab,Khanewal,4,105 15L,7029,x
Health Facility,Punjab,Khanewal,4,115 15L,7030,x
Health Facility,Punjab,Khanewal,4,11A8r,7032,x
Health Facility,Punjab,Khanewal,4,12 Ah,7033,x
Health Facility,Punjab,Khanewal,4,121 15L,7034,x
