Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Kgn Hosp,2542,x
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Rhc Domel,2543,x
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Type D Hosp,2544,x
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Woman And Children Hosp Bannu,2547,x
District,Khyber Pakhtunkhwa,Bannu,3,Bannu District Store,2548,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Arghashori,2575,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Barachr,2576,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Batkool,2577,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Battaly,2578,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Battamori,2579,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Batteela,2580,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Battian,2581,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Charbagh,2583,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Gari Nawab Said,2584,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Jambera,2585,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Joz,2586,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Kannai,2588,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Katora,2590,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Khairabad,2591,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Kharari,2592,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Pagora,2593,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Pashto,2594,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Pemal,2596,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Rashang,2597,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Rupkani,2600,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Sakargah,2601,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Sb Kot,2602,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Shamlai,2603,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Shingli,2607,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Tandol,2609,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Bhu Teloos,2610,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Cd Chanjal,2611,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Cd Nilishang,2612,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Cg Gijbori,2614,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Dhq Battagram,2615,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Mch Ajmira,2617,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Rhc Kozabanda,2618,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Rhc Thakot,2621,x
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Thq Banna,2624,x
District,Khyber Pakhtunkhwa,Batagram,3,Batagram District Store,2630,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Batara,2656,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Charorai,2659,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Cheena,2661,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Dukada,2663,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Elai,2665,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Gagra,2668,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Gokand,2671,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Koga,2673,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Koga Camp Imc,2676,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Korya,2677,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Langaw,2679,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Malka,2682,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Nawakili,2684,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Pander,2687,x
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhu Toorwarsak,2688,x
