Health Level,Admin 1,Admin 2,Level,Facility,UID
Health Facility,Sindh,Jamshoro,4,Tehsil Store Sehwan,10991
Health Facility,Sindh,Jamshoro,4,Tehsil Vaccine Store Kotri,10992
Health Facility,Sindh,Jamshoro,4,Th Manjhand,10994
Health Facility,Sindh,Jamshoro,4,Th Sehwan,10995
Health Facility,Sindh,Jamshoro,4,THQ T B Khan,10997
Health Facility,Sindh,Jamshoro,4,TPS Jamshoro,10999
District,Sindh,Jamshoro,3,Jamshoro District Store,11000
Health Facility,Sindh,Kambar,4,BHU Aitbar Khan CHandio,11031
Health Facility,Sindh,Kambar,4,BHU Arzi BHUtto,11032
Health Facility,Sindh,Kambar,4,BHU Bahram,11033
Health Facility,Sindh,Kambar,4,BHU Bhambho Khan,11034
Health Facility,Sindh,Kambar,4,BHU Chakiani,11035
Health Facility,Sindh,Kambar,4,BHU Dato Teevna,11036
Health Facility,Sindh,Kambar,4,BHU Gaji Khuhawar,11037
Health Facility,Sindh,Kambar,4,BHU Ghathar,11039
Health Facility,Sindh,Kambar,4,BHU Ghazi Khan Khuhawar,11040
Health Facility,Sindh,Kambar,4,BHU Ghulam Ali Magsi,11041
Health Facility,Sindh,Kambar,4,BHU Ghurmani,11042
Health Facility,Sindh,Kambar,4,BHU Hamal,11043
Health Facility,Sindh,Kambar,4,BHU Khandoo,11044
Health Facility,Sindh,Kambar,4,BHU Kot Ghulam Shah,11045
Health Facility,Sindh,Kambar,4,BHU Lalu Raunk,11046
Health Facility,Sindh,Kambar,4,BHU Shaheed Ziauddin Ahmed Iran,11047
Health Facility,Sindh,Kambar,4,BHU Thoof CHousool,11048
Health Facility,Sindh,Kambar,4,BHU Wadho Kalhoro,11049
Health Facility,Sindh,Kambar,4,CHajra Disp,11050
Health Facility,Sindh,Kambar,4,Dispensory Ghogharo,11051
Health Facility,Sindh,Kambar,4,Dispensory Kot Lal Bux Mahesar,11052
Health Facility,Sindh,Kambar,4,District Health Quarter Hosp,11053
Health Facility,Sindh,Kambar,4,GD Abdul Wahab Khoso,11055
Health Facility,Sindh,Kambar,4,Govt Dispensory Noor Muhammad Shaikh,11056
Health Facility,Sindh,Kambar,4,MCH Shahdadkot,11057
Health Facility,Sindh,Kambar,4,RHC Nasir Abad,11058
Health Facility,Sindh,Kambar,4,RHC Qubo,11060
Health Facility,Sindh,Kambar,4,RHC Umed Ali Junejo,11062
Health Facility,Sindh,Kambar,4,RHC Wagan,11063
Health Facility,Sindh,Kambar,4,Taluka Hosp Shahdadkot,11064
Health Facility,Sindh,Kambar,4,THQ Miro Khan,11066
Health Facility,Sindh,Kambar,4,THQ Warah,11068
District,Sindh,Kambar,3,Kambar District Store,11070
Health Facility,Sindh,Kashmore,4,BHU Abdul Qadir Bhayo,11085
Health Facility,Sindh,Kashmore,4,BHU Badani,11086
Health Facility,Sindh,Kashmore,4,BHU Dari,11087
Health Facility,Sindh,Kashmore,4,BHU Ghouspur,11088
Health Facility,Sindh,Kashmore,4,BHU Ghulam Sarwar,11089
Health Facility,Sindh,Kashmore,4,BHU Jahan Khan Bhangwar,11090
Health Facility,Sindh,Kashmore,4,BHU Khewali,11091
Health Facility,Sindh,Kashmore,4,BHU M Usman Khoso,11092
Health Facility,Sindh,Kashmore,4,BHU Muhammad Khan Mazari,11093
Health Facility,Sindh,Kashmore,4,BHU Pir Jam Bijarani,11094
Health Facility,Sindh,Kashmore,4,BHU Sheer Muhammad Bijarani,11095
Health Facility,Sindh,Kashmore,4,BHU Zorgash,11096
Health Facility,Sindh,Kashmore,4,GD Abdul Qadir,11097
Health Facility,Sindh,Kashmore,4,GD G Hussain Banghwar,11098
Health Facility,Sindh,Kashmore,4,GD Hafeezullah,11099
Health Facility,Sindh,Kashmore,4,GD Illahi Bux Khoso,11100
Health Facility,Sindh,Kashmore,4,GD Muhammad Azim Goth,11101
Health Facility,Sindh,Kashmore,4,GD Rahmat Bijarani,11102
Health Facility,Sindh,Kashmore,4,Goreaje Khan Dahani Disp,11103
Health Facility,Sindh,Kashmore,4,MCH Kandhkot,11104
Health Facility,Sindh,Kashmore,4,MNCH Kashmore,11105
Health Facility,Sindh,Kashmore,4,RHC Karampur,11106
Health Facility,Sindh,Kashmore,4,RHC Tangwani,11107
Health Facility,Sindh,Kashmore,4,Rhu Buxapur,11109
Health Facility,Sindh,Kashmore,4,Shertabad,11110
Health Facility,Sindh,Kashmore,4,THQ Kandh Kot,11111
Health Facility,Sindh,Kashmore,4,THQ Kashmore,11113
Health Facility,Sindh,Kashmore,4,Wapda Hosp Guddu,11115
District,Sindh,Kashmore,3,Kashmore Distrct Store,11116
Health Facility,Sindh,Khairpur,4,BHU Arab Solangi,11127
Health Facility,Sindh,Khairpur,4,BHU BaCHal Bhambhro,11128
Health Facility,Sindh,Khairpur,4,BHU Belharo,11129
Health Facility,Sindh,Khairpur,4,BHU Bozdar Wada,11130
Health Facility,Sindh,Khairpur,4,BHU Dhabi,11131
Health Facility,Sindh,Khairpur,4,BHU Dhveo,11132
Health Facility,Sindh,Khairpur,4,BHU Hindyari,11133
Health Facility,Sindh,Khairpur,4,BHU Khair Pur,11134
Health Facility,Sindh,Khairpur,4,BHU Khurha,11135
Health Facility,Sindh,Khairpur,4,BHU Razidaro,11136
Health Facility,Sindh,Khairpur,4,BHU Ripri,11137
Health Facility,Sindh,Khairpur,4,BHU Setharja,11139
Health Facility,Sindh,Khairpur,4,BHU Sikandarabad,11140
Health Facility,Sindh,Khairpur,4,BHU Tajjal,11141
Health Facility,Sindh,Khairpur,4,G I M S,11143
Health Facility,Sindh,Khairpur,4,GD Arab Phul,11147
Health Facility,Sindh,Khairpur,4,GD Model Village,11148
Health Facility,Sindh,Khairpur,4,Kharalabad,11149
Health Facility,Sindh,Khairpur,4,MCH Their,11152
Health Facility,Sindh,Khairpur,4,Nara Medical Complex,11153
Health Facility,Sindh,Khairpur,4,RHC Agra,11154
Health Facility,Sindh,Khairpur,4,RHC Faiz Ganj,11155
Health Facility,Sindh,Khairpur,4,RHC Noragate,11156
Health Facility,Sindh,Khairpur,4,RHC Pir Jo Goth,11157
Health Facility,Sindh,Khairpur,4,RHC Taluk Hq Sobho Dero,11159
Health Facility,Sindh,Khairpur,4,Taluka EPI Store Khairpur,11164
Health Facility,Sindh,Khairpur,4,Taluka EPI Store Thari Mir Wah,11166
Health Facility,Sindh,Khairpur,4,Taluka Stoor RHC Kotdeji,11169
District,Sindh,Khairpur,3,Khairpur District Store,11171
Health Facility,Sindh,Khibaldia,4,Murshid Hosp.,11175
Health Facility,Sindh,Khibaldia,4,Rasheedabad Disp,11176
Health Facility,Sindh,Khibaldia,4,RHC Baldia,11177
Health Facility,Sindh,Khibaldia,4,Yasmin General Clinic And Maternity,11178
Health Facility,Sindh,Khibaldia,4,ZMC,11179
District,Sindh,Khibaldia,3,Khibaldia District Store,11180
Health Facility,Sindh,Khibinqasim,4,BeeCHam Trust,11186
Health Facility,Sindh,Khibinqasim,4,BHU Ibrahim Hydri,11187
Health Facility,Sindh,Khibinqasim,4,BHU Karamdad Jokhio,11188
Health Facility,Sindh,Khibinqasim,4,Dmc Cattle Colony,11189
Health Facility,Sindh,Khibinqasim,4,Examplimentry Disp Zafar Town,11190
Health Facility,Sindh,Khibinqasim,4,Hands Hosp,11191
Health Facility,Sindh,Khibinqasim,4,Jima Himati Goth Disp,11192
Health Facility,Sindh,Khibinqasim,4,Maternity Home Labour Square,11196
Health Facility,Sindh,Khibinqasim,4,Primary Health Care Aku,11197
Health Facility,Sindh,Khibinqasim,4,Quality Diagnostic Lab,11198
Health Facility,Sindh,Khibinqasim,4,SGD Sheedi Goth,11200
Health Facility,Sindh,Khibinqasim,4,Shaheed Bakhtawar Maternity Home,11201
Health Facility,Sindh,Khibinqasim,4,Shaheed Benazir Disp,11202
Health Facility,Sindh,Khibinqasim,4,Shahnawaz Goth Population Welfare Trust,11203
Health Facility,Sindh,Khibinqasim,4,YMC Shah Town,11204
District,Sindh,Khibinqasim,3,Khibinqasim District Store,11205
Health Facility,Sindh,Khigadap,4,Ali Goth Disp,11208
Health Facility,Sindh,Khigadap,4,Dumba Goth BHU,11209
Health Facility,Sindh,Khigadap,4,Dur Mohd Goth BHU,11210
Health Facility,Sindh,Khigadap,4,Experimental,11211
Health Facility,Sindh,Khigadap,4,Gadap City DCD,11212
Health Facility,Sindh,Khigadap,4,Huderwah BHU,11213
Health Facility,Sindh,Khigadap,4,Kathor MCH,11216
Health Facility,Sindh,Khigadap,4,Lassi Goth BHU,11217
Health Facility,Sindh,Khigadap,4,Maymarresident Walfare Association,11218
Health Facility,Sindh,Khigadap,4,MCH Darsano CHano Goth,11219
