Health Level,Admin 1,Admin 2,Level,Facility,UID
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Budh,2970
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Fateh,2971
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Gara Essa Khan,2972
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Giloti,2973
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Jabar Wala,2974
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Kathgar,2975
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Kotla Lodhian,2976
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Lar,2979
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Lunda,2981
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Maddi,2982
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Mahra,2983
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Malana,2984
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Muryali,2986
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Musazai,2987
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Patah,2988
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Ramak,2989
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Saggo,2990
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Shore Kot,2991
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Takwara,2992
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Wnda Madat,2993
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Yarik,2994
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,BHU Zafarabad Korai,2996
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Bahadri,2997
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Dhakki,2998
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Dinpur,3001
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Gara Bakhtiar,3003
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Haji Mora,3004
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Hattala,3005
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Muslim Bazar,3006
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Naiwaila,3007
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Ratta KulaCHi,3008
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Rehmani Khel,3009
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CD Yarik,3011
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,CH Choudwan,3012
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Civil Hosp 2. Draban Kalan,3013
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Civil Hosp CHaudwan,3014
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,MCH Islamia Colony,3016
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Mmm Hosp,3017
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,RHC Kiri Shamo Zai,3018
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,RHC Kot Jai,3019
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Tba Centre,3023
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,THQ Hosp Pharpur,3024
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,THQ KulaCHi,3028
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,THQ Paroa,3031
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Type D Hosp Panyala,3033
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Zhq Dera,3037
District,Khyber Pakhtunkhwa,Dera Ismail Khan,3,Dikhan District Store,3038
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Adizai,3067
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Aosake,3068
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Aras Kale,3069
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Asgay,3071
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Banda Talash,3072
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Beshegram,3074
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU CHadara,3075
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Chakdara,3076
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU CHinar Kot,3078
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Damtal,3079
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Drangal,3080
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Gal,3081
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Hayasin,3082
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Khadakzai,3084
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Khungi,3085
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Laghman Banda,3086
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Lajbok,3087
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Makhai,3088
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Mian Kaly,3089
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Morane,3090
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Nasapa,3092
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Pengal,3093
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Ramora,3094
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Shagai,3095
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Sore Kandao,3096
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Tangi,3097
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Temargara,3098
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Toda CHina,3100
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU TOOR,3102
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Tormang,3103
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,BHU Zimdara,3105
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Badwan,3106
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Bagh,3107
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Khanpur,3108
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Khazaza,3109
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Kotigram,3110
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Koto,3111
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Mian Baran Gola,3112
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Munjai,3113
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Sado,3114
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CD Sholam,3115
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CDmalakand,3116
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,CHc Com Helth Center,3117
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,MCH Khal,3121
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,MCH Maskani,3122
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,RHC Gulabad,3123
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,RHC Lalqala,3126
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,RHC Mayar,3129
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,RHC Munda,3132
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,RHC OuCH,3135
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,THQ Chakdara,3136
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,THQ SamaRBagh,3142
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,THQ Talash,3144
District,Khyber Pakhtunkhwa,Lower Dir,3,Dirlower District Store,3145
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU  Darora,3151
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU 12.UC Jaber,3152
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU 3.Nihag Bandai,3153
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU 6.UC Kalkot,3154
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU 6.UC Sundal,3157
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU 8.UC Sawnai,3158
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU 9.UC Kotkay,3159
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Akhagram,3160
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Dakor,3161
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Dir,3162
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Dislower,3163
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Ganori,3164
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Main Dara,3165
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Palam,3166
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Pashta,3167
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Qulandi,3168
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,BHU Tarpatar,3169
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Cat D Wari,3170
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,CD Nihag Bandai,3172
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,RHC  Barawal,3173
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,RHC 7.UC Sharingal,3176
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,RHC Bibyawar,3178
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,THQ 15.UC Patrak,3179
District,Khyber Pakhtunkhwa,Upper Dir,3,Dirupper District Store,3181
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Bilyamina,3184
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Dallan,3185
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU DaRBand,3186
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Darband ,3187
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Darsamand,3188
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Doaaba,3189
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Ibrahim Zai,3190
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Kahi,3191
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU KaRBogha,3193
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Miaji Khel,3194
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Mohammad Khwaja,3195
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Sarozai,3196
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Shahoo Khe,3197
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Shinawari ,3199
Health Facility,Khyber Pakhtunkhwa,Hangu,4,BHU Togh Sarai,3200
Health Facility,Khyber Pakhtunkhwa,Hangu,4,CD Torawari,3201
Health Facility,Khyber Pakhtunkhwa,Hangu,4,DHQ Hosp Hangu,3202
Health Facility,Khyber Pakhtunkhwa,Hangu,4,RHC Naryab,3203
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Shc Torawari,3204
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Sub Health Centre Doaba,3205
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Thall THQ Hosp,3206
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Zhq Hangu,3209
District,Khyber Pakhtunkhwa,Hangu,3,Hangu District Store,3210
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Amgah,3240
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Bagrha,3241
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Bait Gali,3242
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Bandi Sher Khan,3243
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Barag,3244
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Barkot,3245
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Beer,3246
Health Facility,Khyber Pakhtunkhwa,Haripur,4,CD Hamlet,3247
Health Facility,Khyber Pakhtunkhwa,Haripur,4,CHaintari,3248
Health Facility,Khyber Pakhtunkhwa,Haripur,4,D Type Hosp,3250
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Dheenda,3254
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Dingi,3256
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Gali Amazai,3257
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Ghumawan,3258
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Gudwalian,3260
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Halli,3261
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Hattar,3262
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Jab,3263
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Jittti Pind,3264
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kalinger,3265
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kangra,3267
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kato Center,3268
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Khoinara,3269
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kholian Bala,3270
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Koklian Peeran,3271
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kokotri,3272
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kot Najeeb Ullah,3273
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kotehra,3274
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kts Khalabat,3275
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kundi,3276
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Luder Mang,3277
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Manakarai,3278
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Mang,3279
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Mer Pur,3280
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Muslim Abad,3281
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Najaf Pur,3282
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Nallah,3283
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Nara Amazi,3284
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Panian,3285
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Pharari,3286
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Qazi Pur,3287
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Rehana,3288
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Saray Saleh,3289
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Shah Mohammad,3291
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Sikandarpur,3292
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Sirikot,3293
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Teer,3294
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Tofkian,3295
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Ud Central Jail,3297
Health Facility,Khyber Pakhtunkhwa,Haripur,4,WCH Haripur,3298
District,Khyber Pakhtunkhwa,Haripur,3,Haripur District Store,3299
Health Facility,Khyber Pakhtunkhwa,Karak,4,Ahmad Abad,3324
Health Facility,Khyber Pakhtunkhwa,Karak,4,Bd Shah,3325
Health Facility,Khyber Pakhtunkhwa,Karak,4,Bhadar Khel,3326
Health Facility,Khyber Pakhtunkhwa,Karak,4,BHU Easak Chonthra,3327
Health Facility,Khyber Pakhtunkhwa,Karak,4,BHU Ghundi Mir Khan Khel,3328
Health Facility,Khyber Pakhtunkhwa,Karak,4,Chokra,3329
Health Facility,Khyber Pakhtunkhwa,Karak,4,Civil Hospital Bahader Khel,3330
Health Facility,Khyber Pakhtunkhwa,Karak,4,Civil Hospital Terri,3331
Health Facility,Khyber Pakhtunkhwa,Karak,4,DHO Office Karak,3332
Health Facility,Khyber Pakhtunkhwa,Karak,4,Esak CHontra,3333
Health Facility,Khyber Pakhtunkhwa,Karak,4,Ghundi Mira Khan Khel,3334
Health Facility,Khyber Pakhtunkhwa,Karak,4,Gurguri,3335
Health Facility,Khyber Pakhtunkhwa,Karak,4,Jandri,3336
Health Facility,Khyber Pakhtunkhwa,Karak,4,Jatta,3337
Health Facility,Khyber Pakhtunkhwa,Karak,4,Jehangiri,3338
Health Facility,Khyber Pakhtunkhwa,Karak,4,Karak,3340
Health Facility,Khyber Pakhtunkhwa,Karak,4,Khojaki,3341
Health Facility,Khyber Pakhtunkhwa,Karak,4,Latamber,3342
Health Facility,Khyber Pakhtunkhwa,Karak,4,Metakhel,3343
Health Facility,Khyber Pakhtunkhwa,Karak,4,Mir Hassan Khel,3344
Health Facility,Khyber Pakhtunkhwa,Karak,4,Nari Panoos,3347
Health Facility,Khyber Pakhtunkhwa,Karak,4,Palosasar,3348
Health Facility,Khyber Pakhtunkhwa,Karak,4,RHC Ahmed Abad,3349
Health Facility,Khyber Pakhtunkhwa,Karak,4,RHC Jandri ,3350
Health Facility,Khyber Pakhtunkhwa,Karak,4,RHC Nari Panos,3351
Health Facility,Khyber Pakhtunkhwa,Karak,4,RHC Sabir Abad,3352
Health Facility,Khyber Pakhtunkhwa,Karak,4,RHC Shnawa Gudi Khel,3353
Health Facility,Khyber Pakhtunkhwa,Karak,4,Sabir Abad,3354
Health Facility,Khyber Pakhtunkhwa,Karak,4,Shanwan Gudi Khel,3356
Health Facility,Khyber Pakhtunkhwa,Karak,4,Takht Nasrati,3357
Health Facility,Khyber Pakhtunkhwa,Karak,4,Terri,3359
Health Facility,Khyber Pakhtunkhwa,Karak,4,Zanana Hosp,3360
District,Khyber Pakhtunkhwa,Karak,3,Karak District Store,3364
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU ALI KATCH,3371
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Barrh,3372
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU CHorlaki,3373
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Dhoda,3375
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU DOLI BANDA,3378
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU KaCHai,3379
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU KHADAR KHEL,3381
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU LaCHi -Rural,3382
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU MARAEE,3383
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Marai,3384
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Mohammad Zai,3385
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Nakband,3387
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Parshai,3389
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU PERSHAI,3390
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU SHAWAKI,3391
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Sher Kot,3392
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Showiki,3394
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Sudal,3395
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU SULEMAN TALAB,3396
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Suleman Talib Shahpur,3397
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Tappi,3399
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Togh,3400
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU Tolang,3402
Health Facility,Khyber Pakhtunkhwa,Kohat,4,BHU ZIARAT,3403
Health Facility,Khyber Pakhtunkhwa,Kohat,4,CD Cantt,3404
Health Facility,Khyber Pakhtunkhwa,Kohat,4,CD Chakar Koi,3405
Health Facility,Khyber Pakhtunkhwa,Kohat,4,CD Jungal Khel,3406
Health Facility,Khyber Pakhtunkhwa,Kohat,4,CD Kharmatoo,3407
Health Facility,Khyber Pakhtunkhwa,Kohat,4,CD Meranat Khel,3408
Health Facility,Khyber Pakhtunkhwa,Kohat,4,CD Shadipur,3409
Health Facility,Khyber Pakhtunkhwa,Kohat,4,Civil Hosp Skd,3410
Health Facility,Khyber Pakhtunkhwa,Kohat,4,CMH Kohat,3411
Health Facility,Khyber Pakhtunkhwa,Kohat,4,Dr Samin Shah,3413
Health Facility,Khyber Pakhtunkhwa,Kohat,4,LMH,3414
Health Facility,Khyber Pakhtunkhwa,Kohat,4,MCH Jarma,3416
Health Facility,Khyber Pakhtunkhwa,Kohat,4,MCH Jungel Khel,3417
Health Facility,Khyber Pakhtunkhwa,Kohat,4,RHC Bilitang,3418
Health Facility,Khyber Pakhtunkhwa,Kohat,4,RHC Gumbat,3419
Health Facility,Khyber Pakhtunkhwa,Kohat,4,RHC Uster Zai,3421
Health Facility,Khyber Pakhtunkhwa,Kohat,4,Social Security Disp,3423
Health Facility,Khyber Pakhtunkhwa,Kohat,4,Sub Health Center Surgul,3424
District,Khyber Pakhtunkhwa,Kohat,3,Kohat District Store,3425
Health Facility,Khyber Pakhtunkhwa,Kohistan,4,BHU Jijal,3447
Health Facility,Khyber Pakhtunkhwa,Kohistan,4,RHC Dasu,3450
Health Facility,Khyber Pakhtunkhwa,Kohistan,4,RHC Pattan,3451
Health Facility,Khyber Pakhtunkhwa,Kohistan,4,RHC Ranolia,3455
District,Khyber Pakhtunkhwa,Kohistan,3,Kohistan District Store,3458
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Abakhel,3466
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU ABDUL KHEL,3467
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Adamzai,3468
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Bagu Khel,3469
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU BEGU KHEL,3470
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU BEHRAM KHEL,3471
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Beram Khel,3472
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Gandi Khan Khel,3473
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Ghaznikhel,3474
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU KHAN KHEL,3475
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU KOT KASHAMIR,3476
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Kot Kashmir,3477
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Kot Kashmir BaCHkan,3478
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Land Ahmad Khel,3479
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Langer Khel,3480
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Mamakhel,3482
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Mandan Manjiwala,3483
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU MANJIWALA,3484
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU MASHA MANSOOR,3485
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Mashamansoor,3486
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Nar Muzaffar,3488
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU NAWAR KHEL,3490
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Nawaz Khel,3491
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Pahar Khel Tal,3492
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Paharkhel Tal KaCHa Kamar,3493
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU PAHARKHEL THAL ,3494
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU SHAH TORA,3495
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Shatora,3496
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Shehbaz Khel,3497
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Suleman Khel,3498
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,BHU Tajazai,3499
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,CD Dallo Khel,3500
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,CD Pakka,3501
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,CD ZANGI KHEL,3502
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,CD Zangikhel,3503
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,CH SARAI NAURANG FIXED,3504
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,CH TAJORI,3505
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,CH Tijori,3506
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,City Hosp,3508
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,CITY HOSPITAL  LAKKI FIXED,3509
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,DHQ HOSPITAL ,3510
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,DHQ Lakki,3511
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,RHC Ahmad Khel,3512
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,RHC Gambela,3514
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,RHC Landiwa,3515
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,RHC Titterkhel,3516
Health Facility,Khyber Pakhtunkhwa,Lakki Marwat,4,Teshsil Store Norang Lakkimarwat,3518
District,Khyber Pakhtunkhwa,Lakki Marwat,3,Lakkimrwt District Store,3519
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Ashakai,3526
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Bara Banda,3527
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Barr,3528
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Butano Khpa,3529
Health Facility,Khyber Pakhtunkhwa,Malakand PA,4,BHU Gu Khail,3530
