UID,Admin 1,Province PCode,Admin 2,District PCode,Admin 3,Tehsil PCode,Facility,Health Facility Code,Facility Type
1365,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Jaggat Pur-Bhu,123048,Bhu
1366,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Karm Dad Qurashi-Bhu,123050,Bhu
1367,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Khan Garh-Rhc,123092,Rhc
1368,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Khan Pur Bagga Sher-Bhu,123051,Bhu
1369,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Makwal-Bhu,123042,Bhu
1370,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Dewala-Bhu,123115,Bhu
1371,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Mondka-Bhu,123120,Bhu
1372,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Muzaffargarh-Hospital,123130,Dhq
1373,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Dasti Wala (Lutkeran )-Bhu,123133,Bhu
1374,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Mahrah-Bhu,123052,Bhu
1375,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Murad Abad-Bhu,123054,Bhu
1376,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Langer Surai-Bhu,123132,Bhu
1377,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Ali Wala-Bhu,123039,Bhu
1378,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Rangpur-Rhc,123093,Rhc
1379,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Rohilanwali-Rhc,123094,Rhc
1380,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Shah Jamal-Rhc,123095,Rhc
1381,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Sharif Chujra-Bhu,123056,Bhu
1382,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Doaba-Bhu,123041,Bhu
1383,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Thata Qurashi-Bhu,123057,Bhu
1384,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Umer Pur Joonobi-Bhu,123058,Bhu
1385,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Miran Pur-Bhu,123043,Bhu
1386,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Usman Koria-Bhu,123125,Bhu
1387,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Utra Sandila-Bhu,123059,Bhu
1388,Punjab,1,Muzaffargarh,123,Alipur,4,Mud Wala-Dispensary,123060,Dispensary
1389,Punjab,1,Muzaffargarh,123,Alipur,4,Binda Ishaq-Rural Disp.,123063,Rd
1390,Punjab,1,Muzaffargarh,123,Jatoi,3,Basti Mirani-Rural Disp.,123061,Rd
1391,Punjab,1,Muzaffargarh,123,Kotadu,2,Ghazi Ghat-Rural Disp.,123069,Rd
1392,Punjab,1,Muzaffargarh,123,Kotadu,2,Kot Adu-Mch Ctr,123079,Mch
1393,Punjab,1,Muzaffargarh,123,Kotadu,2,Kotadu-Civil Dispensary T.P.Link,123135,Dispensary
1394,Punjab,1,Muzaffargarh,123,Kotadu,2,535/Tda-Grd 535/Tda-Rural Disp.,123138,Rd
1395,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Pir Kamal-Civil Disp.,123071,Cd
1396,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Iqbal Nagar-Rural Disp.,123072,Rd
1397,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Khan Bela-Rural Disp.,123074,Rd
1398,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Jarian Wala-Mch Ctr,123080,Mch
1399,Punjab,1,Muzaffargarh,123,Muzaffargarh,1,Muzaffargarh-Muncipial Dispensary,123139,Dispensary
9629,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Palio Khero,243122,Gd
9628,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Saeedi Charr,243123,Gd
9627,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Fatuhal Zardari,243124,Gd
9626,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Gd Fazul Keerio,243125,Gd
9625,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Mch Shahmir Zardari,243126,Mch
9624,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Mch Haji Murad Ali Chandio,243127,Mch
9623,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Mch Nasri Sharif,243128,Mch
9622,Sindh,2,Shaheed Benazirabad,243,Sakrand,24303,Mch Baksho Magsi,243129,Mch
9621,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Gd Allah Bux Fujj,243130,Gd
9620,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Gd Mir Karim Bux Talpur,243131,Gd
9619,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Mch Aqil Rahu,243132,Mch
10848,Sindh,2,Jacobabad,231,Jacobabad,23102,Abdullah Lashari,231002,Bhu
9618,Sindh,2,Shaheed Benazirabad,243,Kazi Ahmed,24304,Usk Nabi Bux Dahri,243133,Others
10849,Sindh,2,Jacobabad,231,Garhi Khairo,23101,Gd Allahabad,231003,Gd
10850,Sindh,2,Jacobabad,231,Garhi Khairo,23101,Rasoolabad,231004,Bhu
10851,Sindh,2,Jacobabad,231,Garhi Khairo,23101,Hashmatabad,231005,Bhu
10852,Sindh,2,Jacobabad,231,Thull,23103,Bachro,231006,Bhu
10853,Sindh,2,Jacobabad,231,Thull,23103,Gd Abdul Rasool Khoso,231007,Gd
12270,Sindh,2,Umerkot,254,Samaro,25403,Ahmed Abad,254803,Cd
12269,Sindh,2,Umerkot,254,Samaro,25403,Samaro,254076,Thq
12268,Sindh,2,Umerkot,254,Samaro,25403,Nawaz Ali Shah,254044,Bhu
12266,Sindh,2,Umerkot,254,Samaro,25403,Saleh Bhambhro,254039,Bhu
12267,Sindh,2,Umerkot,254,Samaro,25403,Samaro Road,254040,Bhu
12265,Sindh,2,Umerkot,254,Samaro,25403,Pir Sarhandi,254038,Bhu
12263,Sindh,2,Umerkot,254,Samaro,25403,Mir Din Mohammad,254035,Bhu
12264,Sindh,2,Umerkot,254,Samaro,25403,Padhrio Farm,254037,Bhu
12262,Sindh,2,Umerkot,254,Samaro,25403,Tobhan Vari,254001,Bhu
12261,Sindh,2,Umerkot,254,Samaro,25403,Araro Bhurgri,252540,Bhu
12260,Sindh,2,Umerkot,254,Pithoro,25402,Pithoro,254075,Thq
12259,Sindh,2,Umerkot,254,Pithoro,25402,Shadi Palli,254042,Bhu
12258,Sindh,2,Umerkot,254,Pithoro,25402,Sanwan Rajar,254041,Bhu
12257,Sindh,2,Umerkot,254,Pithoro,25402,Ghulam Nabi Shah,254034,Bhu
12256,Sindh,2,Umerkot,254,Pithoro,25402,Abdul Hakeem Arisar,254030,Bhu
12255,Sindh,2,Umerkot,254,Pithoro,25402,Ameen Mohd Rajar,254005,Cd
12254,Sindh,2,Umerkot,254,Kunri,25401,Hajra Materenity Home,254086,Mh
12253,Sindh,2,Umerkot,254,Kunri,25401,Nabisar Road,254081,Rhc
12251,Sindh,2,Umerkot,254,Kunri,25401,Mohammad Hassan Gujrati,254036,Bhu
12252,Sindh,2,Umerkot,254,Kunri,25401,Talhi Station,254059,Bhu
12250,Sindh,2,Umerkot,254,Kunri,25401,Dilawar Hussain Shah,254033,Bhu
12249,Sindh,2,Umerkot,254,Kunri,25401,Darello,254032,Bhu
12248,Sindh,2,Umerkot,254,Kunri,25401,Maghan Khan Chandio,254014,Cd
12247,Sindh,2,Umerkot,254,Kunri,25401,Nabisar Thar,254012,Bhu
12246,Sindh,2,Umerkot,254,Kunri,25401,Sajan Khan Chandio,254011,Cd
12244,Sindh,2,Thatta,217,Shah Bander,21717,Qadir Dino Shah,217093,Cd
12245,Sindh,2,Thatta,217,Shah Bander,21717,Googani,217102,Bhu
12243,Sindh,2,Thatta,217,Shah Bander,21717,Chuhar Jamali,217040,Rhc
12242,Sindh,2,Thatta,217,Shah Bander,21717,Ladyoon,217039,Bhu
12241,Sindh,2,Thatta,217,Shah Bander,21717,Jungo Jalbani,217038,Bhu
12240,Sindh,2,Thatta,217,Shah Bander,21717,Jaind Zangeejo,217037,Bhu
12239,Sindh,2,Thatta,217,Mirpur Sakro,21716,Mathino  Rind,217063,Bhu
12238,Sindh,2,Thatta,217,Mirpur Sakro,21716,Haji Muhammad Sodho,217062,Bhu
12237,Sindh,2,Thatta,217,Mirpur Bathoro,21716,Mureed Jareejo,217060,Bhu
12236,Sindh,2,Thatta,217,Mirpur Sakro,21716,Shzaid Medical Centre,217036,Thq
12234,Sindh,2,Thatta,217,Mirpur Sakro,21716,Noor Muhammad Thaheem,217033,Bhu
12235,Sindh,2,Thatta,217,Mirpur Sakro,21716,Gharo  Mch Centre Gharo,217035,Rhc
12233,Sindh,2,Thatta,217,Mirpur Sakro,21716,Jokhio Village,217032,Bhu
12232,Sindh,2,Thatta,217,Mirpur Sakro,21716,Gujjo,217031,Bhu
12231,Sindh,2,Thatta,217,Mirpur Sakro,21716,Ghulammullah,217030,Bhu
12229,Sindh,2,Thatta,217,Mirpur Sakro,21716,Dhabeeji,217028,Bhu
12230,Sindh,2,Thatta,217,Mirpur Sakro,21716,Garhi Wah,217029,Bhu
12228,Sindh,2,Thatta,217,Mirpur Sakro,21716,Buhara,217027,Bhu
12227,Sindh,2,Thatta,217,Mirpur Bathoro,21716,Rahoot,217023,Bhu
12225,Sindh,2,Thatta,217,Mirpur Bathoro,21716,Kandhra,217021,Bhu
12226,Sindh,2,Thatta,217,Mirpur Bathoro,21716,Liakpur,217022,Bhu
12224,Sindh,2,Thatta,217,Mirpur Bathoro,21716,Jhoke Sharif,217020,Bhu
12222,Sindh,2,Thatta,217,Mirpur Bathoro,21716,Banoo,217018,Bhu
12223,Sindh,2,Thatta,217,Mirpur Bathoro,21716,Darya Khan Sooho,217019,Bhu
12221,Sindh,2,Thatta,217,Mirpur Bathoro,21716,Ali Muhammad Gugo,217017,Bhu
12220,Sindh,2,Thatta,217,Thatta,21709,Looni Kot,217703,Cd
12218,Sindh,2,Thatta,217,Thatta,21709,Town Thatta,217701,Cd
12219,Sindh,2,Thatta,217,Thatta,21709,Hylia,217702,Cd
12217,Sindh,2,Thatta,217,Ghorabari,21709,Malook Lakho,217099,Cd
12215,Sindh,2,Thatta,217,Ghorabari,21709,Gail Mori,217095,Bhu
12216,Sindh,2,Thatta,217,Thatta,21709,Keenjhar,217097,Emc
12214,Sindh,2,Thatta,217,Thatta,21709,Nagan,217087,Cd
12212,Sindh,2,Thatta,217,Thatta,21709,Pir Bux Brohi,217085,Cd
12213,Sindh,2,Thatta,217,Thatta,21709,New Road,217086,Cd
12211,Sindh,2,Thatta,217,Thatta,21709,Ramzan Haijab,217084,Cd
12210,Sindh,2,Thatta,217,Ghorabari,21709,Abdullah Kehar,217082,Cd
12209,Sindh,2,Thatta,217,Thatta,21709,Achar Jakhhro,217067,Bhu
12208,Sindh,2,Thatta,217,Thatta,21709,Pir Jo Goth,217066,Bhu
12207,Sindh,2,Thatta,217,Thatta,21709,Civil Hospital Thatta  Mch Centre,217059,Dhq
12206,Sindh,2,Thatta,217,Thatta,21709,Jhirck,217058,Rhc
12205,Sindh,2,Thatta,217,Thatta,21709,Jungshahi  Mch Centre Jungshahi,217057,Rhc
12204,Sindh,2,Thatta,217,Thatta,21709,Baradabad,217055,Cd
12203,Sindh,2,Thatta,217,Thatta,21709,Tando Hafiz Shah,217054,Bhu
12202,Sindh,2,Thatta,217,Thatta,21709,Jhimpir,217053,Bhu
1508,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Jalbai,352002,Bhu
1509,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Mangol Chai,352006,Bhu
1510,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Marghuz,352008,Rhc
1511,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Qadra,352009,Bhu
1512,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Shah Mansoor,352010,Bhu
1513,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Tarakai,352011,Bhu
1514,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Bachai,352013,Bhu
1515,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Bahadar Abad,352014,Bhu
1516,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Baja,352015,Bhu
1517,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Gandaf,352019,Bhu
1518,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Gani Chatra,352020,Bhu
1519,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Ismaila,352021,Bhu
1520,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Janda,352022,Bhu
1521,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Kalabat,352024,Bhu
1522,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Mian Killi,352025,Bhu
1523,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Manai,352026,Bhu
1524,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Sheikh Jana,352029,Bhu
1525,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Zaida,352030,Bhu
1526,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Zaroobi,352031,Bhu
1527,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Adina,352032,Bhu
1528,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Betakara,352033,Bhu
1529,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Kotta,352035,Bhu
1530,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Check Noda,352036,Bhu
1531,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Punjpir,352037,Bhu
1532,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Salim Khan,352038,Bhu
1533,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Shewa,352039,Bhu
1534,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Tand Kohi,352040,Bhu
1535,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Utla,352050,Cd
1536,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Kallu Khan,352055,Ch
1537,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Dhq Hospital,352064,Dhq
1538,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Gabassni,352069,Bhu
1539,Khyber Pakhtunkhwa,3,Swabi,52,Swabi,,Pehur Hemlet,352048,Cd
1540,Khyber Pakhtunkhwa,3,Swabi,52,Topi,,Bada,352044,Cd
1541,Khyber Pakhtunkhwa,3,Swabi,52,Topi,,Chh Topi,352056,Ch
1542,Khyber Pakhtunkhwa,3,Swabi,52,Razar,,Dagai,352001,Bhu
1543,Khyber Pakhtunkhwa,3,Swabi,52,Razar,,Sadri Jadid,352027,Bhu
4985,Balochistan,4,Dera Bugti,451,Phellawagh,4510002,Killi Gul Muhammad,451006,Bhu
4984,Balochistan,4,Dera Bugti,451,Phellawagh,4510002,Killi Bashkan,451005,Bhu
8366,Balochistan,4,Dera Bugti,451,Phellawagh,4510002,Khand Garani Killi Gouran,451062,Bhu
8367,Gilgit-Balistan,6,Astore,60,Astore,0,Ch Eidgah Astore,606040,Ch
8450,Punjab,1,Mianwali,830,Mianwali,2,Ghundi,183019,Bhu
12634,Khyber Pakhtunkhwa,3,Buner,42,Gagra,4203,Cheena,342029,Bhu
8449,Punjab,1,Mianwali,830,Mianwali,2,Pai Khel,183028,Bhu
10174,Khyber Pakhtunkhwa,8,Mohmand,802,Ekkaghund,802001,Michni,802002,Bhu
4978,Balochistan,4,Dera Bugti,451,Dera Bugti,4510001,Killi Shaiq Khan Pitokh,451049,Bhu
4977,Balochistan,4,Dera Bugti,451,Dera Bugti,4510001,Killi Piara Khan,451061,Bhu
4976,Balochistan,4,Dera Bugti,451,Dera Bugti,4510001,Habib Rahi,451003,Bhu
4975,Balochistan,4,Zhob,465,Zhob,465001,Tb Clinic Dhq Hospital Zhob,465056,
4974,Balochistan,4,Zhob,465,Zhob,465001,Shs Unit Zhob,465058,
4973,Balochistan,4,Zhob,465,Zhob,465001,Omza,465106,Rhc
4972,Balochistan,4,Zhob,465,Zhob,465001,Murgha Kibzai,465005,Rhc
4971,Balochistan,4,Zhob,465,Zhob,465001,Meena Bazar,465126,Rhc
4970,Balochistan,4,Zhob,465,Qamar Din Karez,465002,Qamardin Karezkakar Khurasan,465042,Rhc
4969,Balochistan,4,Zhob,465,Zhob,465001,Mobile Dispensary Zhob,465117,
4968,Balochistan,4,Zhob,465,Zhob,465001,Mch Centre Zhob,465020,
4967,Balochistan,4,Zhob,465,Zhob,465001,Mch Centre Babar,465021,
4966,Balochistan,4,Zhob,465,Zhob,465001,Mch Centre Ali Khan Zai,465124,
4965,Balochistan,4,Zhob,465,Zhob,465001,Dhq Hospital Zhob,465054,
4964,Balochistan,4,Zhob,465,Zhob,465001,Td Van Zhob2,465120,
4963,Balochistan,4,Zhob,465,Zhob,465001,Wala Akram,465028,Cd
4962,Balochistan,4,Zhob,465,Zhob,465001,Takki,465062,Cd
4961,Balochistan,4,Zhob,465,Zhob,465001,Sur Qamar,465027,Cd
4960,Balochistan,4,Zhob,465,Zhob,465001,Sambaza,465026,Cd
4959,Balochistan,4,Zhob,465,Zhob,465001,Pinda Wala,465032,Cd
4958,Balochistan,4,Zhob,465,Zhob,465001,Meena Bazar,465029,Cd
4957,Balochistan,4,Zhob,465,Zhob,465001,Maruf Zai,465031,Cd
4956,Balochistan,4,Zhob,465,Zhob,465001,Killi Nasrullah,465089,Cd
4955,Balochistan,4,Zhob,465,Zhob,465001,Killi Mohammad Afzal Mandokhel,465086,Cd
4954,Balochistan,4,Zhob,465,Zhob,465001,Hair Takriwar,465111,Cd
4953,Balochistan,4,Zhob,465,Zhob,465001,Gostoi,465037,Cd
4952,Balochistan,4,Zhob,465,Zhob,465001,China Nanazai,465048,Cd
4951,Balochistan,4,Zhob,465,Zhob,465001,Brung,465034,Cd
4950,Balochistan,4,Zhob,465,Zhob,465001,Barak Wala,465033,Cd
4949,Balochistan,4,Zhob,465,Zhob,465001,Badanzai,465030,Cd
4948,Balochistan,4,Zhob,465,Zhob,465001,Akozai,465036,Cd
4947,Balochistan,4,Zhob,465,Qamar Din Karez,465002,Shaghaloo,465041,Cd
4946,Balochistan,4,Zhob,465,Qamar Din Karez,465002,Khazobai,465044,Cd
4945,Balochistan,4,Zhob,465,Qamar Din Karez,465002,K Mulla Shamak Mardanzai,465043,Cd
4944,Balochistan,4,Zhob,465,Zhob,465001,Sur Katch,465010,Bhu
4943,Balochistan,4,Zhob,465,Zhob,465001,Sailana,465014,Bhu
4942,Balochistan,4,Zhob,465,Zhob,465001,Rakh Pur,465007,Bhu
4941,Balochistan,4,Zhob,465,Zhob,465001,Laka Band,465012,Bhu
4940,Balochistan,4,Zhob,465,Zhob,465001,Killi Sheikhan,465009,Bhu
4939,Balochistan,4,Zhob,465,Zhob,465001,Kaza Ghara Yasin Zai,465008,Bhu
4938,Balochistan,4,Zhob,465,Zhob,465001,Kakhaw,465013,Bhu
4937,Balochistan,4,Zhob,465,Zhob,465001,Gul Katch,465024,Bhu
4936,Balochistan,4,Zhob,465,Zhob,465001,Bobi Irabzai,465011,Bhu
4935,Balochistan,4,Zhob,465,Zhob,465001,Bagh Saqi Khail,465108,Bhu
4934,Balochistan,4,Zhob,465,Zhob,465001,Babar,465023,Bhu
4933,Balochistan,4,Zhob,465,Zhob,465001,Ali Khan Zai,465006,Bhu
4932,Balochistan,4,Zhob,465,Qamar Din Karez,465002,Toramay,465018,Bhu
4931,Balochistan,4,Zhob,465,Qamar Din Karez,465002,Manzaki,465017,Bhu
4930,Balochistan,4,Zhob,465,Qamar Din Karez,465002,Kanokai,465019,Bhu
4929,Balochistan,4,Kohlu,452,Kohlu,45201,Tb Clinic Dhq Hospital Kohlu,452054,
4928,Balochistan,4,Kohlu,452,Mewand,45203,Mewand,452071,Rhc
4927,Balochistan,4,Kohlu,452,Kahan,45202,Kahan,452077,Rhc
4926,Balochistan,4,Kohlu,452,Kohlu,45201,Mch Centre Kohlu,452053,
4925,Balochistan,4,Kohlu,452,Kohlu,45201,Mch Centre Kaha,452052,
4924,Balochistan,4,Kohlu,452,Kohlu,45201,Dhq Hospital Kohlu,452051,
4923,Balochistan,4,Kohlu,452,Mewand,45203,Td Van Mewand,452079,
4922,Balochistan,4,Kohlu,452,Mewand,45203,Killi Thadri Mir Hazar Khan,452073,Cd
4921,Balochistan,4,Kohlu,452,Mewand,45203,Killi Jamil Abad,452034,Cd
4920,Balochistan,4,Kohlu,452,Mewand,45203,Gharib Abad,452029,Cd
4919,Balochistan,4,Kohlu,452,Mewand,45203,Daryaloo,452028,Cd
4918,Balochistan,4,Kohlu,452,Mewand,45203,Bijer Wadh,452026,Cd
4917,Balochistan,4,Kohlu,452,Kohlu,45201,Td Van Kohlu,452078,
4916,Balochistan,4,Kohlu,452,Kohlu,45201,M Mir Khan Zarkhoon,452082,Cd
4915,Balochistan,4,Kohlu,452,Kohlu,45201,Waziran Shehr,452041,Cd
4914,Balochistan,4,Kohlu,452,Kohlu,45201,Shahdad Tamboo,452075,Cd
4913,Balochistan,4,Kohlu,452,Kohlu,45201,Rahzan Sher,452074,Cd
4912,Balochistan,4,Kohlu,452,Kohlu,45201,Qadir Mazarani,452062,Cd
4911,Balochistan,4,Kohlu,452,Kohlu,45201,Mirhan Mazarani,452069,Cd
4910,Balochistan,4,Kohlu,452,Kohlu,45201,Mir Karam Khan,452080,Cd
4909,Balochistan,4,Kohlu,452,Kohlu,45201,Mast Towkli Derbar,452065,Cd
4908,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Wali Mohammad,452033,Cd
4907,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Wadera Ali Gul,452035,Cd
4906,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Shahbaz Khan,452061,Cd
4905,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Nehal Khan,452057,Cd
4904,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Mohammad Hashim,452072,Cd
4903,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Misri Khan,452032,Cd
4902,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Mir Nadir Khan Bejrani,452058,Cd
4901,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Mir Hassan,452056,Cd
4900,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Haji Abdul Ghafoor,452066,Cd
4899,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Balochabad,452055,Cd
4898,Balochistan,4,Kohlu,452,Kohlu,45201,Baloch Tingiani,452064,Cd
4897,Balochistan,4,Kohlu,452,Kohlu,45201,Bal Daka,452025,Cd
4896,Balochistan,4,Kohlu,452,Kohlu,45201,Azam Jan Zing,452063,Cd
4895,Balochistan,4,Kohlu,452,Kahan,45202,Soh Rod,452039,Cd
4894,Balochistan,4,Kohlu,452,Kahan,45202,Pengora,452037,Cd
4893,Balochistan,4,Kohlu,452,Kahan,45202,Killi Zarkhan,452042,Cd
4892,Balochistan,4,Kohlu,452,Kahan,45202,Killi Murad Ali Nisau,452036,Cd
4891,Balochistan,4,Kohlu,452,Kahan,45202,Killi Mohammad Azeem Sherani,452030,Cd
4890,Balochistan,4,Kohlu,452,Kahan,45202,Daman Bijarani,452027,Cd
4889,Balochistan,4,Kohlu,452,Mewand,45203,Sufaid,452021,Bhu
4888,Balochistan,4,Kohlu,452,Mewand,45203,Shalwar,452020,Bhu
4887,Balochistan,4,Kohlu,452,Mewand,45203,Pazza,452019,Bhu
4886,Balochistan,4,Kohlu,452,Mewand,45203,Makhmar,452015,Bhu
4885,Balochistan,4,Kohlu,452,Mewand,45203,Kunnal,452013,Bhu
4884,Balochistan,4,Kohlu,452,Kohlu,45201,Uryani,452024,Bhu
4883,Balochistan,4,Kohlu,452,Kohlu,45201,Tamboo,452023,Bhu
4882,Balochistan,4,Kohlu,452,Kohlu,45201,Takrow,452022,Bhu
4881,Balochistan,4,Kohlu,452,Kohlu,45201,Patti Shahjaw,452018,Bhu
4880,Balochistan,4,Kohlu,452,Kohlu,45201,Nihlan Ganj Ali,452016,Bhu
4879,Balochistan,4,Kohlu,452,Kohlu,45201,Lasezai,452014,Bhu
4878,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Nechlan Qalandrani,452007,Bhu
4877,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Katal,452010,Bhu
4876,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Grisni,452009,Bhu
4875,Balochistan,4,Kohlu,452,Kohlu,45201,Killi Faiz Mohammad Bori,452006,Bhu
4874,Balochistan,4,Kohlu,452,Kohlu,45201,Karam Khan Sher,452008,Bhu
4873,Balochistan,4,Kohlu,452,Kohlu,45201,Jamalan Chati,452012,Bhu
4872,Balochistan,4,Kohlu,452,Kohlu,45201,Fazil Chel,452003,Bhu
4871,Balochistan,4,Kohlu,452,Kohlu,45201,Mutho Nosse,452085,Bhu
4869,Balochistan,4,Kohlu,452,Kahan,45202,Nisau,452017,Bhu
4870,Balochistan,4,Kohlu,452,Kohlu,45201,Mazar Khan,452083,Bhu
4868,Balochistan,4,Kohlu,452,Kahan,45202,Janat Ali,452005,Bhu
4867,Balochistan,4,Kohlu,452,Kahan,45202,Chapi Kach,452002,Bhu
4866,Balochistan,4,Kohlu,452,Kahan,45202,Mir Khudaedad,452081,Bhu
4865,Balochistan,4,Barkhan,461,Barkhan,46101,Mch Centre Rakhni,461017,
4864,Balochistan,4,Barkhan,461,Barkhan,46101,Mch Centre Barkhan,461016,
4863,Balochistan,4,Barkhan,461,Barkhan,46101,Leprosy Clinic Barkhan,461031,
4862,Balochistan,4,Barkhan,461,Barkhan,46101,Civil Hospital Barkhan,461015,
4861,Balochistan,4,Barkhan,461,Barkhan,46101,Wata Kari,461007,Cd
4860,Balochistan,4,Barkhan,461,Barkhan,46101,Rarkhan,461009,Cd
4859,Balochistan,4,Barkhan,461,Barkhan,46101,Raje,461033,Cd
4858,Balochistan,4,Barkhan,461,Barkhan,46101,Noor Khan,461023,Cd
4857,Balochistan,4,Barkhan,461,Barkhan,46101,Malliani Basti Malik Saleh,461022,Cd
4856,Balochistan,4,Barkhan,461,Barkhan,46101,Haji Amir Mohammad,461005,Cd
4855,Balochistan,4,Barkhan,461,Barkhan,46101,Dubba,461030,Cd
4854,Balochistan,4,Barkhan,461,Barkhan,46101,Basti Rehmatan,461010,Cd
4853,Balochistan,4,Barkhan,461,Barkhan,46101,Basti Azim Khan,461024,Cd
4852,Balochistan,4,Barkhan,461,Barkhan,46101,Baghoo Daman,461011,Cd
4851,Balochistan,4,Barkhan,461,Barkhan,46101,Taghaoo,461003,Bhu
4850,Balochistan,4,Barkhan,461,Barkhan,46101,Rakhni,461008,Bhu
4849,Balochistan,4,Barkhan,461,Barkhan,46101,Miani,461001,Bhu
4848,Balochistan,4,Barkhan,461,Barkhan,46101,Killi Tamni,461004,Bhu
4847,Balochistan,4,Barkhan,461,Barkhan,46101,Eashni,461002,Bhu
4846,Balochistan,4,Barkhan,461,Barkhan,46101,Chappar,461020,Bhu
12299,Khyber Pakhtunkhwa,3,Mardan,51,Mardan,1,Bakhshali,351013,Bhu
12298,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,Babuzai,351052,Cd
12297,Khyber Pakhtunkhwa,3,Mardan,51,Katlang,3,Babuzai,351002,Bhu
