Admin 1,Admin 2,Admin 2,Facility,HF_Type,Latitude,Longitude,ID,
Khyber Pakhtunkhwa,peshawar,peshawar,FIDA ABAD-BHU,BHU,33.868639,71.614306,1316,
Khyber Pakhtunkhwa,peshawar,peshawar,MARIAM ZAI-BHU,BHU,33.834167,71.592000,1317,
Khyber Pakhtunkhwa,peshawar,peshawar,BAZID KHEL-BHU,BHU,33.949250,71.538556,1318,
Khyber Pakhtunkhwa,peshawar,peshawar,GULSHAN-E-REHMAN-BHU,BHU,33.975778,71.561833,1319,
Khyber Pakhtunkhwa,peshawar,peshawar,MATERNITY HOSP PESHAWAR,Hospital,34.011111,71.560944,1320,
Khyber Pakhtunkhwa,peshawar,peshawar,TARAI PAYAN(SHAQI H.K)-BHU,BHU,34.044611,71.539222,1321,
Khyber Pakhtunkhwa,peshawar,peshawar,SHAGIBALS BHO,BHU,34.163964,71.488479,1322,
Khyber Pakhtunkhwa,peshawar,PESHAWAR TOWN 4,MASHOGAGAV BHO,BHU,33.879861,71.560194,1323,
Khyber Pakhtunkhwa,peshawar,peshawar,WADPAGGA-CIVIL DISP.,BHU,34.038917,71.640750,1324,
Khyber Pakhtunkhwa,peshawar,PESHAWAR TOWN 4,SOGANI BHU,BHU,0.000000,0.000000,1325,
Khyber Pakhtunkhwa,peshawar,PESHAWAR TOWN 2,BHU BHUDHRI,BHU,0.000000,0.000000,1326,
Khyber Pakhtunkhwa,peshawar,PESHAWAR 2,BUDHAI-BHU,BHU,34.025556,71.660278,1327,
Khyber Pakhtunkhwa,peshawar,PESHAWAR 2,BHU LALAKILLA,BHU,34.021556,71.692639,1328,
Khyber Pakhtunkhwa,peshawar,PESHAWAR 2,DATA0AK BHU,BHU,0.000000,0.000000,1329,
Khyber Pakhtunkhwa,peshawar,PESHAWAR 2,BHU JHAGRA,BHU,34.008735,71.670288,1330,
Khyber Pakhtunkhwa,peshawar,peshawar,NASIR BAGH-BHU,BHU,34.039583,71.433111,1331,
Khyber Pakhtunkhwa,peshawar,peshawar,TARAI PAYAN(SHAQI H.K)-BHU,BHU,34.046693,71.536374,1332,
Khyber Pakhtunkhwa,peshawar,peshawar,URMAR MIANA-BHU,BHU,33.947944,71.703889,1333,
Khyber Pakhtunkhwa,peshawar,peshawar,MCH CIVIL  QUARTER,BHU,33.999667,71.552778,1334,
Khyber Pakhtunkhwa,peshawar,peshawar,HAZAR KHAWANI-BHU,BHU,33.993111,71.607361,1335,
Khyber Pakhtunkhwa,peshawar,peshawar,HAZAR KHAWANI-BHU,BHU,0.000000,0.000000,1336,
Khyber Pakhtunkhwa,peshawar,peshawar,PHANDOO PAYAN-BHU,BHU,33.991361,71.634278,1337,
Khyber Pakhtunkhwa,peshawar,peshawar,CHAMKANI-BHU,BHU,34.013500,71.651639,1338,
Khyber Pakhtunkhwa,PESHAWAR,,PAKHA GHALUM,BHU,34.038174,71.604621,1339,
Khyber Pakhtunkhwa,peshawar,PESHAWAR,BHU SUSAID DHERI,BHU,33.984028,71.494250,1340,
Khyber Pakhtunkhwa,Peshawar,Peshawar,PUTWAR BALLA-BHU,BHU,34.075250,71.480361,1341,
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCHC unigation,MCHC/CHC,0.000000,0.000000,1342,
Khyber Pakhtunkhwa,Peshawar,Peshawar,MATHRA-BHU,BHU,34.104361,71.477500,1343,
Khyber Pakhtunkhwa,Peshawar,Peshawar,RHE Gara Tarik,RHC,34.131472,71.460194,1344,
Khyber Pakhtunkhwa,Peshawar,Peshawar,PALOSAI-BHU,BHU,34.036361,71.487833,1345,
Khyber Pakhtunkhwa,Peshawar,Peshawar,REGAI-BHU,RHC,34.039583,71.465361,1346,
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCHC Masthra,MCHC/CHC,34.098021,71.486570,1347,
Khyber Pakhtunkhwa,Peshawar,Peshawar,GUL BELLA-BHU,BHU,34.119750,71.651444,1348,
Khyber Pakhtunkhwa,Peshawar,Peshawar,SAEED ABAD-BHU,BHU,34.139582,71.607408,1349,
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCHC Cluk Colony,MCHC/CHC,0.000000,0.000000,1350,
Khyber Pakhtunkhwa,Peshawar,Peshawar,RNC Takhta bad,RHC,34.111278,71.559556,1351,
Khyber Pakhtunkhwa,Peshawar,Peshawar,DARMANGI-BHU,BHU,34.056361,71.513806,1352,
Khyber Pakhtunkhwa,Peshawar,Peshawar,MANDRA KHEL(PAJAGI)-BHU,BHU,34.063806,71.547417,1353,
Khyber Pakhtunkhwa,Peshawar,Peshawar,CHAGHAR MATTI-BHU,BHU,34.134233,71.509633,1354,
Khyber Pakhtunkhwa,Peshawar,Peshawar,FAQIR KILLAY-BHU,BHU,34.051833,71.542500,1355,
Khyber Pakhtunkhwa,Peshawar,Peshawar,RHC Badbar,RHC,33.920389,71.552611,1356,
Khyber Pakhtunkhwa,Peshawar,Peshawar,BARBARA UPAZAI-BHU,BHU,34.117848,71.502886,1357,
Khyber Pakhtunkhwa,Peshawar,PESHAWAR,KHAZANA-BHU,BHU,34.073944,71.602333,1358,
Khyber Pakhtunkhwa,Peshawar,PESHAWAR,RHC Nahaqi,RHC,34.105286,71.606636,1359,
Khyber Pakhtunkhwa,Peshawar,Peshawar,CHARPERIZA-BHU,BHU,34.089271,71.529673,1360,
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCH Dabgari,MCHC/CHC,0.000000,0.000000,1361,
Khyber Pakhtunkhwa,Peshawar,Peshawar,MCH Mattani,MCHC/CHC,33.801111,71.560000,1362,
Khyber Pakhtunkhwa,SHANGLA,PURAN,"-BHU, CHOWGA",BHU,34.699400,72.659817,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,"-BHU, SHALIZARA",BHU,34.990483,72.643000,
Khyber Pakhtunkhwa,SHANGLA,CHAKESAR,"-BHU, KATKOOR",BHU,34.788583,72.713667,
Khyber Pakhtunkhwa,SHANGLA,CHAKESAR,"-BHU, GHUNANGAR",BHU,34.771060,72.849110,
Khyber Pakhtunkhwa,SHANGLA,KABALGRAM,BHU KABALGRAM,BHU,34.649067,72.796983,1367,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,"-BHU, CHICHLO",BHU,34.920000,72.782317,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,"-BHU, OLANDAR",BHU,34.026917,72.765933,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,"-BHU, AMONVI",BHU,34.818203,72.606749,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,BHU MIARA,BHU,34.837383,72.990467,1371,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,BHU MIARA,BHU,0.000000,0.000000,1372,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,"-BHU, KUZ KANA",BHU,34.925533,72.752367,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,RHC CHAKERAR,RHC,34.787167,72.770370,1374,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,BHU DAMAMI,BHU,34.999427,72.750882,1375,
Khyber Pakhtunkhwa,SHANGLA,MARTUNG,MARTUNG,BHU,34.681167,72.749867,1376,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,ALPURI,RHC,0.000000,0.000000,1377,
Khyber Pakhtunkhwa,SHANGLA,ALPURI,"-BHU, OPAL",BHU,34.865002,72.816352,
Khyber Pakhtunkhwa,SHANGLA,PURAN,"-BHU, TOWA (DEHRAI)",BHU,34.795750,72.679950,
Khyber Pakhtunkhwa,SHANGLA,PURAN,"-BHU, CHOWGA",RHC,34.877598,72.464487,
Khyber Pakhtunkhwa,SHANGLA,PURAN,BHU-TITWAZAN,BHU,34.854340,72.457058,1381,
Khyber Pakhtunkhwa,Swabi,LAHORE,Gagubi,BHU,0.000000,0.000000,1382,
Khyber Pakhtunkhwa,Swabi,LAHORE,SARD CHINA-BHU,BHU,34.099583,72.239111,1383,
Khyber Pakhtunkhwa,Swabi,SWABI,SHAH MANSOOR-BHU,BHU,34.070639,72.454028,1384,
Khyber Pakhtunkhwa,Swabi,SWABI,KALABAT-BHU,BHU,34.070750,72.550250,1385,
Khyber Pakhtunkhwa,Swabi,SWABI,TANDO KOHI-BHU,BHU,34.061889,72.511750,1386,
Khyber Pakhtunkhwa,Swabi,SWABI,ZAROBI-BHU,BHU,34.023750,72.553139,1387,
Khyber Pakhtunkhwa,Swabi,SWABI,BETA KARA-BHU,BHU,34.031333,72.608806,1388,
Khyber Pakhtunkhwa,Swabi,SWABI,Marghuz,RHC,34.069444,72.530778,1389,
Khyber Pakhtunkhwa,Swabi,LAHORE,FAZAL ABAD-BHU,BHU,34.103667,72.315944,1390,
Khyber Pakhtunkhwa,Swabi,SWABI,JANDA-BHU,BHU,34.144051,72.632081,1391,
Khyber Pakhtunkhwa,Swabi,SWABI,MIAN KILLI-BHU,BHU,34.161333,72.379667,1392,
Khyber Pakhtunkhwa,Swabi,SWABI,BACHAI-BHU,BHU,34.141917,72.374472,1393,
Khyber Pakhtunkhwa,Swabi,LAHORE,SADRI JADID-BHU,BHU,34.126361,72.341694,1394,
Khyber Pakhtunkhwa,Swabi,Razar,ADINA-BHU,BHU,34.219000,72.264222,1395,
Khyber Pakhtunkhwa,Swabi,Razar,CHECK NODEH-BHU,BHU,34.196056,72.375556,1396,
Khyber Pakhtunkhwa,Swabi,Razar,ISMAILA-BHU,BHU,34.230139,72.223694,1397,
Khyber Pakhtunkhwa,Swabi,Topi,MANGOLCHAI-BHU,BHU,34.218278,72.745222,1398,
Khyber Pakhtunkhwa,Swabi,Topi,TOPI-CIVIL HOSPITAL,MCHC/CHC,34.069111,72.638694,1399,
Khyber Pakhtunkhwa,Swabi,Topi,KOTTA-BHU,BHU,34.072278,72.586361,1400,
Khyber Pakhtunkhwa,Swabi,Topi,GANDAF-BHU,BHU,34.129639,72.678333,1401,
Khyber Pakhtunkhwa,Swabi,SWABI,Pabani,MCHC/CHC,0.000000,0.000000,1402,
Khyber Pakhtunkhwa,Swabi,LAHORE,MANKAI-BHU,BHU,34.026083,72.324639,1403,
Khyber Pakhtunkhwa,Swabi,LAHORE,JALSAI-BHU,BHU,34.043863,72.328238,1404,
Khyber Pakhtunkhwa,Swabi,LAHORE,TORDHER-BHU,BHU,33.991500,72.271333,1405,
Khyber Pakhtunkhwa,Swabi,LAHORE,JALBAI-BHU,BHU,34.014926,72.272867,1406,
Khyber Pakhtunkhwa,Swabi,LAHORE,JEHANGIRA-BHU,BHU,33.964083,72.220917,1407,
Khyber Pakhtunkhwa,Swabi,SWABI,TARAKAI-BHU,BHU,34.180028,72.337528,1408,
Khyber Pakhtunkhwa,Swabi,SWABI,Dagai,BHU,34.165130,72.301002,1409,
Khyber Pakhtunkhwa,Swabi,SWABI,QADRA-BHU,BHU,34.114389,72.636167,1410,
Khyber Pakhtunkhwa,Swabi,SWABI,SALIM KHAN-BHU,BHU,34.167417,72.443667,1411,
Khyber Pakhtunkhwa,Swabi,SWABI,BAHADAR ABAD-BHU,BHU,34.295047,72.447593,1412,
Khyber Pakhtunkhwa,Swabi,SWABI,SHEIKH JANA-BHU,BHU,34.223444,72.351361,1413,
Khyber Pakhtunkhwa,Swabi,SWABI,SHEWA-BHU,BHU,34.245194,72.332972,1414,
Khyber Pakhtunkhwa,Swabi,LAHORE,LAHORE PORAY-BHU,BHU,34.045568,72.358851,1415,
Khyber Pakhtunkhwa,Swabi,LAHORE,BEKA-BHU,BHU,33.996130,72.346273,1416,
Khyber Pakhtunkhwa,Swabi,LAHORE,LAHORE RAPORY-BHU,BHU,34.047937,72.366170,1417,
Khyber Pakhtunkhwa,Swabi,LAHORE,LAHORE-GOVT. MCH CTR,MCHC/CHC,34.045320,72.358038,1418,
Khyber Pakhtunkhwa,Swabi,LAHORE,DHERI ZAKRIA-BHU,BHU,34.025955,72.377608,1419,
Khyber Pakhtunkhwa,Swabi,LAHORE,AMBAR KUNDA-AMBAR KUNDA,RHC,34.055750,72.427472,1420,
Khyber Pakhtunkhwa,Swabi,SWABI,ZAIDA-BHU,BHU,34.062417,72.478861,1421,
Khyber Pakhtunkhwa,Swabi,SWABI,PUNJ PIR-BHU,BHU,34.088194,72.471167,1422,
Khyber Pakhtunkhwa,Swabi,SWABI,MAINI-BHU,BHU,34.114472,72.603306,1423,
Khyber Pakhtunkhwa,Swabi,Topi,GANI CHATRA-BHU,BHU,34.251667,72.656583,1424,
Khyber Pakhtunkhwa,Swabi,SWABI,JANDA-BHU,BHU,34.144051,72.632081,1425,
Khyber Pakhtunkhwa,Swabi,SWABI,Gabas Nai,BHU,34.269167,72.707556,1426,
Khyber Pakhtunkhwa,Swabi,LAHORE,R.C.H,RHC,34.072028,72.655944,1427,
Khyber Pakhtunkhwa,Swabi,LAHORE,DHOBIAN-BHU,BHU,34.151833,72.227722,1428,
Khyber Pakhtunkhwa,Swat,CHARBAGH,GULI BAGH-BHU,BHU,34.875296,72.436299,1429,
Khyber Pakhtunkhwa,Swat,BABUZAI,BANJUT-BHU,BHU,34.771324,72.472240,1430,
Khyber Pakhtunkhwa,Swat,MATTA,RAHAT KOT-BHU,BHU,35.077288,72.478076,1431,
Khyber Pakhtunkhwa,Swat,KABAL,TAGHMA-BHU,BHU,34.894562,72.277302,1432,
Khyber Pakhtunkhwa,Swat,KABAL,BARA SAMAI-BHU,BHU,34.938368,72.225993,1433,
Khyber Pakhtunkhwa,Swat,KABAL,BANDAI-BHU,BHU,35.601145,72.418056,1434,
Khyber Pakhtunkhwa,Swat,MATTA,NAZAR ABAD-BHU,BHU,34.929850,72.386410,1435,
Khyber Pakhtunkhwa,Swat,BARIKOT,TALANG-BHU,BHU,34.660408,72.143709,1436,
Khyber Pakhtunkhwa,Swat,KHAWAZAKHELA,MAINDAM-BHU,BHU,34.957634,72.434474,1437,
Khyber Pakhtunkhwa,Swat,BEHRAIN,BAHRAIN-BHU,BHU,35.205392,72.546015,1438,
Khyber Pakhtunkhwa,Swat,CHARBAGH,KISHAWARA-BHU,BHU,34.840773,72.555257,1439,
Khyber Pakhtunkhwa,Swat,KHAWAZAKHELA,KOTANAI-BHU,BHU,34.988165,72.470152,1440,
Khyber Pakhtunkhwa,Swat,KABAL,DHERAI-BHU,BHU,35.104463,72.517014,1441,
Khyber Pakhtunkhwa,Swat,KALAM,GABRAL-BHU,BHU,35.518424,72.560212,1442,
Khyber Pakhtunkhwa,Swat,KABAL,SIGRAM-BHU,BHU,34.862520,72.337331,1443,
Khyber Pakhtunkhwa,Swat,BABUZAI,QAMBER-BHU,BHU,34.765033,72.323762,1444,
Khyber Pakhtunkhwa,Swat,BABUZAI,BISHBANR.-BHU,BHU,34.796497,72.500094,1445,
Khyber Pakhtunkhwa,Swat,BABUZAI,MERAGAI-BHU,BHU,34.706821,72.454640,1446,
Khyber Pakhtunkhwa,Swat,MATTA,KOZ SHAWAR-BHU,BHU,34.979170,72.309720,1447,
Khyber Pakhtunkhwa,Swat,MATTA,BAR SHAWAR-BHU,BHU,34.966600,72.283300,1448,
Khyber Pakhtunkhwa,Swat,BEHRAIN,LAIKOT-BHU,BHU,35.398640,72.605826,1449,
Khyber Pakhtunkhwa,Swat,BABUZAI,ISLAMPUR-BHU,BHU,34.713904,72.343197,1450,
Khyber Pakhtunkhwa,Swat,BARIKOT,MANYAR-BHU,BHU,34.719823,72.274840,1451,
Khyber Pakhtunkhwa,Swat,BEHRAIN,CHAIL-BHU,BHU,34.746451,72.576576,1452,
Khyber Pakhtunkhwa,Swat,BARIKOT,CHONGAI-BHU,BHU,35.004481,72.352744,1453,
Khyber Pakhtunkhwa,Swat,BABUZAI,MINGORA-MCH CTR,MCHC/CHC,34.752509,72.356916,1454,
Khyber Pakhtunkhwa,Swat,KHAWAZAKHELA,SHALPIN-BHU,BHU,34.977103,72.276085,1455,
Khyber Pakhtunkhwa,Swat,KABAL,DEVLAI-RHC,RHC,35.211754,72.564297,1456,
Khyber Pakhtunkhwa,Swat,KABAL,QALAGAY-BHU,BHU,35.151390,72.536670,1457,
Khyber Pakhtunkhwa,Swat,MATTA,DARMAI-BHU,BHU,35.083330,72.450000,1458,
Khyber Pakhtunkhwa,Swat,MATTA,DURASHKHELLA-BHU,BHU,34.999008,72.452208,1459,
Khyber Pakhtunkhwa,Swat,BEHRAIN,TIRATH-BHU,BHU,35.118862,72.508091,1460,
Khyber Pakhtunkhwa,Swat,BABUZAI,UDIGRAM-BHU,BHU,34.750234,72.303047,1461,
Khyber Pakhtunkhwa,Swat,MATTA,BAIDARA-BHU,BHU,34.952878,72.437765,1462,
Khyber Pakhtunkhwa,Swat,MATTA,RONYAL-BHU,BHU,34.959865,72.359234,1463,
Khyber Pakhtunkhwa,Swat,MATTA,MIAN KALLAY-BHU,BHU,34.957228,72.355381,1464,
Khyber Pakhtunkhwa,Swat,KABAL,KABAL-MCH CTR,MCHC/CHC,34.783300,72.283300,1465,
Khyber Pakhtunkhwa,Swat,KABAL,KOZA SAMAI-BHU,BHU,34.933330,72.225000,1466,
Khyber Pakhtunkhwa,Swat,KHAWAZAKHELA,MASHKOMAI-BHU,BHU,35.100001,72.330030,1467,
Khyber Pakhtunkhwa,Swat,KHAWAZAKHELA,FATEHPUR-BHU,BHU,35.056522,72.483171,1468,
Khyber Pakhtunkhwa,Swat,MATTA,SHERPALAM-BHU,BHU,34.902269,72.416627,1469,
Khyber Pakhtunkhwa,Swat,MATTA,GAWALERAI-BHU,BHU,34.807844,72.344582,1470,
Khyber Pakhtunkhwa,Swat,BARIKOT,KHAZANA-RHC,RHC,34.650992,72.098120,1471,
Khyber Pakhtunkhwa,Swat,KABAL,KOTLAI-BHU,BHU,34.787941,72.233013,1472,
Khyber Pakhtunkhwa,Swat,BABUZAI,MANGLORE.-MCH,MCHC/CHC,34.803354,72.426178,1473,
Khyber Pakhtunkhwa,Swat,MATTA,CHUPRIAL-RHC,RHC,34.980956,72.377283,1474,
Khyber Pakhtunkhwa,Swat,CHARBAGH,CHARBAGH-BHU,BHU,34.835501,72.443571,1475,
Khyber Pakhtunkhwa,Tank,Tank,SHEIKH SULTAN-BHU,BHU,32.116713,70.263649,1476,
Khyber Pakhtunkhwa,Tank,Tank,PAI-BHU,BHU,32.356269,70.556669,1477,
Khyber Pakhtunkhwa,Tank,Tank,MUMREZ PATHAN-BHU,BHU,32.106877,70.421026,1478,
Khyber Pakhtunkhwa,Tank,Tank,KOT HAKIM-BHU,BHU,32.138923,70.174807,1479,
Khyber Pakhtunkhwa,Tank,Tank,CHEENA-BHU,BHU,32.155264,70.555717,1480,
Khyber Pakhtunkhwa,Tank,Tank,GARA BALOCH-BHU,BHU,32.173000,70.418000,1481,
Khyber Pakhtunkhwa,Tank,Tank,RANWAL-BHU,BHU,32.185883,70.442285,1482,
Khyber Pakhtunkhwa,Tank,Tank,KIRRI HAIDER-BHU,BHU,32.315180,70.432766,1483,
Khyber Pakhtunkhwa,Tank,Tank,GUL IMAM-RHC,RHC,32.259400,70.531900,1484,
Khyber Pakhtunkhwa,Tank,Tank,AMA KHEL-RHC,RHC,32.387046,70.561270,1485,
Khyber Pakhtunkhwa,Tank,Tank,GOMAL BAZAR-RHC,RHC,32.115800,70.156900,1486,
Khyber Pakhtunkhwa,Tank,Tank,TANK-THQ HOSPITAL,Hospital,32.230938,70.390249,1487,
Khyber Pakhtunkhwa,Tank,Tank,DARBARA-BHU,BHU,32.151139,70.251592,1488,
Khyber Pakhtunkhwa,Tank,Tank,KOT ALLAH DAD-BHU,BHU,32.127818,70.458625,1489,
Khyber Pakhtunkhwa,Tank,Tank,Lal Khan Korona,BHU,0.000000,0.000000,1490,
Khyber Pakhtunkhwa,Tank,Tank,MANI KHAN KORONA-BHU,BHU,32.470970,70.484009,1491,
Khyber Pakhtunkhwa,Tank,Tank,Kot Musa,BHU,0.000000,0.000000,1492,
Khyber Pakhtunkhwa,Tank,Tank,Shad Gave,BHU,32.363725,70.656140,1493,
Khyber Pakhtunkhwa,Tank,Tank,Indari,BHU,32.274566,70.625997,1494,
Khyber Pakhtunkhwa,Tank,Tank,Shah Alam,BHU,32.255211,70.422137,1495,
Khyber Pakhtunkhwa,Tank,Tank,TANK-GOVT. MCH CTR,BHU,32.199685,70.398816,1496,
Khyber Pakhtunkhwa,Tank,Tank,SHADI KHEL-BHU,BHU,32.363725,70.656140,1497,
Khyber Pakhtunkhwa,Tank,Tank,CHADRAR-BHU,BHU,32.153519,70.348842,1498,
Khyber Pakhtunkhwa,Upper Dir,BARAWAL BANDI,R.H.C. BARAWAL,RHC,35.105500,71.698300,1499,
Khyber Pakhtunkhwa,Upper Dir,BARAWAL BANDAI,R.H.C BARAWAL BANDI,MCHC/CHC,34.896590,71.974727,1500,
Khyber Pakhtunkhwa,Upper Dir,DIR,BHU KHAIR DAWA,BHU,35.100000,71.916600,1501,
Khyber Pakhtunkhwa,Upper Dir,DIR,DOBANDO,BHU,35.091680,71.696168,1502,
Khyber Pakhtunkhwa,Upper Dir,KALKOT,PATRAK,RHC,35.197077,71.889639,1503,
Khyber Pakhtunkhwa,Upper Dir,DIR KHASS,BHU HATTAN DARA,BHU,0.000000,0.000000,1504,
Khyber Pakhtunkhwa,Upper Dir,SHERINGAL,BHU DOOG DARA,BHU,0.000000,0.000000,1505,
Khyber Pakhtunkhwa,Upper Dir,DIR KHASS,"-BHU, QULANDAI",BHU,0.000000,0.000000,
Khyber Pakhtunkhwa,Upper Dir,SHERINGAL,BHU SAWNI,BHU,35.111507,71.874612,1507,
Khyber Pakhtunkhwa,Upper Dir,SHERINGAL,BHU SHERINGAL,BHU,35.280000,72.008000,1508,
Khyber Pakhtunkhwa,Upper Dir,DIR KHASS,BHU THARPATAR,BHU,35.136552,71.809078,1509,
Khyber Pakhtunkhwa,Upper Dir,DIR KHASS,BHU BATTAL,BHU,0.000000,0.000000,1510,
Khyber Pakhtunkhwa,Upper Dir,DIR KHASS,"-BHU, BIBYAWAR",BHU,35.229844,71.839341,
Khyber Pakhtunkhwa,Upper Dir,DIR KHASS,"-BHU, GANORI",BHU,0.000000,0.000000,
Khyber Pakhtunkhwa,Upper Dir,WARRI,"-RHC, WARI",RHC,35.035329,71.907170,
Khyber Pakhtunkhwa,Upper Dir,DIR KHASS,BHU DARORA,BHU,34.926176,72.044430,1514,
Khyber Pakhtunkhwa,Upper Dir,SHERINGAL,BHU GANSHALL,BHU,35.138639,71.871690,1515,
Khyber Pakhtunkhwa,Upper Dir,BARAWAL BANDAI,BHU JANBATT,BHU,34.982944,71.945920,1516,
Khyber Pakhtunkhwa,Upper Dir,BARAWAL BANDAI,BHU BARAWAL,BHU,0.000000,0.000000,1517,
Khyber Pakhtunkhwa,Upper Dir,BARAWAL BANDAI,BHU BIN PAYEEN,BHU,35.153666,71.721421,1518,
Khyber Pakhtunkhwa,Upper Dir,WARRI,"-BHU, DISLAWAR",BHU,0.000000,0.000000,
Khyber Pakhtunkhwa,Upper Dir,WARRI,BHU AKHGRAM,BHU,35.008406,72.013750,1520,
Khyber Pakhtunkhwa,Upper Dir,WARRI,"-BHU, BANDAI NEHAG",BHU,0.000000,0.000000,
Khyber Pakhtunkhwa,Upper Dir,WARRI,"-BHU, DISKOOR BALA",BHU,35.343798,72.103981,
Khyber Pakhtunkhwa,Upper Dir,WARRI,BHU YELLAR,BHU,0.000000,0.000000,1523,
Khyber Pakhtunkhwa,Upper Dir,WARRI,BHU PASHTO,BHU,0.000000,0.000000,1524,
Khyber Pakhtunkhwa,Upper Dir,WARRI,"-BHU, NASIR ABAD",BHU,35.086671,72.047560,
Khyber Pakhtunkhwa,Upper Dir,DIR KHASS,BHU MALAUGAH,BHU,0.000000,0.000000,1526,
Khyber Pakhtunkhwa,Upper Dir,WARRI,"-BHU, PATAW",BHU,35.063087,72.123738,
Khyber Pakhtunkhwa,Upper Dir,WARRI,"-BHU, SUNDAL",BHU,35.287029,72.003802,
Khyber Pakhtunkhwa,Upper Dir,WARRI,"-BHU, KAKAD",BHU,0.000000,0.000000,
Khyber Pakhtunkhwa,Upper Dir,SHERINGAL,BHU GOWALDAI,BHU,35.416600,72.066600,1530,
Khyber Pakhtunkhwa,Upper Dir,WARRI,"-BHU, BARADARA",BHU,0.000000,0.000000,
Khyber Pakhtunkhwa,Upper Dir,KALKOT,"-BHU, KALKOT",BHU,34.939533,71.951973,
Khyber Pakhtunkhwa,Upper Dir,KALKOT,"-BHU, BARIKOT",BHU,35.011954,72.086589,
Khyber Pakhtunkhwa,Upper Dir,KALKOT,"-BHU, THALL",BHU,35.158049,72.088467,
Khyber Pakhtunkhwa,Upper Dir,WARRI,MCH WARI,MCHC/CHC,35.166919,72.120816,1535,
Sindh,HYDERABAD,Latifabad,Urban H.  Centre Unit No.11,BHU,25.355050,68.358280,1536,
Sindh,HYDERABAD,Latifabad,G.D Haji Bagh Bhatti,CD/GD,25.388730,68.393980,1537,
Sindh,HYDERABAD,Hyderabad City,BHU Liaquat Colony,BHU,25.406690,68.377220,1538,
Sindh,HYDERABAD,Qasimabad,G.D Lefi Bank Barrage Colony Hyderabad,CD/GD,25.404340,68.361660,1539,
Sindh,HYDERABAD,Qasimabad,IDP Camp Mehran School,,25.394680,68.329590,1540,
Sindh,HYDERABAD,Rural Tandojam,RHC Tando Jam,RHC,25.423360,68.530040,1541,
Sindh,HYDERABAD,HYDERABAD RURAL,BHU Mir Allah Bux Talpur,BHU,25.358000,68.587840,1542,
Sindh,HYDERABAD,Hyderabad Rural,G.D Arif Khatri,CD/GD,0.000000,0.000000,1543,
Sindh,HYDERABAD,Qasimabad,BHU AMI Kazi,BHU,25.454040,68.331870,1544,
Sindh,HYDERABAD,Hyderabad City,Govt. Noor Muhammad High School,,0.000000,0.000000,1545,
Sindh,HYDERABAD,Qasimabad,GPGS Sherish Naghar,,25.385980,68.319040,1546,
Sindh,HYDERABAD,City,G. English Primry School Garibabad,,25.408890,68.362570,1547,
Sindh,HYDERABAD,Latifabad,Distt. Govt. Hosp. Kohsar,,25.335200,68.362140,1548,
Sindh,HYDERABAD,Hyderabad,Camp at New Sabzi Mandi,,25.414180,68.339440,1549,
Sindh,HYDERABAD,Qasimabad,Muncipal Primary G. School,,25.379880,68.336800,1550,
Sindh,HYDERABAD,Qasimabad,GPS New ellementry Wahdat Colony,,25.388820,68.331530,1551,
Sindh,HYDERABAD,Latifabad,MD Latifabad No. 4,CD/GD,25.364700,68.335200,1552,
Sindh,HYDERABAD,Latifabad,G.D Hussainabad,CD/GD,25.372890,68.321250,1553,
Sindh,HYDERABAD,Cantoment,G.D Kotri Barraj,CD/GD,25.383570,68.346030,1554,
Sindh,HYDERABAD,HYDERABAD RURAL,MCH Centre Jhando Khoso,MCHC/CHC,25.440600,68.439960,1555,
Sindh,HYDERABAD,latifabad,BHU Hali  Road,BHU,25.377060,68.376300,1556,
Sindh,HYDERABAD,Latifabad,G. Homeo. Disp.,CD/GD,25.371190,68.365390,1557,
Sindh,HYDERABAD,HYDERABAD RURAL,BHU Tando Fazal,BHU,25.251040,68.542280,1558,
Sindh,HYDERABAD,HYDERABAD RURAL,G.D Hussain Khan Khan Thoro,CD/GD,25.348010,68.543010,1559,
Sindh,HYDERABAD,HYDERABAD RURAL,BHU Norai Sharif,BHU,25.187550,68.491470,1560,
Sindh,HYDERABAD,HYDERABAD RURAL,BHU Sono Khan Almani,BHU,25.221930,68.559160,1561,
Sindh,HYDERABAD,HYDERABAD RURAL,BHU Moosa Khatyan,BHU,25.457000,68.523000,1562,
Sindh,HYDERABAD,Latifabad,Distt. Govt. Hazrat Khadija Hospital Unit No. 8,CD/GD,25.368070,68.363100,1563,
Sindh,HYDERABAD,HYDERABAD RURAL,BHU Maso Bhurgri,BHU,25.500000,68.457000,1564,
