Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Match,Latitude,Longitude
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Parahag,2927-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Persan,2928-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Rech,2929-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Reshun,2930-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shagram,2931-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shangush,2933-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shishi Kooh,2934-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shoghore,2935-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Shotkhar,2937-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Sinlast,2938-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Sonoghur,2939-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Susum,2940-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Tar,2941-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Zindrangram,2942-inv,x,0-x,x,0,0
District,Khyber Pakhtunkhwa,Chitral,3,Chitral,2943-inv,District Store,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Abdul Khail,2962-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ara,2964-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Awan,2965-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Bandkorai,2966-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Bilot,2967-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Buddhani,2968-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Budh,2970-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Fateh,2971-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Gara Essa Khan,2972-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Giloti,2973-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Jabar Wala,2974-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kathgar,2975-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kotla Lodhian,2976-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Lar,2979-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Lunda,2981-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Maddi,2982-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Mahra,2983-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Malana,2984-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Muryali,2986-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Musazai,2987-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Patah,2988-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ramak,2989-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Saggo,2990-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Shore Kot,2991-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Takwara,2992-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Wnda Madat,2993-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Yarik,2994-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Zafarabad Korai,2996-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Bahadri,2997-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Dhakki,2998-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Dinpur,3001-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Gara Bakhtiar,3003-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Haji Mora,3004-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Hattala,3005-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Muslim Bazar,3006-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Naiwaila,3007-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Ratta Kulachi,3008-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Rehmani Khel,3009-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Yarik,3011-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Choudwan,3012-inv,Ch,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,2. Draban Kalan,3013-inv,Civil Hosp,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Chaudwan,3014-inv,Civil Hosp,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Islamia Colony,3016-inv,Mch,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Mmm Hosp,3017-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kiri Shamo Zai,3018-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kot Jai,3019-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Tba Centre,3023-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Pharpur,3024-inv,Thq Hosp,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Kulachi,3028-inv,Thq,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Paroa,3031-inv,Thq,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Type D Hosp Panyala,3033-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Dera Ismail Khan,4,Zhq Dera,3037-inv,x,0-x,x,0,0
District,Khyber Pakhtunkhwa,Dera Ismail Khan,3,Dikhan,3038-inv,District Store,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Adizai,3067-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Aosake,3068-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Aras Kale,3069-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Asgay,3071-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Banda Talash,3072-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Beshegram,3074-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chadara,3075-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chakdara,3076-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chinar Kot,3078-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Damtal,3079-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Drangal,3080-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Gal,3081-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Hayasin,3082-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khadakzai,3084-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khungi,3085-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Laghman Banda,3086-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Lajbok,3087-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Makhai,3088-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Mian Kaly,3089-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Morane,3090-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Nasapa,3092-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Pengal,3093-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Ramora,3094-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Shagai,3095-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Sore Kandao,3096-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Tangi,3097-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Temargara,3098-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Toda China,3100-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Toor,3102-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Tormang,3103-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Zimdara,3105-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Badwan,3106-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Bagh,3107-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khanpur,3108-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khazaza,3109-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Kotigram,3110-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Koto,3111-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Mian Baran Gola,3112-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Munjai,3113-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Sado,3114-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Sholam,3115-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Cdmalakand,3116-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Com Helth Center,3117-inv,Chc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Khal,3121-inv,Mch,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Maskani,3122-inv,Mch,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Gulabad,3123-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Lalqala,3126-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Mayar,3129-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Munda,3132-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Ouch,3135-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Chakdara,3136-inv,Thq,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Samarbagh,3142-inv,Thq,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Lower Dir,4,Talash,3144-inv,Thq,0-x,x,0,0
District,Khyber Pakhtunkhwa,Lower Dir,3,Dirlower,3145-inv,District Store,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Darora,3151-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,12.Uc Jaber,3152-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,3.Nihag Bandai,3153-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,6.Uc Kalkot,3154-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,6.Uc Sundal,3157-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,8.Uc Sawnai,3158-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,9.Uc Kotkay,3159-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Akhagram,3160-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Dakor,3161-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Dir,3162-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Dislower,3163-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Ganori,3164-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Main Dara,3165-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Palam,3166-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Pashta,3167-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Qulandi,3168-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Tarpatar,3169-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Cat D Wari,3170-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Nihag Bandai,3172-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Barawal,3173-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,7.Uc Sharingal,3176-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,Bibyawar,3178-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Upper Dir,4,15.Uc Patrak,3179-inv,Thq,0-x,x,0,0
District,Khyber Pakhtunkhwa,Upper Dir,3,Dirupper,3181-inv,District Store,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Bilyamina,3184-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Dallan,3185-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Darband,3186-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Darband,3187-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Darsamand,3188-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Doaaba,3189-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Ibrahim Zai,3190-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Kahi,3191-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Karbogha,3193-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Miaji Khel,3194-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Mohammad Khwaja,3195-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Sarozai,3196-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Shahoo Khe,3197-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Shinawari,3199-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Togh Sarai,3200-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Torawari,3201-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Hangu,3202-inv,Dhq Hosp,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Naryab,3203-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Shc Torawari,3204-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Sub Health Centre Doaba,3205-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Thall Thq Hosp,3206-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Hangu,4,Zhq Hangu,3209-inv,x,0-x,x,0,0
District,Khyber Pakhtunkhwa,Hangu,3,Hangu,3210-inv,District Store,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Amgah,3240-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Bagrha,3241-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Bait Gali,3242-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Bandi Sher Khan,3243-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Barag,3244-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Barkot,3245-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Beer,3246-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Hamlet,3247-inv,Cd,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Chaintari,3248-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,D Type Hosp,3250-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Dheenda,3254-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Dingi,3256-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Gali Amazai,3257-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Ghumawan,3258-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Gudwalian,3260-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Halli,3261-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Hattar,3262-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Jab,3263-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Jittti Pind,3264-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kalinger,3265-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kangra,3267-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kato Center,3268-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Khoinara,3269-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kholian Bala,3270-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Koklian Peeran,3271-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kokotri,3272-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kot Najeeb Ullah,3273-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kotehra,3274-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kts Khalabat,3275-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Kundi,3276-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Luder Mang,3277-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Manakarai,3278-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Mang,3279-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Mer Pur,3280-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Muslim Abad,3281-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Najaf Pur,3282-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Nallah,3283-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Nara Amazi,3284-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Panian,3285-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Pharari,3286-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Qazi Pur,3287-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Rehana,3288-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Saray Saleh,3289-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Shah Mohammad,3291-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Sikandarpur,3292-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Sirikot,3293-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Teer,3294-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Tofkian,3295-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Ud Central Jail,3297-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Haripur,4,Wch Haripur,3298-inv,x,0-x,x,0,0
District,Khyber Pakhtunkhwa,Haripur,3,Haripur,3299-inv,District Store,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Ahmad Abad,3324-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Bd Shah,3325-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Bhadar Khel,3326-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Easak Chonthra,3327-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Ghundi Mir Khan Khel,3328-inv,Bhu,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Chokra,3329-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Civil Hospital Bahader Khel,3330-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Civil Hospital Terri,3331-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Dho Office Karak,3332-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Esak Chontra,3333-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Ghundi Mira Khan Khel,3334-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Gurguri,3335-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Jandri,3336-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Jatta,3337-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Jehangiri,3338-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Karak,3340-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Khojaki,3341-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Latamber,3342-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Metakhel,3343-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Mir Hassan Khel,3344-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Nari Panoos,3347-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Palosasar,3348-inv,x,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Ahmed Abad,3349-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Jandri,3350-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Nari Panos,3351-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Sabir Abad,3352-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Shnawa Gudi Khel,3353-inv,Rhc,0-x,x,0,0
Health Facility,Khyber Pakhtunkhwa,Karak,4,Sabir Abad,3354-inv,x,0-x,x,0,0
