Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Match,Latitude,Longitude
Health Facility,Azad Kashmir,Poonch,4,Mirpur,483-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Neelum,486-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Surgan,488-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Pullawai,490-inv,Cd,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Neelum,491-inv,Dhq,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Sharda,492-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Kail,496-inv,Thq,0-x,x,0,0
District,Azad Kashmir,Poonch,3,Neelum,498-inv,District Store,0-x,x,0,0
Health Facility,Azad Kashmir,Poonch,4,Bangoin,507-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Bhalgran,508-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Center Khorechana,509-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Chaffar,510-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Datote,511-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Davi Gali,512-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Desah Phagwati,514-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Chottagala,515-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Dhamni,516-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Hussain Kot,517-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Jandali,518-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Khaigala,519-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Sarari,520-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Pothi Makwalan,521-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Hurna Mera,522-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Khali Dermin,524-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Kotera,525-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Mondhole,526-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Moreearman Shah,527-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Namnoota,528-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Pachion,529-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Pothic Chaprian,530-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Rakker,531-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Rehara,532-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Sahrra,533-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Singola,534-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Soon Topo,535-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Tanda Ghambir,536-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Tatrinot,537-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Thorar,539-inv,Bhu,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Cmh  S K B Zahid,540-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Dho Epi Center,541-inv,x,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Fap Banback,542-inv,Epi Center,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Barrien,543-inv,Fap,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Sahar Kakota,544-inv,Mch Center,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Abbas Pur,546-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Ali Sojel,550-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Banjosa,551-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Panaiola,552-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Tain,554-inv,Rhc,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Epi Center Hajira,555-inv,Thq,0-x,x,0,0
District,Azad Kashmir,Sudhnati,3,Poonch,559-inv,District Store,0-x,x,0,0
Health Facility,Azad Kashmir,Sudhnati,4,Azad Patan,567-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Baloch,569-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Barral,570-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Bassari Khas,572-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Batikh,573-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Batran,575-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Chachhan,577-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Challar,580-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Charyal,581-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,D P M Khan,582-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Dengroon,584-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Center,585-inv,Dhq,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Dreak Gorah,586-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Gala Kanta,587-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Garala,590-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Gorah,592-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Karamat Abad,594-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Mong,595-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Muslam Abad,597-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Nalian,598-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Nallanda,600-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Pana,601-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Panthal,603-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Pura,605-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Qullan,606-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Sher Basota,607-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Tahlian,608-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Tarar Khal,610-inv,x,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Vaccine Store,613-inv,Thq,0-x,x,0,0
District,Balochistan,Awaran,3,Sudnuti,618-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Awaran,4,Awaran,632-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Gishorke,633-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Nokioh,637-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Awaran,638-inv,Dhq,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Jahoo,640-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Masheay,643-inv,Rhc,0-x,x,0,0
District,Balochistan,Dera Bugti,3,Awaran,647-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Eshani,656-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Rakhni,657-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Naharkot,658-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Sadrani,659-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Barkhan,660-inv,Dhq Hosp,0-x,x,0,0
District,Balochistan,Dera Bugti,3,Barkhan,661-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Chander,667-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Jalbani,668-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Kirta,669-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Kolpur,670-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Masso,671-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Mushkaf,672-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Shehbaz Khan,673-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Sunni,674-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Ghazi,675-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Bagh,676-inv,Ch,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Mach,678-inv,Ch,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Dahar,680-inv,Dhq,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Chalgari,681-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Haji Shahi,682-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Kattan,684-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Mitheri,685-inv,Rhc,0-x,x,0,0
District,Balochistan,Dera Bugti,3,Bolan,687-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Padga,705-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Taftan,706-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Dalbadin,707-inv,Dhq Hosp,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Chagai Village,708-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Nokundi,710-inv,Rhc,0-x,x,0,0
District,Balochistan,Dera Bugti,3,Chaghai,711-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Malom,722-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Patra,723-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Petok,724-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Uc Dera Bugti,725-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Sham Kulchas,726-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Dbugti,727-inv,Dhq Hosp,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Sui,729-inv,Mch Center,0-x,x,0,0
Health Facility,Balochistan,Dera Bugti,4,Bakar,730-inv,Rhc,0-x,x,0,0
District,Balochistan,Dera Bugti,3,Dbugti,732-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Jatti Dour,742-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Kalato,743-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Nihint,744-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Piskan,745-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Shadobend,746-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Surbandar,747-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Faqeerabad,748-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Gwdur,750-inv,Dhq Hosp,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Geoni,751-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Ormara,752-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Gwadar,4,Pasni,754-inv,Rhc,0-x,x,0,0
District,Balochistan,Gwadar,3,Gwadur,755-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Harnai,4,Ghormi,760-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Harnai,4,Kidrani,761-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Harnai,4,Zardalo,762-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Harnai,4,Naks,763-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Harnai,4,Female Hosp,764-inv,x,0-x,x,0,0
Health Facility,Balochistan,Harnai,4,Prcs Hosp,765-inv,x,0-x,x,0,0
Health Facility,Balochistan,Harnai,4,Shahrag,766-inv,Rhc,0-x,x,0,0
District,Balochistan,Harnai,3,Harnai,767-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Adam Pur,770-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Ahmedabad,771-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Aliabad Jamali,773-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Allah Yar,774-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Azizullah Satakzai,775-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Bagh Head,776-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Baghtel,777-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Cattel Farm,778-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Dirghi,780-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Gandakha,781-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Ghreebabad,782-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Imail Chalgary,783-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Jhandatalab,784-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Jia Khan,785-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Manjhi Pur,786-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Mehrab Nedwani,787-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Murad Ali,788-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Noor Pur,789-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Panhwer,790-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Roshan Din,791-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Sibi Jadeed,792-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Sohbat Pur,793-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Taj Pur,794-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Abdul Rashid,795-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Abdul Sattar,796-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Arz Muhammad Bugti,797-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Balo Pur,798-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Faizabad,799-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Hafeezabad,800-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Hair Din,801-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Ibrahim Jamali,802-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Kandri,803-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Noshki Jadeed,804-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Parya Khan,805-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Rustam Jamali,806-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Usta Muhammad,807-inv,Civil Hosp,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Dho Office Epi Center,810-inv,x,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Dhq,811-inv,x,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Female Hosp,812-inv,Dhq,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Labour Hosp,813-inv,x,0-x,x,0,0
Health Facility,Balochistan,Jaffarabad,4,Rojhan Jamali,814-inv,Rhc,0-x,x,0,0
District,Balochistan,Jaffarabad,3,Jafarabad,815-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Barija,820-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Gandawah,821-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Hatyari,822-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Korara,824-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Kotra,825-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Mirpur,826-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Gandawah,827-inv,Dhq,0-x,x,0,0
Health Facility,Balochistan,Jhal Magsi,4,Rhe Jhal Magsi,829-inv,x,0-x,x,0,0
District,Balochistan,Jhal Magsi,3,Jhalmagsi,831-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Aalkazai,844-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Aamokthan,845-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Bagh Barshore,846-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Batazai,847-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Buttazai,848-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Darozai,849-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Dub Khanozai,850-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Hajeezai,851-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Haji Bakht,852-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Hajizai,853-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Hekalzai,854-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Hurramzia,855-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Jangal Piralizai,856-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Malazai,857-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Malikyar,858-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Manzaki,860-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mehmood Abad I,862-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mehmood Abad Ll,863-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mehmoodabad Ii,864-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Milat Abad,865-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mir Ali Zai,866-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Miralzai,867-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mujhtian,868-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Pir Ali Zai,869-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Pir Alizai,870-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Saghai,871-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Sar Khanzai,872-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Saranan,874-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Shakarzai,875-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Shakazai,876-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Thora Gharah,877-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Tora Ghara,878-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Bhumehmood Abad L,879-inv,x,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Armbi Masezai,880-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Dab Khanzai,881-inv,x,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Dho Office,882-inv,x,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Chaman,883-inv,Dhq Hosp,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Pishin,884-inv,Dhq,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Alizai,886-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Barshore,888-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Bostan,890-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Gangzai,892-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Habib Zai,893-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Huramzai,894-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,K/Abdullah,895-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Karbala,896-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Karballah,897-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Killa Abdullah,898-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Mazai Adda,899-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Rod Mullazai,910-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Saranan,911-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Umerabad,912-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Rhcmazai Adda,914-inv,x,0-x,x,0,0
Health Facility,Balochistan,Killa Abdullah,4,Khanozai,915-inv,Thq,0-x,x,0,0
District,Balochistan,Killa Abdullah,3,Kabdulah,918-inv,District Store,0-x,x,0,0
District,Balochistan,Pishin,3,Pishinn,920-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Ahmed Abad,925-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Barinchiro,926-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Chaati Kalat,927-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Iskalkoo,928-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Johan,929-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Lakormi,930-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Mal Shahorahi,931-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Mohammad Ghoran,932-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Nichara,933-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Pardran,935-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Siakumb,936-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Gazg,937-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Jewa Killa Rehman,938-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Kohing,939-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Marap,940-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Namarugh,941-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Rodenjo,942-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Toba,943-inv,Cd,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Surab,944-inv,Civil Hosp,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Kalat,947-inv,Dhq,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Chashma,948-inv,Mch Center,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Surab,949-inv,Mch Center,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Goam Kalat,951-inv,Mch,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Hathyari,952-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Mandh Haji,954-inv,Rhc,0-x,x,0,0
Health Facility,Balochistan,Kalat,4,Zard Ghulam Jan,957-inv,Rhc,0-x,x,0,0
District,Balochistan,Kalat,3,Kalat,958-inv,District Store,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Absor,967-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Balicha,968-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Bullo,969-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Dandar,970-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Darachko,971-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Hoshab,972-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Kaski,973-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Kunchiti,974-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Palabad,975-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Sami,976-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Sari Kallag,978-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Sarikahn,979-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Shahi Tuing,980-inv,Bhu,0-x,x,0,0
Health Facility,Balochistan,Kech,4,Nazarabad,981-inv,Cd,0-x,x,0,0
