Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type
Health Facility,Punjab,Rahim Yar Khan,4,Maray Shah,9398,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Mari Allah Bachaya,9399,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Mianwali Shekhan,9400,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Mud Bhora,9401,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Muhammad Daha,9402,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Muslim Town,9403,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Qadirpur,9404,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Roti Sharif,9405,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Rukhan Pur,9406,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Saaid Pur,9407,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Sabzal Khan,9408,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Sanjar Khan,9409,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Shehbazpur Sharqi,9410,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Sonak,9411,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Thakal Arrain,9412,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Tibi Gul Muhammad,9413,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Unrann,9414,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Wachani,9415,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Zafarabad,9416,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Zamin Shah,9417,Bhu
Health Facility,Punjab,Rahim Yar Khan,4,Buh Din Pur Sharif,9418,x
Health Facility,Punjab,Rahim Yar Khan,4,Chak 186 7R,9419,x
Health Facility,Punjab,Rahim Yar Khan,4,Chak 186 P,9420,x
Health Facility,Punjab,Rahim Yar Khan,4,Epi Center 34 E,9423,x
Health Facility,Punjab,Rahim Yar Khan,4,Epi Center 35 F,9424,x
Health Facility,Punjab,Rahim Yar Khan,4,Epi Center 36 G,9425,x
Health Facility,Punjab,Rahim Yar Khan,4,Epi Center Chok Paltanistan,9426,x
Health Facility,Punjab,Rahim Yar Khan,4,Epi Center Sheikh Zeyed,9427,x
Health Facility,Punjab,Rahim Yar Khan,4,Mch Center 31 B,9429,x
Health Facility,Punjab,Rahim Yar Khan,4,Muhammad Nawaz Wasa,9430,x
Health Facility,Punjab,Rahim Yar Khan,4,173 P,9431,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Ahmad  Pur Lamma,9433,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Allahbad,9434,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Bago Bahar,9435,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Bhong,9437,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Feroza,9438,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Jamal Din Wali,9440,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Khan Bela,9441,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Kot Samaba,9442,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Manthar,9443,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Mianwali Qureshian,9444,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Nawa Kot,9446,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Nawazabad,9448,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Pacca Laran,9449,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Rajanpur Kalan,9450,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Sehja,9452,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Snajar Pur,9454,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Tranda Saway Khan,9456,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Trianda Muhammad Pana,9458,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Zahir Peer,9459,Rhc
Health Facility,Punjab,Rahim Yar Khan,4,Saddi Sultan,9462,x
Health Facility,Punjab,Rahim Yar Khan,4,Tehsil Epi Store Liqatpur Rykhan,9468,x
Health Facility,Punjab,Rahim Yar Khan,4,Tehsil Hq Epi Center Khan Pur,9472,x
Health Facility,Punjab,Rahim Yar Khan,4,Thq Hosp. Epi Center Sadiqabad,9478,x
District,Punjab,Rahim Yar Khan,3,Rykhan District Store,9479,x
Health Facility,Punjab,Sahiwal,4,1 10L,9508,x
Health Facility,Punjab,Sahiwal,4,100 12L,9509,x
Health Facility,Punjab,Sahiwal,4,100 9L,9510,x
Health Facility,Punjab,Sahiwal,4,103 9L,9511,x
Health Facility,Punjab,Sahiwal,4,104 12L,9513,x
Health Facility,Punjab,Sahiwal,4,104 7R,9514,x
Health Facility,Punjab,Sahiwal,4,107 7R,9516,x
Health Facility,Punjab,Sahiwal,4,11 14L,9517,x
Health Facility,Punjab,Sahiwal,4,110 7R,9518,x
Health Facility,Punjab,Sahiwal,4,111 12L,9520,x
Health Facility,Punjab,Sahiwal,4,112 7R,9521,x
Health Facility,Punjab,Sahiwal,4,112 9L,9523,x
Health Facility,Punjab,Sahiwal,4,114 9L,9525,x
Health Facility,Punjab,Sahiwal,4,115 12L,9526,x
Health Facility,Punjab,Sahiwal,4,117 7Dr,9527,x
Health Facility,Punjab,Sahiwal,4,119 9L,9528,x
Health Facility,Punjab,Sahiwal,4,120 9L,9529,x
Health Facility,Punjab,Sahiwal,4,128 9L,9530,x
Health Facility,Punjab,Sahiwal,4,129 9L,9531,x
Health Facility,Punjab,Sahiwal,4,132 9L,9533,x
Health Facility,Punjab,Sahiwal,4,145 9L,9535,x
Health Facility,Punjab,Sahiwal,4,150 9L,9537,x
Health Facility,Punjab,Sahiwal,4,153 9L,9538,x
Health Facility,Punjab,Sahiwal,4,16 11L,9539,x
Health Facility,Punjab,Sahiwal,4,16 14L,9540,x
Health Facility,Punjab,Sahiwal,4,162 9L,9541,x
Health Facility,Punjab,Sahiwal,4,164 A 9L,9542,x
Health Facility,Punjab,Sahiwal,4,166 9L,9543,x
Health Facility,Punjab,Sahiwal,4,169 9L,9544,x
Health Facility,Punjab,Sahiwal,4,176 9L,9545,x
Health Facility,Punjab,Sahiwal,4,18 11L,9546,x
Health Facility,Punjab,Sahiwal,4,18 Awm,9548,x
Health Facility,Punjab,Sahiwal,4,182 9L,9549,x
Health Facility,Punjab,Sahiwal,4,185 9L,9550,x
Health Facility,Punjab,Sahiwal,4,20 11L,9552,x
Health Facility,Punjab,Sahiwal,4,20 14L,9553,x
Health Facility,Punjab,Sahiwal,4,28 14L,9554,x
Health Facility,Punjab,Sahiwal,4,30 11L,9556,x
Health Facility,Punjab,Sahiwal,4,32 35 14L,9557,x
Health Facility,Punjab,Sahiwal,4,33 12L,9558,x
Health Facility,Punjab,Sahiwal,4,36 12L,9559,x
Health Facility,Punjab,Sahiwal,4,39 14L,9560,x
Health Facility,Punjab,Sahiwal,4,4 14L,9561,x
Health Facility,Punjab,Sahiwal,4,42 12L,9563,x
Health Facility,Punjab,Sahiwal,4,45 12L,9565,x
Health Facility,Punjab,Sahiwal,4,5 11L,9567,x
Health Facility,Punjab,Sahiwal,4,50 Gd,9568,x
Health Facility,Punjab,Sahiwal,4,53 12L,9570,x
Health Facility,Punjab,Sahiwal,4,53 5L,9571,x
Health Facility,Punjab,Sahiwal,4,55 5L,9573,x
Health Facility,Punjab,Sahiwal,4,58 Gd,9575,x
Health Facility,Punjab,Sahiwal,4,59 5L,9576,x
Health Facility,Punjab,Sahiwal,4,61 4R,9577,x
Health Facility,Punjab,Sahiwal,4,62 12L,9578,x
Health Facility,Punjab,Sahiwal,4,62 4R,9579,x
Health Facility,Punjab,Sahiwal,4,64 4R,9580,x
Health Facility,Punjab,Sahiwal,4,65 5L,9581,x
Health Facility,Punjab,Sahiwal,4,65 Agd,9583,x
Health Facility,Punjab,Sahiwal,4,66 12L,9584,x
Health Facility,Punjab,Sahiwal,4,69 4R,9585,x
Health Facility,Punjab,Sahiwal,4,71 12L,9586,x
Health Facility,Punjab,Sahiwal,4,71 5L,9588,x
Health Facility,Punjab,Sahiwal,4,73 4R,9589,x
Health Facility,Punjab,Sahiwal,4,73 5L,9590,x
Health Facility,Punjab,Sahiwal,4,77 12L,9592,x
Health Facility,Punjab,Sahiwal,4,78 5L,9594,x
Health Facility,Punjab,Sahiwal,4,8 11L,9596,x
Health Facility,Punjab,Sahiwal,4,81 5R,9598,x
Health Facility,Punjab,Sahiwal,4,83 12L,9599,x
Health Facility,Punjab,Sahiwal,4,87 6R,9601,x
Health Facility,Punjab,Sahiwal,4,89 16R,9603,x
Health Facility,Punjab,Sahiwal,4,90 12L,9605,x
Health Facility,Punjab,Sahiwal,4,91 6R,9606,x
Health Facility,Punjab,Sahiwal,4,92 6R,9607,x
Health Facility,Punjab,Sahiwal,4,94 9L,9608,x
Health Facility,Punjab,Sahiwal,4,96 12L,9610,x
Health Facility,Punjab,Sahiwal,4,99 6R,9612,x
Health Facility,Punjab,Sahiwal,4,Asad Ul Pur,9613,x
Health Facility,Punjab,Sahiwal,4,Block 18,9614,x
Health Facility,Punjab,Sahiwal,4,Dadra Bala,9615,x
Health Facility,Punjab,Sahiwal,4,Dhq Teacching Hosp,9617,x
Health Facility,Punjab,Sahiwal,4,Frid Town Disp,9620,x
Health Facility,Punjab,Sahiwal,4,G Abad,9622,x
Health Facility,Punjab,Sahiwal,4,Harappa,9624,x
Health Facility,Punjab,Sahiwal,4,Korey Shah Zareen,9626,x
Health Facility,Punjab,Sahiwal,4,Mini Hosp,9630,x
Health Facility,Punjab,Sahiwal,4,Mir Dad Maufi,9632,x
Health Facility,Punjab,Sahiwal,4,Noor Shah,9634,x
Health Facility,Punjab,Sahiwal,4,Qutab Shahana,9637,x
Health Facility,Punjab,Sahiwal,4,Tehsil Hq Hopital,9638,x
Health Facility,Punjab,Sahiwal,4,Tibbi Jay Singh,9658,x
District,Punjab,Sahiwal,3,Sahiwal District Store,9660,x
Health Facility,Punjab,Sargodha,4,10 Ml,9675,x
Health Facility,Punjab,Sargodha,4,100 Sb,9676,x
Health Facility,Punjab,Sargodha,4,101Nb,9677,x
Health Facility,Punjab,Sargodha,4,101Sb,9678,x
Health Facility,Punjab,Sargodha,4,103Sb,9680,x
Health Facility,Punjab,Sargodha,4,104 Nb,9681,x
Health Facility,Punjab,Sargodha,4,104 Sb,9682,x
Health Facility,Punjab,Sargodha,4,107 Sb,9684,x
Health Facility,Punjab,Sargodha,4,109 Sb,9685,x
Health Facility,Punjab,Sargodha,4,10Nb,9686,x
Health Facility,Punjab,Sargodha,4,10Sb,9688,x
Health Facility,Punjab,Sargodha,4,110 Sb,9689,x
Health Facility,Punjab,Sargodha,4,113Sb,9690,x
Health Facility,Punjab,Sargodha,4,115 Nb,9691,x
Health Facility,Punjab,Sargodha,4,12 Sb,9693,x
Health Facility,Punjab,Sargodha,4,120  60  Sb,9694,x
Health Facility,Punjab,Sargodha,4,121 Nb,9697,x
Health Facility,Punjab,Sargodha,4,126 Sb,9699,x
Health Facility,Punjab,Sargodha,4,130 Sb,9702,x
Health Facility,Punjab,Sargodha,4,147 148 Nb,9704,x
Health Facility,Punjab,Sargodha,4,15 Sb,9705,x
Health Facility,Punjab,Sargodha,4,152 Nb,9707,x
Health Facility,Punjab,Sargodha,4,163 Nb,9708,x
Health Facility,Punjab,Sargodha,4,18Nb,9709,x
Health Facility,Punjab,Sargodha,4,19 Sb,9711,x
Health Facility,Punjab,Sargodha,4,26 Sb,9712,x
Health Facility,Punjab,Sargodha,4,28 Sb,9713,x
Health Facility,Punjab,Sargodha,4,2Nb,9714,x
Health Facility,Punjab,Sargodha,4,30 Nb,9715,x
Health Facility,Punjab,Sargodha,4,30 Sb,9718,x
Health Facility,Punjab,Sargodha,4,31 Sb,9719,x
Health Facility,Punjab,Sargodha,4,33 Sb,9721,x
Health Facility,Punjab,Sargodha,4,34 Sb,9722,x
Health Facility,Punjab,Sargodha,4,38 Sb,9723,x
Health Facility,Punjab,Sargodha,4,39 Sb,9724,x
Health Facility,Punjab,Sargodha,4,43 Sb,9725,x
Health Facility,Punjab,Sargodha,4,44 Sb,9726,x
Health Facility,Punjab,Sargodha,4,465 B,9728,x
Health Facility,Punjab,Sargodha,4,50 Sb,9730,x
Health Facility,Punjab,Sargodha,4,53 Sb,9731,x
Health Facility,Punjab,Sargodha,4,58Nb,9733,x
Health Facility,Punjab,Sargodha,4,7 Nb,9734,x
Health Facility,Punjab,Sargodha,4,74Sb,9735,x
Health Facility,Punjab,Sargodha,4,75Sb,9737,x
Health Facility,Punjab,Sargodha,4,82Nb,9739,x
Health Facility,Punjab,Sargodha,4,84 Sb,9740,x
Health Facility,Punjab,Sargodha,4,85 Sb,9742,x
Health Facility,Punjab,Sargodha,4,88 Sb,9744,x
Health Facility,Punjab,Sargodha,4,8Ml,9745,x
Health Facility,Punjab,Sargodha,4,92Nb,9746,x
Health Facility,Punjab,Sargodha,4,94Sb,9747,x
Health Facility,Punjab,Sargodha,4,95 Nb,9748,x
Health Facility,Punjab,Sargodha,4,95 Sb,9749,x
Health Facility,Punjab,Sargodha,4,98 Sb,9750,x
Health Facility,Punjab,Sargodha,4,99Nb,9751,x
Health Facility,Punjab,Sargodha,4,Ali Pur Syiedan,9752,x
Health Facility,Punjab,Sargodha,4,Allah Dad Wala,9754,x
Health Facility,Punjab,Sargodha,4,Aqil Shah,9755,x
Health Facility,Punjab,Sargodha,4,Asian Wala,9756,x
Health Facility,Punjab,Sargodha,4,Bhabra,9757,x
Health Facility,Punjab,Sargodha,4,Bhaghtanwala,9758,x
Health Facility,Punjab,Sargodha,4,Bhaker Bar,9760,x
Health Facility,Punjab,Sargodha,4,Bhoji Koot,9761,x
Health Facility,Punjab,Sargodha,4,Bucha Kalan,9762,x
Health Facility,Punjab,Sargodha,4,Bhera,9763,Cd
Health Facility,Punjab,Sargodha,4,Center Factory Area,9765,x
Health Facility,Punjab,Sargodha,4,Chak Miana,9766,x
Health Facility,Punjab,Sargodha,4,Chak Mubarak,9767,x
Health Facility,Punjab,Sargodha,4,Chak Saida,9769,x
Health Facility,Punjab,Sargodha,4,Chubbah Purana,9770,x
Health Facility,Punjab,Sargodha,4,Civil Despensary,9771,x
Health Facility,Punjab,Sargodha,4,Civil Disp,9772,x
Health Facility,Punjab,Sargodha,4,Civil Sispensary,9773,x
Health Facility,Punjab,Sargodha,4,Deowal,9774,x
Health Facility,Punjab,Sargodha,4,Dera Jadeed,9775,x
Health Facility,Punjab,Sargodha,4,Dharema,9776,x
Health Facility,Punjab,Sargodha,4,Dherah,9777,x
Health Facility,Punjab,Sargodha,4,Dhori,9778,x
Health Facility,Punjab,Sargodha,4,Dhq Hopital,9779,x
Health Facility,Punjab,Sargodha,4,Dhq Teacching Hosp Sargodha,9780,x
Health Facility,Punjab,Sargodha,4,Disp Block 12,9782,x
Health Facility,Punjab,Sargodha,4,Dodha,9783,x
Health Facility,Punjab,Sargodha,4,Farooka,9784,x
Health Facility,Punjab,Sargodha,4,Fatima Hosp,9786,x
Health Facility,Punjab,Sargodha,4,General Hosp,9787,x
Health Facility,Punjab,Sargodha,4,Ghangwal,9789,x
Health Facility,Punjab,Sargodha,4,Ghulla Pur,9790,x
Health Facility,Punjab,Sargodha,4,Gul Da Kot,9791,x
Health Facility,Punjab,Sargodha,4,Hathiwind,9792,x
Health Facility,Punjab,Sargodha,4,Haveli Majoka,9794,x
Health Facility,Punjab,Sargodha,4,Hazur Pur,9796,x
Health Facility,Punjab,Sargodha,4,Hilal E Ahmar Hosp,9798,x
Health Facility,Punjab,Sargodha,4,Hujjan,9799,x
Health Facility,Punjab,Sargodha,4,Hyderabad Town,9801,x
Health Facility,Punjab,Sargodha,4,Jahan Abad,9802,x
Health Facility,Punjab,Sargodha,4,Jehania Shah,9804,x
Health Facility,Punjab,Sargodha,4,Jhawarian,9805,x
Health Facility,Punjab,Sargodha,4,Kalra,9807,x
Health Facility,Punjab,Sargodha,4,Kalyan Pur,9809,x
Health Facility,Punjab,Sargodha,4,Kandan,9811,x
Health Facility,Punjab,Sargodha,4,Khawaj Abad,9813,x
Health Facility,Punjab,Sargodha,4,Khizer Abad,9815,x
Health Facility,Punjab,Sargodha,4,Korey Kot,9816,x
Health Facility,Punjab,Sargodha,4,Kot Bhai Khan,9818,x
Health Facility,Punjab,Sargodha,4,Kot Raja,9819,x
Health Facility,Punjab,Sargodha,4,Kotfareed Disp,9820,x
Health Facility,Punjab,Sargodha,4,Kudlathi,9821,x
Health Facility,Punjab,Sargodha,4,Lakhiwal,9823,x
Health Facility,Punjab,Sargodha,4,Lilliani,9825,x
Health Facility,Punjab,Sargodha,4,Luqman,9826,x
Health Facility,Punjab,Sargodha,4,Machar Khadi,9827,x
Health Facility,Punjab,Sargodha,4,Mari,9830,x
Health Facility,Punjab,Sargodha,4,Mateela,9831,x
Health Facility,Punjab,Sargodha,4,Miani,9833,x
Health Facility,Punjab,Sargodha,4,Midh Ranjha,9835,x
Health Facility,Punjab,Sargodha,4,Moazumabad,9837,x
Health Facility,Punjab,Sargodha,4,Mochiwal,9838,x
Health Facility,Punjab,Sargodha,4,Mouola Buksh Hosp,9841,x
Health Facility,Punjab,Sargodha,4,Mubharay Khan,9843,x
Health Facility,Punjab,Sargodha,4,Nabi Shah Khurd,9844,x
Health Facility,Punjab,Sargodha,4,Noor E Wala,9845,x
Health Facility,Punjab,Sargodha,4,Phuleralvan,9846,x
Health Facility,Punjab,Sargodha,4,Purana Bhalwal,9847,x
Health Facility,Punjab,Sargodha,4,Rakh Charagah,9849,x
Health Facility,Punjab,Sargodha,4,Ratto Kala,9850,x
Health Facility,Punjab,Sargodha,4,Rural Lulianei,9851,x
Health Facility,Punjab,Sargodha,4,Sabowal,9852,x
Health Facility,Punjab,Sargodha,4,Salum,9854,x
Health Facility,Punjab,Sargodha,4,Sayednao,9855,x
Health Facility,Punjab,Sargodha,4,Shaheen Abad,9857,x
Health Facility,Punjab,Sargodha,4,Shsh Nikdar,9859,x
Health Facility,Punjab,Sargodha,4,Sial Sharef,9861,x
Health Facility,Punjab,Sargodha,4,Sillanwali,9863,x
Health Facility,Punjab,Sargodha,4,Skeser,9865,x
Health Facility,Punjab,Sargodha,4,Sobhaga,9866,x
Health Facility,Punjab,Sargodha,4,Takhet Hazara,9870,x
Health Facility,Punjab,Sargodha,4,Thatha M. Panah,9887,x
Health Facility,Punjab,Sargodha,4,Thq Bhalwal,9888,x
Health Facility,Punjab,Sargodha,4,Thq Bhera,9889,x
Health Facility,Punjab,Sargodha,4,Thq Hosp Chak No. 90/Sb,9895,x
Health Facility,Punjab,Sargodha,4,Thq Kot Momen,9898,x
Health Facility,Punjab,Sargodha,4,Thq Kotmoman,9900,x
Health Facility,Punjab,Sargodha,4,Thq Shahpur,9902,x
Health Facility,Punjab,Sargodha,4,Vijh,9912,x
District,Punjab,Sargodha,3,Sargodha District Store,9914,x
Health Facility,Punjab,Sheikhupura,4,Bhianwala,9935,Bhu
Health Facility,Punjab,Sheikhupura,4,Dhamke,9936,Bhu
Health Facility,Punjab,Sheikhupura,4,Khan Khandograh,9937,x
Health Facility,Punjab,Sheikhupura,4,Abdullah Pur Kollar,9939,Bhu
Health Facility,Punjab,Sheikhupura,4,Adil Garh,9940,Bhu
Health Facility,Punjab,Sheikhupura,4,Ahdian,9941,Bhu
Health Facility,Punjab,Sheikhupura,4,Ajnianwala,9942,Bhu
Health Facility,Punjab,Sheikhupura,4,Amar Kot,9943,Bhu
Health Facility,Punjab,Sheikhupura,4,Amonkay,9944,Bhu
Health Facility,Punjab,Sheikhupura,4,Barakwala,9945,Bhu
Health Facility,Punjab,Sheikhupura,4,Bhalikay,9946,Bhu
Health Facility,Punjab,Sheikhupura,4,Bhattel,9947,Bhu
Health Facility,Punjab,Sheikhupura,4,Burj  Attari,9948,Bhu
Health Facility,Punjab,Sheikhupura,4,Chak #  44,9949,Bhu
Health Facility,Punjab,Sheikhupura,4,Chak 34,9951,Bhu
Health Facility,Punjab,Sheikhupura,4,Chapa Minara,9952,Bhu
Health Facility,Punjab,Sheikhupura,4,Cheena Ghazi,9953,Bhu
Health Facility,Punjab,Sheikhupura,4,Chichoki Mallian,9954,Bhu
Health Facility,Punjab,Sheikhupura,4,Damoana,9955,Bhu
Health Facility,Punjab,Sheikhupura,4,Deury,9956,Bhu
Health Facility,Punjab,Sheikhupura,4,Dhroor Muslim,9957,Bhu
Health Facility,Punjab,Sheikhupura,4,Esherke,9958,Bhu
Health Facility,Punjab,Sheikhupura,4,Farooq Abad Village,9959,Bhu
Health Facility,Punjab,Sheikhupura,4,Fattu Wala,9960,Bhu
Health Facility,Punjab,Sheikhupura,4,Foroz Watowan,9965,Bhu
Health Facility,Punjab,Sheikhupura,4,Gajiana,9966,Bhu
Health Facility,Punjab,Sheikhupura,4,Ghang,9967,Bhu
Health Facility,Punjab,Sheikhupura,4,Ghazi Minara,9968,Bhu
Health Facility,Punjab,Sheikhupura,4,Ghorian Moghlan,9969,Bhu
Health Facility,Punjab,Sheikhupura,4,Ghoryal Kalan,9970,Bhu
Health Facility,Punjab,Sheikhupura,4,Hardo Bandoky,9971,Bhu
Health Facility,Punjab,Sheikhupura,4,Herdo Buryar,9972,Bhu
Health Facility,Punjab,Sheikhupura,4,Hoakay,9973,Bhu
Health Facility,Punjab,Sheikhupura,4,Inday Ladhway,9974,Bhu
Health Facility,Punjab,Sheikhupura,4,Jandala Kalan,9975,Bhu
Health Facility,Punjab,Sheikhupura,4,Jatri Kohna,9976,Bhu
Health Facility,Punjab,Sheikhupura,4,Kakar Gill,9977,Bhu
Health Facility,Punjab,Sheikhupura,4,Kakki Rasool Pur Jattan,9978,Bhu
Health Facility,Punjab,Sheikhupura,4,Kaloke,9979,Bhu
Health Facility,Punjab,Sheikhupura,4,Khuthiala,9982,Bhu
Health Facility,Punjab,Sheikhupura,4,Kirto,9983,Bhu
Health Facility,Punjab,Sheikhupura,4,Kirto Virkan,9984,Bhu
Health Facility,Punjab,Sheikhupura,4,Kot Mehmood,9985,Bhu
Health Facility,Punjab,Sheikhupura,4,Kot Pindi Das,9986,Bhu
Health Facility,Punjab,Sheikhupura,4,Kot Sohnada,9987,Bhu
Health Facility,Punjab,Sheikhupura,4,Ladhayke,9988,Bhu
Health Facility,Punjab,Sheikhupura,4,Lagar,9989,Bhu
Health Facility,Punjab,Sheikhupura,4,Lambray,9990,Bhu
Health Facility,Punjab,Sheikhupura,4,Luban  Wala,9991,Bhu
Health Facility,Punjab,Sheikhupura,4,Makki 460,9992,Bhu
Health Facility,Punjab,Sheikhupura,4,Mallian Wali,9993,Bhu
Health Facility,Punjab,Sheikhupura,4,Mandiala,9995,Bhu
Health Facility,Punjab,Sheikhupura,4,Mandiali,9996,Bhu
Health Facility,Punjab,Sheikhupura,4,Manllia Kalan,9997,Bhu
Health Facility,Punjab,Sheikhupura,4,Marh Bhangawan,9998,Bhu
Health Facility,Punjab,Sheikhupura,4,Metha Suja,9999,Bhu
Health Facility,Punjab,Sheikhupura,4,Mirza Virkan,10000,Bhu
Health Facility,Punjab,Sheikhupura,4,Muduwala,10001,Bhu
Health Facility,Punjab,Sheikhupura,4,Nanga Sahdan,10002,Bhu
Health Facility,Punjab,Sheikhupura,4,Nangal Bucher,10003,Bhu
Health Facility,Punjab,Sheikhupura,4,Nangal Kaswala,10004,Bhu
Health Facility,Punjab,Sheikhupura,4,Nawan Pind,10005,Bhu
Health Facility,Punjab,Sheikhupura,4,Nizam Pur Dhacca,10006,Bhu
Health Facility,Punjab,Sheikhupura,4,Nizam Pur Dhaka,10007,Bhu
Health Facility,Punjab,Sheikhupura,4,Pindi Machian,10009,Bhu
Health Facility,Punjab,Sheikhupura,4,Qila Lal Singh,10010,Bhu
Health Facility,Punjab,Sheikhupura,4,Qila Meer Zaman,10011,Bhu
Health Facility,Punjab,Sheikhupura,4,Rati Tibbi,10012,Bhu
Health Facility,Punjab,Sheikhupura,4,Salar Hatian,10013,Bhu
Health Facility,Punjab,Sheikhupura,4,Sharif Pur Khurd,10014,Bhu
Health Facility,Punjab,Sheikhupura,4,Tibi Hambo,10015,Bhu
Health Facility,Punjab,Sheikhupura,4,Veerke Bath,10016,Bhu
Health Facility,Punjab,Sheikhupura,4,Wandala Nasir Khan,10017,Bhu
Health Facility,Punjab,Sheikhupura,4,Wandyala Day Shah,10018,Bhu
Health Facility,Punjab,Sheikhupura,4,Warn,10019,Bhu
Health Facility,Punjab,Sheikhupura,4,Bhuchapa Minara Center 2,10020,x
Health Facility,Punjab,Sheikhupura,4,Burj Atarry,10021,Cd
Health Facility,Punjab,Sheikhupura,4,Jhabaran,10022,Cd
Health Facility,Punjab,Sheikhupura,4,Lalanwala,10023,Cd
Health Facility,Punjab,Sheikhupura,4,Sharaq Pur,10024,Cd
Health Facility,Punjab,Sheikhupura,4,Chu Esherke,10025,x
Health Facility,Punjab,Sheikhupura,4,Civil Hosp Dhq,10027,x
Health Facility,Punjab,Sheikhupura,4,Dhq Doshahra Ground,10028,x
Health Facility,Punjab,Sheikhupura,4,Dhq H Alnoor Complex Farooq Abad,10029,x
Health Facility,Punjab,Sheikhupura,4,Dhq Tranra Snty,10030,x
Health Facility,Punjab,Sheikhupura,4,Epi Center Children Complex,10031,x
Health Facility,Punjab,Sheikhupura,4,Epi Store Kharianwala,10032,Rhc
Health Facility,Punjab,Sheikhupura,4,Farooq Abad,10033,Rhc
Health Facility,Punjab,Sheikhupura,4,Farooq Abad Jatri Khona,10035,Rhc
Health Facility,Punjab,Sheikhupura,4,Jandiala Sher Khan,10036,Rhc
Health Facility,Punjab,Sheikhupura,4,Kala Shah Kaki,10039,Rhc
Health Facility,Punjab,Sheikhupura,4,Khankay Dogran,10041,Rhc
Health Facility,Punjab,Sheikhupura,4,Kharianwala,10042,Rhc
Health Facility,Punjab,Sheikhupura,4,Manllia Kalan,10045,Rhc
Health Facility,Punjab,Sheikhupura,4,Narnag,10048,Rhc
Health Facility,Punjab,Sheikhupura,4,Safdar Abad,10049,Rhc
Health Facility,Punjab,Sheikhupura,4,Safdar Abad Epi Store,10050,Rhc
Health Facility,Punjab,Sheikhupura,4,Urban Narang Mandi,10051,Rhc
Health Facility,Punjab,Sheikhupura,4,Thq Epi Store Muridke,10053,x
Health Facility,Punjab,Sheikhupura,4,Thq Ferozepura,10054,x
Health Facility,Punjab,Sheikhupura,4,Thq Ferozewala,10055,x
Health Facility,Punjab,Sheikhupura,4,Thq Ferozwala,10056,x
Health Facility,Punjab,Sheikhupura,4,Thq Muridke,10058,x
Health Facility,Punjab,Sheikhupura,4,Thq Sharaq Pur,10059,x
Health Facility,Punjab,Sheikhupura,4,Thq Sharaq Pur 3,10061,x
Health Facility,Punjab,Sheikhupura,4,Thq Sharaqpur 2,10062,x
District,Punjab,Sheikhupura,3,Sheikhupura District Store,10063,x
Health Facility,Punjab,Sialkot,4,Al Khidmat Hosp Epi Center Model Town,10078,x
Health Facility,Punjab,Sialkot,4,Al Sheikh Hosp Epi Center Karim Pura,10079,x
Health Facility,Punjab,Sialkot,4,Allama Iqbal Memorial Hosp,10080,x
Health Facility,Punjab,Sialkot,4,Adamke Cheema,10082,Bhu
Health Facility,Punjab,Sialkot,4,Alomohar,10083,Bhu
Health Facility,Punjab,Sialkot,4,Baddoke,10084,Bhu
Health Facility,Punjab,Sialkot,4,Badiana,10085,Bhu
Health Facility,Punjab,Sialkot,4,Balagan,10086,Bhu
Health Facility,Punjab,Sialkot,4,Beeni Sulehrian,10087,Bhu
Health Facility,Punjab,Sialkot,4,Bhadal,10088,Bhu
