Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Latitude,Longitude
Health Facility,Federal Capital Territory,Cda,4,St Tamos Charch,2297,x,0-x,0,0
District,Federal Capital Territory,Cda,3,Cda,2298,District Store,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Bakkar,2304,Bhu,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Chirra,2306,Bhu,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Jang Saidan,2309,Bhu,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Jigot,2311,Bhu,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Pind Bhagnral,2313,Bhu,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Rawat,2315,Bhu,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Shah Allah Ditta,2318,Bhu,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Sohan,2319,Bhu,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Tumair,2321,Bhu,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Cda Disp Tumair,2322,x,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Cda Macical Center,2323,x,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Humak Disp,2324,x,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Barako,2327,Rhc,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Sihala,2330,Rhc,0-x,0,0
Health Facility,Federal Capital Territory,Ict,4,Tarlai,2332,Rhc,0-x,0,0
District,Federal Capital Territory,Ict,3,Ict,2336,District Store,0-x,0,0
National,Federal Capital Territory,Ict,1,National Cold Store,2337,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Ath,2373,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Bagh,2374,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Bagnatat,2375,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Bakot,2376,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Bandi Pir Khan,2377,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Bando Tana,2378,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Baran Gali,2379,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Beriot,2380,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Bitiot,2381,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Burwal,2383,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Chamyali,2384,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Damtoor,2385,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Dlola,2386,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Gori,2387,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Jabrian,2388,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Kakal Barseen,2389,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Kakul,2390,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Kothiala,2391,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Kukmang,2392,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Lagaryal,2393,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Malkot,2394,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Mangal,2395,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Mera Rural,2396,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Moch Kot,2398,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Moolta,2400,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Mujaith,2401,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Nagri Totail,2402,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Nawa Shehar,2403,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Numbal,2404,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Pallah,2405,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Patan Kalan,2406,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Phal Kot,2407,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Pkk,2408,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Qalandarabad,2409,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Rojia,2410,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Salwala,2411,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Sarband,2412,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Seer Gharbi,2413,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Shekhul Bandi,2414,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Tajwal,2415,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Takia Shekhan,2416,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Tarch,2417,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Zyrat Masoom,2418,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Bandi Atai Khan,2419,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Bandi Dhundan,2420,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Hajia Gali,2421,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Kutwal,2422,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Nagi Bala,2423,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Namal Maira,2424,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Tarnani,2425,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Ayubia,2426,Ch,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Boi,2427,Ch,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Boi Sub Store,2428,Ch,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Kargali,2429,Ch,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Natia Gali,2430,Ch,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Civel Hosp,2431,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Abbottabad,2432,Dhq,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Pof Havelian Cant,2433,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Havelian,2434,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Lora,2435,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Mori Barband,2437,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Sub Stro Natia Gali,2439,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Tahti Ahmad Khan,2440,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Tehsil Vaccine Store Sherwan,2441,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Type D Hosp Havelyan,2442,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Abbottabad,4,Wch,2444,x,0-x,0,0
District,Khyber Pakhtunkhwa,Abbottabad,3,Abotabad,2447,District Store,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Patool Kehl,2482,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Amandi,2483,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Azim Kala,2485,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Bara Meer Abbas Mandan,2487,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Bizen Khel,2488,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Daud Shah,2489,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Fatima Khel,2491,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Ghoriwala,2493,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Gul Rehman,2494,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Hakeem Bharat,2495,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Haved Landidak,2496,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Hinjal Noor Bag,2498,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Ismail Khel,2500,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Jhandoo Khel,2502,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Kalakheil,2504,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Kgn,2505,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Khujamad,2506,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Khujari,2507,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Khujari Lar,2508,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Kotka Bakhtbaz,2509,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Kotka Muhammad Khan.,2510,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Lalo Zai,2511,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Landi Jalander,2513,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Lar Khujari,2514,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Lewan,2515,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Malek Khel,2516,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Mama Khel,2517,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Manak Khel,2520,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Mumbati Barakzai,2521,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Musakhel,2522,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Nar Jafar,2523,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Nar Shukrullah,2525,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Nizam Dirma Khel,2527,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Nizem Bazar,2528,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Nurar,2529,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Patol Khel,2531,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Sero Bada Khel,2532,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Shahbaz Azmat Khel,2533,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Shamshi Khel,2534,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Shehbaz Azmat Khel,2536,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Sikandar Khel Balla,2537,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Chandne Chowk,2538,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Kareem Khan Baist Khel,2539,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Kareem Khan Khel,2540,Ch,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Kgn Hosp,2542,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Domel,2543,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Type D Hosp,2544,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Bannu,4,Woman And Children Hosp Bannu,2547,x,0-x,0,0
District,Khyber Pakhtunkhwa,Bannu,3,Bannu,2548,District Store,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Arghashori,2575,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Barachr,2576,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Batkool,2577,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Battaly,2578,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Battamori,2579,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Batteela,2580,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Battian,2581,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Charbagh,2583,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Gari Nawab Said,2584,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Jambera,2585,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Joz,2586,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Kannai,2588,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Katora,2590,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Khairabad,2591,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Kharari,2592,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Pagora,2593,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Pashto,2594,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Pemal,2596,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Rashang,2597,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Rupkani,2600,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Sakargah,2601,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Sb Kot,2602,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Shamlai,2603,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Shingli,2607,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Tandol,2609,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Teloos,2610,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Chanjal,2611,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Nilishang,2612,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Cg Gijbori,2614,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Battagram,2615,Dhq,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Ajmira,2617,Mch,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Kozabanda,2618,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Thakot,2621,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Batagram,4,Banna,2624,Thq,0-x,0,0
District,Khyber Pakhtunkhwa,Batagram,3,Batagram,2630,District Store,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Batara,2656,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Charorai,2659,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Cheena,2661,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Dukada,2663,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Elai,2665,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Gagra,2668,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Gokand,2671,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Koga,2673,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Koga Camp Imc,2676,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Korya,2677,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Langaw,2679,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Malka,2682,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Nawakili,2684,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Pander,2687,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Toorwarsak,2688,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Topai,2689,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bhunonsar,2690,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Amazai,2691,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Amnawer,2693,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Anghopor,2694,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bagra,2695,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Budal,2696,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Changlai,2698,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Ghazi Kot,2700,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Khanano Derai,2703,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Chamla Nawagi,2705,Ch,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Totalai,2707,Ch,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Clinic Dr Javed Iqbal,2710,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Bunir At Daggar,2711,Dhq,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Amazai,2725,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Diwana Baba,2727,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Gulbandi,2732,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Jowar,2733,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Buner,4,Pacha,2735,Thq Hosp,0-x,0,0
District,Khyber Pakhtunkhwa,Buner,3,Bunir,2746,District Store,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Bhu,2788,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Abazia,2789,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Agra,2791,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Akbar Abad,2792,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Akhun Dheri,2793,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Bagh E Bakhtiar,2795,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Baholal,2797,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Boobak,2798,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dado Kaley,2801,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Daulat Pura,2802,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dhakki,2803,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Dosehra,2805,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Gandhara,2807,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Ghonda Karkana,2808,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Gulabad,2809,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Hassanzai,2810,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Ibrahimzai,2812,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Kangra,2814,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Katozai,2815,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Landi Shah,2817,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mahzara,2819,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mandani,2820,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mani Khela,2822,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mata Mahzara,2823,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mata Mughal Khel,2824,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Mohammad Nari,2825,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Nisatta,2827,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Panjpao,2828,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Rajjar,2829,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Rashaki,2830,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Sarki Pul,2832,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shaakh No 6,2833,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shaikhabad,2835,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shiekho,2836,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Tarnab,2837,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Turangzai,2838,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Turlandi,2839,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Utmanzai,2842,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Zareenabad,2843,Bhu,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Agra,2845,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Charsadda,2846,Cd,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Shabqadar,2847,Civil Hosp,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Charsadda,2849,Dhq,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Battagram,2850,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Jamal Abad,2851,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Sherpao,2852,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Umer Zai,2853,Rhc,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Sd Sersheri,2854,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Charsadda,4,Tangi,2855,Thq Hosp,0-x,0,0
District,Khyber Pakhtunkhwa,Charsadda,3,Charsada,2857,District Store,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Akhsp,2880,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Arandu,2882,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Arkari,2883,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Ayun,2884,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Bamborate,2887,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Bang,2888,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Begust,2889,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Boni Medical Centre,2890,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Booni,2891,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Breb,2892,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Brep,2893,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Broz,2894,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Charun,2895,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Chitral,2896,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Chitral Women And Children Block,2898,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Chunij,2899,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Citral Women And Children Block,2900,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Drassin,2901,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Drosh,2905,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Ezh Garam Chishma 2,2908,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Garamchishma,2909,x,0-x,0,0
Health Facility,Khyber Pakhtunkhwa,Chitral,4,Harchin,2910,x,0-x,0,0
